회사명,거래소코드,회계년도,재고자산(*)(IFRS),매입채무(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS),매출액(수익)(*)(IFRS),이자비용(IFRS),유형자산(*)(IFRS),자본(*)(IFRS),당기순이익(손실)(IFRS),연구개발비(IFRS)
(주)케이프,064820,2014/12,6845498,649072,1918105,21522026,3096822,72135531,93242538,114682,25966
(주)케이프,064820,2015/12,8739924,132359,1697736,18685951,1988561,68724266,89369160,-4660229,27183
(주)케이프,064820,2016/12,7997334,934480,2672337,22656003,2773565,92621510,125250851,6934307,28195
(주)케이프,064820,2017/12,9458052,302397,-1148841,22104069,2901386,91100580,133383586,740062,30271
(주)케이프,064820,2018/12,10090642,332467,-1123028,28790269,2791763,90215546,143467282,2398963,42707
(주)케이프,064820,2019/12,12524214,681232,7927813,39001401,2719889,94636146,152770537,6649018,48999
(주)케이피에스,256940,2013/12,,,,,,,,,
(주)케이피에스,256940,2014/12,,,,,,,,,
(주)케이피에스,256940,2015/12,,,,,,,,,
(주)케이피에스,256940,2016/12,230852,1863327,1582023,17547374,812666,5667734,6249766,2555349,404795
(주)케이피에스,256940,2017/12,196238,1815089,6480062,24042883,200167,5811931,25747669,2193293,354777
(주)케이피에스,256940,2018/12,3454520,1818992,2414304,40627706,27564,10692065,30901165,6792500,604411
(주)케이피에스,256940,2019/12,3423578,803547,-729572,14191010,65971,10296306,30314804,-307534,780361
(주)케이피에프,024880,2011/12,41208795,20139211,-14922087,247332110,3025534,65439351,127017099,10134207,0
(주)케이피에프,024880,2012/12,43131979,18191110,8054710,277566720,5142732,76397926,156321608,10945157,0
(주)케이피에프,024880,2013/12,57707636,25223255,11163286,283984138,6027369,84537914,156048109,1780627,0
(주)케이피에프,024880,2014/12,59270913,17089846,15760744,279601598,5975315,90212758,144872751,-14992430,0
(주)케이피에프,024880,2015/12,62782818,13592654,10351958,279540742,4808896,88814109,164079996,10374654,0
(주)케이피에프,024880,2016/12,58794894,15337350,18016256,268991913,4428528,88711384,171643977,25410969,0
(주)케이피에프,024880,2017/12,60939444,12784037,-1044401,274970804,5379459,84946349,173834999,7026094,0
(주)케이피에프,024880,2018/12,61051202,15560297,13919122,269881295,5818556,71739896,181199055,7235334,0
(주)케이피에프,024880,2019/12,65083385,14936585,21469208,274798671,5002278,67142528,193727582,7380293,0
(주)케이피엠테크,042040,2011/12,21785333,5415272,-5083641,75930193,2313005,17608741,21713984,-3957865,0
(주)케이피엠테크,042040,2012/12,10533665,9588022,6072471,49027935,3624856,16353559,2802684,-19256560,0
(주)케이피엠테크,042040,2013/12,5929820,4925961,-3272737,20917393,2556062,14839369,2500267,-15650803,0
(주)케이피엠테크,042040,2014/12,7529482,10790116,10888230,39989666,1209217,13756852,7032928,3828717,0
(주)케이피엠테크,042040,2015/12,3258618,4600420,-5441633,49097899,1304170,13105711,9119429,2265906,0
(주)케이피엠테크,042040,2016/12,4105352,4370173,-5728077,22924013,1813665,12629656,46665793,-3271474,0
(주)케이피엠테크,042040,2017/12,1780404,2321095,-4002421,29986004,5866974,11421651,85249571,-3371261,1000000
(주)케이피엠테크,042040,2018/12,1982436,3500333,1401704,31397318,4405931,11189994,133051199,29956876,0
(주)케이피엠테크,042040,2019/12,2143261,860634,-7706322,17385217,3419570,11480636,113077895,-30406753,460286
(주)케이피케미칼,064420,2011/12,126948121,360459245,275865845,3138322568,19990,310495737,1193485508,249365105,0
(주)케이피티유,054410,2011/12,271679,972621,2664812,16000643,955261,8458468,32881986,626368,0
(주)케이피티유,054410,2012/12,165466,1216762,-157202,16988809,1129950,8546436,26374912,221210,0
(주)케이피티유,054410,2013/12,542628,2835943,1147288,22047381,1151119,9617549,21940227,391412,0
(주)케이피티유,054410,2014/12,1235547,3564076,762765,20172039,1177408,11025035,22246625,2545997,0
(주)케이피티유,054410,2015/12,1856751,2235723,120580,22419174,977183,10822653,25578257,4766976,0
(주)케이피티유,054410,2016/12,1850046,3124109,3912818,21301367,731653,11416463,28424428,3696520,0
(주)케이피티유,054410,2017/12,1915960,4091882,1967315,24860037,610742,10755417,31736851,4004273,0
(주)케이피티유,054410,2018/12,1679960,4179994,-71806,23757498,723459,11524384,32167232,697230,0
(주)케이피티유,054410,2019/12,1542759,2798674,2484600,24269610,724375,10968913,32888826,-764474,0
(주)케일럼,258610,2012/12,,,,,,,,,
(주)케일럼,258610,2013/12,,,,,,,,,
(주)케일럼,258610,2014/12,,,,,,,,,
(주)케일럼,258610,2015/12,310514,4314017,2753582,16737789,529795,19988686,4843821,850301,146360
(주)케일럼,258610,2016/12,321570,7813497,9799394,28569861,607703,22345463,10251215,3223585,116585
(주)케일럼,258610,2017/12,264915,4372942,-7179522,24015544,494523,23042113,22882109,711877,109344
(주)케일럼,258610,2018/12,206374,3468794,2652441,23521557,664105,22931224,24314889,2948171,148271
(주)케일럼,258610,2019/12,430467,1096920,79466,20471120,1083025,24683729,33100021,-1292626,102034
(주)켐트로닉스,089010,2011/12,15128580,15846134,18724254,225962461,3152521,50313858,48299031,7516750,3884665
(주)켐트로닉스,089010,2012/12,21087347,16350326,15075944,232682725,2751862,49046769,75912470,16390378,4408969
(주)켐트로닉스,089010,2013/12,24413814,15001909,21003847,292718336,1760249,80204140,99095934,25361656,4886641
(주)켐트로닉스,089010,2014/12,32074159,12804825,4401203,255967546,2220349,85940882,88511277,-6651086,5638169
(주)켐트로닉스,089010,2015/12,37489310,12881566,-381116,253978692,2280956,79663834,82686869,-8510237,3371250
(주)켐트로닉스,089010,2016/12,28290170,10725707,19046984,210147887,2860497,78677089,84614920,-2283144,1923290
(주)켐트로닉스,089010,2017/12,20966085,18255245,7522388,220133828,2841312,70839378,82276283,-16670328,2396279
(주)켐트로닉스,089010,2018/12,23761958,17392821,154034,236207391,3464691,64275435,86489625,2121077,5410804
(주)켐트로닉스,089010,2019/12,22939427,18860000,24091574,247394020,3927419,74982722,89550498,136261,6847124
(주)켐트로스,220260,2015/12,,,,,,,,,
(주)켐트로스,220260,2016/12,,,,,,,,,
(주)켐트로스,220260,2017/12,4534517,3469448,4175451,43454513,332361,24202299,30120216,1085174,0
(주)켐트로스,220260,2018/12,5824034,2861495,4595864,44434675,723327,27053884,35722079,5490554,0
(주)켐트로스,220260,2019/12,5825229,3513272,4515914,43771231,368813,42233605,44543188,282619,0
(주)코난테크놀로지,402030,2011/12,,,,,,,,,
(주)코난테크놀로지,402030,2012/12,,,,,,,,,
(주)코난테크놀로지,402030,2013/12,,,,,,,,,
(주)코난테크놀로지,402030,2014/12,,,,,,,,,
(주)코난테크놀로지,402030,2015/12,,,,,,,,,
(주)코난테크놀로지,402030,2016/12,,,,,,,,,
(주)코다코,046070,2011/12,13997856,5462127,-4170212,186944176,6718147,100421904,39031053,1916553,1634270
(주)코다코,046070,2012/12,16132989,5352184,10811610,203596639,7670827,114636154,48847322,3433204,1902263
(주)코다코,046070,2013/12,11641062,11831229,29885458,218178525,7157627,145127763,60995659,5232527,2274793
(주)코다코,046070,2014/12,16673000,11435913,11285689,234407456,7843241,164636669,70930292,5105775,3231446
(주)코다코,046070,2015/12,17608384,8735835,17974130,258851751,8324567,181391257,76802403,5780974,6468563
(주)코다코,046070,2016/12,17623118,10367273,32905988,279122144,7932375,190277589,104539643,10037632,5219319
(주)코다코,046070,2017/12,55612210,17091151,6069578,278087301,7696207,190043937,113605023,7683584,3976368
(주)코다코,046070,2018/12,32124571,5580314,8018308,251895555,9654494,187909456,94078648,-18525374,3071920
(주)코다코,046070,2019/12,31340948,10315088,26256610,220350350,10387813,156968282,51899225,-11580291,778256
(주)코데즈컴바인,047770,2011/12,82388894,42534677,-18950991,203046047,2762665,25537344,69668547,6743791,0
(주)코데즈컴바인,047770,2012/12,68251512,32998759,-4334120,189107083,3388973,24335959,55649986,-15150948,50000
(주)코데즈컴바인,047770,2013/12,48373694,27264271,884340,142737969,2895244,22566571,36867613,-18804655,0
(주)코데즈컴바인,047770,2014/12,16102460,20410956,-3921328,96755819,1644377,17816543,6651000,-30283942,0
(주)코데즈컴바인,047770,2015/12,2428710,435954,-19964610,17260722,896365,11995721,23840851,-12123145,0
(주)코데즈컴바인,047770,2016/12,1201981,598018,1920001,16337467,9587,11809673,25408043,1567983,0
(주)코데즈컴바인,047770,2017/12,2344788,755031,2605676,21234364,0,973621,27606821,2198778,0
(주)코데즈컴바인,047770,2018/12,3697507,751673,2761914,27947604,0,1383474,31957563,4402153,0
(주)코데즈컴바인,047770,2019/12,4147212,816577,5009692,33826223,70462,3282955,38891061,6912549,0
(주)코디,080530,2011/12,2232328,1500143,934523,24952010,690025,14910135,27922508,3447199,822501
(주)코디,080530,2012/12,1783300,728422,-1354900,15916206,1407691,19728459,25227558,-4240752,862638
(주)코디,080530,2013/12,1541280,905823,3266669,18476452,1398561,19150933,30429875,510497,438060
(주)코디,080530,2014/12,999873,444210,1206781,15624306,803459,19739855,34970862,-1280131,315834
(주)코디,080530,2015/12,400993,270983,-2189454,8189948,694160,15779306,30295846,-5564956,401512
(주)코디,080530,2016/12,1213041,2216744,-4892606,8005552,1146435,23380659,38218481,-10848923,250659
(주)코디,080530,2017/12,1104258,867066,-7014381,12025946,2814133,27383203,22533191,-18992038,434955
(주)코디,080530,2018/12,1422871,1925909,-5337895,14460587,1430982,38355397,31532176,-12270327,335711
(주)코디,080530,2019/12,1865817,1692615,4011793,27937167,4071437,15027588,29571187,-4977578,417369
(주)코렌텍,104540,2011/12,7478470,2854191,2403905,11881638,2517258,7259013,-5244726,-3942111,0
(주)코렌텍,104540,2012/12,10068295,2314203,-2207310,23034904,1282699,9394811,20291281,643886,0
(주)코렌텍,104540,2013/12,10870343,1898404,826036,26816847,718287,10440531,44890730,3586248,0
(주)코렌텍,104540,2014/12,12152483,1434454,592276,25057681,732099,13668166,48946052,-1245991,162941
(주)코렌텍,104540,2015/12,13903112,661136,2975622,28022669,712970,14716294,58167936,423373,156649
(주)코렌텍,104540,2016/12,17327508,1408681,3346639,33128629,335073,19854924,64608731,2146668,320748
(주)코렌텍,104540,2017/12,19319311,1177549,6306699,34489999,1026358,30926016,58092408,-6155289,1895987
(주)코렌텍,104540,2018/12,16311226,655287,5991208,33162333,1189443,15010826,22614340,-35033847,554012
(주)코렌텍,104540,2019/12,16345655,1865766,4055125,40160881,883205,13763784,28335833,2368592,1152433
(주)코리아나화장품,027050,2011/12,7458550,4132754,16262085,98241147,1722528,44635979,66376968,1551346,0
(주)코리아나화장품,027050,2012/12,8393253,2927841,1220169,91874297,8581,49385613,73412040,7389835,0
(주)코리아나화장품,027050,2013/12,10483517,4358362,1476398,90802891,5022,60048317,73168594,137988,0
(주)코리아나화장품,027050,2014/12,7772632,3781827,1596875,95875695,664554,60476706,66223867,-5939859,0
(주)코리아나화장품,027050,2015/12,12586101,6318857,2697015,132265577,598981,58917109,79507434,6407644,0
(주)코리아나화장품,027050,2016/12,13398204,4781197,5339069,117715807,362200,59678697,81643385,4036577,0
(주)코리아나화장품,027050,2017/12,11991557,5141678,7056520,104418987,344260,56725071,77695626,915682,0
(주)코리아나화장품,027050,2018/12,11977035,7031369,2604931,103382174,393230,56789986,77908783,1362245,0
(주)코리아나화장품,027050,2019/12,13797094,7183396,4387890,104498899,541093,54224758,77972743,628952,0
(주)코리아써키트,007810,2011/12,34743997,41588120,2293393,348086886,2345602,142994968,189560315,4587481,0
(주)코리아써키트,007810,2012/12,36382295,43996439,75600063,439777883,3472691,162362686,211805321,24416893,0
(주)코리아써키트,007810,2013/12,49670100,37033306,54548526,461211813,2733921,185242988,310896054,26323568,0
(주)코리아써키트,007810,2014/12,37577878,35937855,52153968,446627051,1936317,194354765,322704704,14668186,0
(주)코리아써키트,007810,2015/12,40574059,25174824,48000058,479113668,1228063,190190995,348521553,29204684,0
(주)코리아써키트,007810,2016/12,51249935,35134092,12556882,473115281,999408,175206846,355499900,9550979,0
(주)코리아써키트,007810,2017/12,66528449,37594360,26628957,520449531,1439733,182427734,361860818,9299954,0
(주)코리아써키트,007810,2018/12,59695533,29374934,11579904,470282408,1839816,158029885,326791203,-34969002,0
(주)코리아써키트,007810,2019/12,36181902,33364928,44869825,464928460,457957,139037748,344322490,17214315,0
(주)코맥스,036690,2011/12,12141934,6795745,12233728,92576852,1536601,23316244,30272677,6226226,1801441
(주)코맥스,036690,2012/12,12258398,7832773,11489283,88318606,1491339,23220156,36215051,6611514,1842827
(주)코맥스,036690,2013/12,13691450,11667278,10485973,100650673,830605,23696239,42510334,7769818,2760378
(주)코맥스,036690,2014/12,17776221,13171963,9513321,108511513,563002,24065627,44744289,3584225,2772545
(주)코맥스,036690,2015/12,19676629,18395621,6564032,114588992,324925,24152807,48695070,4803037,3415732
(주)코맥스,036690,2016/12,20004904,17980783,11433458,130828797,194404,24716342,56347416,8404401,3468623
(주)코맥스,036690,2017/12,21901952,16947368,5317878,140251626,124716,25186315,65003911,9196942,4382704
(주)코맥스,036690,2018/12,23886055,18223179,902937,143251522,121186,24978549,66023622,3016440,4247391
(주)코맥스,036690,2019/12,28392966,22280967,3062480,141560724,222809,24620622,69292612,3841818,4862911
(주)코메론,049430,2011/12,8009121,2716593,7736916,41509338,184230,19218939,68433756,4423991,270022
(주)코메론,049430,2012/12,6995007,3315195,5621608,40747857,132487,9100095,72776358,5664203,253759
(주)코메론,049430,2013/12,5682647,3116904,5490303,44168185,93289,12165787,76953649,4448732,280369
(주)코메론,049430,2014/12,6204144,2356036,3477784,49206110,89103,12773503,82113658,6851925,1015640
(주)코메론,049430,2015/12,7771465,1586425,9879213,51961667,97491,12218541,91184469,10129323,1026443
(주)코메론,049430,2016/12,7062906,2939707,13596165,57587894,115665,12084085,103190184,12207517,885964
(주)코메론,049430,2017/12,7345574,2004742,14883271,57281934,168450,12173558,114073393,12750799,561670
(주)코메론,049430,2018/12,8586669,2967184,8843197,56263805,116885,12165477,122535016,11512355,648042
(주)코메론,049430,2019/12,8184162,3056347,11882984,53170157,3987,12004008,131868118,11722140,701691
(주)코미코,183300,2013/12,174530,932013,-573088,13660913,516362,16701100,12348543,1292575,678832
(주)코미코,183300,2014/12,469562,822541,105809,32948384,2062188,21557854,13816871,1450215,2143973
(주)코미코,183300,2015/12,620026,1329854,9452642,38663724,2069502,21566852,30404330,7156663,2895976
(주)코미코,183300,2016/12,805433,1018587,6576071,44079694,1710573,21424952,38800135,10701588,3248404
(주)코미코,183300,2017/12,1362098,2083518,21878734,67620643,992511,27126102,69819281,18493608,2731863
(주)코미코,183300,2018/12,2825038,2063448,18708252,92016326,2083703,63424350,105912159,29175931,3561303
(주)코미코,183300,2019/12,2147840,1511765,16969770,86295619,3331301,74681468,128388913,22780618,5265840
(주)코미팜,041960,2011/12,5627979,595101,-2988838,18579560,481512,22882692,39031581,23257,788671
(주)코미팜,041960,2012/12,6416329,742766,-5727907,20984014,1128401,31055264,39542860,272385,118401
(주)코미팜,041960,2013/12,10682644,3497449,5262054,25848107,1179056,54905989,44469551,1007045,149007
(주)코미팜,041960,2014/12,9926979,4401773,-2496362,34454104,2159585,61036843,52770009,-2225024,266649
(주)코미팜,041960,2015/12,11188205,4717445,-2639703,36405104,1440451,65434894,75587396,-6490144,100572
(주)코미팜,041960,2016/12,11297651,3669627,1351368,37636362,1452843,65872151,79128775,364371,199934
(주)코미팜,041960,2017/12,11906162,2830320,1610977,35612736,1349116,63426022,88618496,532839,85405
(주)코미팜,041960,2018/12,13207169,2643219,5029,34994051,1110590,60850734,83126711,-12666526,1182198
(주)코미팜,041960,2019/12,12267495,3649504,6398539,36290780,1908854,57882783,68353514,-15574953,1076494
(주)코세스,089890,2011/12,14860321,16453433,5697160,73348583,250249,13865187,17712864,4134292,2552144
(주)코세스,089890,2012/12,10686022,7394529,1322427,76703224,299076,17625858,23726006,6335374,2313181
(주)코세스,089890,2013/12,7922067,8477125,-7925937,33924903,593844,16788587,13639318,-10576376,2539195
(주)코세스,089890,2014/12,11506309,14024498,4145734,36893090,687802,15289686,4985814,-8654084,1229358
(주)코세스,089890,2015/12,5508831,13071915,372122,43068850,617229,14398939,4302060,-886867,1719929
(주)코세스,089890,2016/12,5128593,6958908,-1673050,27874008,773867,13695036,4286110,-1236662,446552
(주)코세스,089890,2017/12,5992310,9217077,11201413,40922185,619095,13143825,14442273,10550713,513491
(주)코세스,089890,2018/12,9231005,5171404,-1007293,65510151,492806,31286495,21034449,9159323,662050
(주)코세스,089890,2019/12,4664215,4519186,7681131,65578193,762977,31506259,27093647,6243922,769365
(주)코센,009730,2011/12,12734322,16546098,-448533,71831910,850939,11780879,17000367,-8598818,0
(주)코센,009730,2012/12,10762064,13974117,-349802,57546398,1290107,9770354,12628271,-7057700,0
(주)코센,009730,2013/12,13168248,18356664,655026,54813931,1008133,10459288,18854454,569516,0
(주)코센,009730,2014/12,17461983,14152979,-5145710,60619827,1073995,11903597,24075674,1975174,0
(주)코센,009730,2015/12,15240574,6927261,385329,57840688,1277796,9160852,26155532,1920000,0
(주)코센,009730,2016/12,8387915,11833853,2886019,53942891,1503154,8908923,23537835,-9705040,0
(주)코센,009730,2017/12,10377862,9940081,-2491721,57272647,1333806,8120779,29253316,2142108,0
(주)코센,009730,2018/12,10946989,4463480,-3176245,54690486,1420622,8289217,22534573,-10173342,0
(주)코센,009730,2019/12,10934700,6590734,-4407677,54358101,8072095,7879685,8492259,-51002925,0
(주)코스나인,082660,2011/12,794457,2464003,-2338043,24317774,1429467,33092930,21803498,-6370371,686836
(주)코스나인,082660,2012/12,7675148,9047618,-13014824,57825065,1830070,38618532,28713544,-3633538,991651
(주)코스나인,082660,2013/12,7940103,19145775,-9219703,135510618,2467289,52236333,35491623,268534,1261393
(주)코스나인,082660,2014/12,6137133,9810641,9422369,116237160,2491736,62276883,39207249,-1497353,1259407
(주)코스나인,082660,2015/12,5739783,7621758,1979902,60230474,2609635,68138127,41069374,-4790349,647539
(주)코스나인,082660,2016/12,7266281,9050348,2805599,64929568,2742760,65046180,54430292,-3574213,399529
(주)코스나인,082660,2017/12,3965045,1512266,-1818191,29633121,2114158,46375204,55847753,-19267294,80142
(주)코스나인,082660,2018/12,0,438384,-4151501,7869161,2019860,35835,13988608,-44513331,0
(주)코스나인,082660,2019/12,2951835,5282830,-1133306,18356749,2769132,3609191,13531334,-28904051,238410
(주)코스메카코리아,241710,2011/12,,,,,,,,,
(주)코스메카코리아,241710,2012/12,,,,,,,,,
(주)코스메카코리아,241710,2013/12,,,,,,,,,
(주)코스메카코리아,241710,2014/12,4172730,9911798,6301378,68744602,567987,22445519,19453580,2819830,3162871
(주)코스메카코리아,241710,2015/12,8379596,19383061,3492608,94998927,421998,21892187,25528814,6314868,4161189
(주)코스메카코리아,241710,2016/12,12541129,20193021,5523973,152174095,337595,32091714,105246446,9028477,5420052
(주)코스메카코리아,241710,2017/12,11203803,20698294,10870058,158226664,1170,47108105,112396331,7728404,6521645
(주)코스메카코리아,241710,2018/12,12133766,15222317,15696793,206522830,968719,67250537,125719320,10582100,8053802
(주)코스메카코리아,241710,2019/12,15547832,17568502,6457135,194650606,2176934,76194829,131899474,7344367,8349681
(주)코스온,069110,2011/12,2858514,1258488,-3362591,12706404,136961,1393204,6998528,52861,10749
(주)코스온,069110,2012/12,2834473,143404,1879025,19572843,118160,254192,7562818,179674,0
(주)코스온,069110,2013/12,2488171,565397,-3732195,10590781,1031143,8623213,10166418,-2666643,3088
(주)코스온,069110,2014/12,5359736,3695211,-2501198,26482611,1290288,10677091,23566919,533873,170664
(주)코스온,069110,2015/12,10099218,8966911,-1015320,61919904,845624,15209948,50659612,4537212,1158795
(주)코스온,069110,2016/12,22374752,9315598,-10925693,77287333,844516,20727032,61448490,7410656,2020426
(주)코스온,069110,2017/12,28586427,8158033,1736020,85620455,1840413,29994507,71392269,546503,2408040
(주)코스온,069110,2018/12,25823846,11872223,-4267107,83677255,2934772,28766653,108749483,-2815844,2426745
(주)코스온,069110,2019/12,21029624,11336670,24149167,87425534,3508704,37443874,108235718,-2439576,2829191
(주)코썬바이오,204990,2011/12,,,,,,,,,
(주)코썬바이오,204990,2012/12,,,,,,,,,
(주)코썬바이오,204990,2013/12,,,,,,,,,
(주)코썬바이오,204990,2014/12,374372,1568706,10046583,22543156,16411,6427173,18248534,5952870,557052
(주)코썬바이오,204990,2015/12,1481489,2303676,2326614,25807412,0,6804462,26182130,7981186,526961
(주)코썬바이오,204990,2016/12,1286801,2470506,-75652,28617962,0,6895289,44768328,6752319,1128101
(주)코썬바이오,204990,2017/12,1508483,1272523,-16656435,21885626,1592,7050583,116097583,-5585459,407985
(주)코썬바이오,204990,2018/12,1244231,755380,-6285413,8109348,38243,6660183,64970764,-50874011,267710
(주)코썬바이오,204990,2019/12,640833,962810,-3083125,4971604,159986,5446782,4880662,-57378024,42433
(주)코아스,071950,2011/12,17042143,23362589,1296686,85674154,3083445,24858335,39220961,1205264,812255
(주)코아스,071950,2012/12,20083764,20891721,387996,76689973,2580404,24653316,42234575,342721,820205
(주)코아스,071950,2013/12,22020824,23657993,5989979,86235377,2037825,26291411,37820847,-8178719,994464
(주)코아스,071950,2014/12,24188236,24841138,9575164,96549996,1405171,26351873,40592909,585149,1096073
(주)코아스,071950,2015/12,18303831,22477221,11119781,95420564,1058570,28208087,30815855,-10683827,1315669
(주)코아스,071950,2016/12,16725448,19916587,-300172,95622309,1513693,31659919,24695976,-7600174,1579697
(주)코아스,071950,2017/12,20029929,21068109,-1479697,111953910,1488183,34548062,23395467,-929174,1403862
(주)코아스,071950,2018/12,18167085,20376033,2924315,105463463,1495360,33446020,22945143,-309134,1609979
(주)코아스,071950,2019/12,16311855,15236697,4198192,111573398,1332679,35174647,24818979,2191124,1336182
(주)코아시아,045970,2011/12,34569,103483,477119,2237657,0,8210,110931094,595954,0
(주)코아시아,045970,2012/12,8145,258209,660975,2446883,0,372,111520532,591209,0
(주)코아시아,045970,2013/12,0,326464,-566081,1045729,53014,52,111713952,250629,0
(주)코아시아,045970,2014/12,0,555567,270683,1197948,71609,23,117604751,6213076,0
(주)코아시아,045970,2015/12,0,0,735778,1768437,2241534,9276,122687711,-943559,0
(주)코아시아,045970,2016/12,0,0,1238959,9429026,3119711,247132,100210305,-6236771,0
(주)코아시아,045970,2017/12,0,0,223136,4759216,2386218,195138,113219880,3951871,0
(주)코아시아,045970,2018/12,0,0,-196857,5486096,1181720,120628,100781059,-18028412,0
(주)코아시아,045970,2019/12,6571300,11984513,-1615015,92228286,1222696,23734872,120089669,15531599,435446
(주)코아시아옵틱스,196450,2014/12,5742212,7265903,5729825,34372397,0,18517696,78879720,-408178,649294
(주)코아시아옵틱스,196450,2015/12,3580605,8014011,3764870,54078161,25347,19440882,72894296,-6923678,1032724
(주)코아시아옵틱스,196450,2016/12,1049330,1055820,-27367561,27291639,1860735,7338552,35380334,-49654596,827305
(주)코아시아옵틱스,196450,2017/12,756741,620253,-6995787,11299145,2132278,4443199,44824321,-16603396,9583
(주)코아시아옵틱스,196450,2018/12,884054,133176,-4868581,8332433,2308884,4398922,38963354,-9167811,0
(주)코아시아옵틱스,196450,2019/12,5409107,9688639,-5882155,68698817,1447802,10209477,73966035,-1304030,2413541
(주)코아에스앤아이,052350,2011/12,0,0,0,6078987,0,292562,7758998,-22759005,0
(주)코엔텍,029960,2011/12,38188,468313,10628190,26576187,54926,44462238,59967069,4467540,0
(주)코엔텍,029960,2012/12,32885,505158,14555170,31823757,1749,43769925,67866529,8087447,0
(주)코엔텍,029960,2013/12,40501,445329,9897287,31718394,0,45439565,75545140,7542665,0
(주)코엔텍,029960,2014/12,51811,502495,13455222,34502273,0,58161307,82508774,8657708,0
(주)코엔텍,029960,2015/12,65425,351876,10915818,33913775,10480,90021312,87902334,6640187,0
(주)코엔텍,029960,2016/12,50163,736390,21792277,48583970,359398,88711656,100613825,14035871,0
(주)코엔텍,029960,2017/12,38236,812066,27471764,53606953,430706,83171459,113844367,14376280,0
(주)코엔텍,029960,2018/12,46092,842739,48763693,64252487,401003,75990044,148743717,36241472,0
(주)코엔텍,029960,2019/12,38162,631235,34254811,71114061,374903,71092691,152805581,24126961,0
(주)코오롱,002020,2011/12,0,0,14176742,54420816,14833244,2634886,611167209,7353891,0
(주)코오롱,002020,2012/12,0,0,12033576,58723557,21649902,2670703,616247258,12201108,0
(주)코오롱,002020,2013/12,0,0,15355233,62686234,21160649,2708796,625432770,13509633,0
(주)코오롱,002020,2014/12,0,0,17121480,59152501,21542930,2567749,516023250,-99903847,0
(주)코오롱,002020,2015/12,0,0,8253655,54932379,19651069,2714204,512951656,2704168,0
(주)코오롱,002020,2016/12,0,0,-2182044,52652827,20120244,2615790,515420006,9545633,0
(주)코오롱,002020,2017/12,0,0,-1423525,60369419,23346957,7039893,512039514,3285399,0
(주)코오롱,002020,2018/12,0,0,-5460560,58173002,27105492,10309225,499112302,-25991176,0
(주)코오롱,002020,2019/12,0,0,2172441,60462265,29136828,9120816,500344351,9146519,0
(주)코윈테크,282880,2016/12,,,,,,,,,
(주)코윈테크,282880,2017/12,,,,,,,,,
(주)코윈테크,282880,2018/12,1871652,624180,-2969682,76831921,256188,12098605,21123748,10339406,103470
(주)코윈테크,282880,2019/12,202561,842416,8473753,91102339,159323,24308001,103243783,16968576,467879
(주)코이즈,121850,2011/12,667627,1667744,5877156,27188121,667560,17998763,16251536,5542457,418352
(주)코이즈,121850,2012/12,820274,805482,9170030,35081512,446822,19691491,33928889,6913958,661296
(주)코이즈,121850,2013/12,1834951,1433334,-399050,23850267,404054,26965130,32276736,-500141,927237
(주)코이즈,121850,2014/12,1817612,494417,-2829188,27672251,894947,29467701,32473244,271432,932658
(주)코이즈,121850,2015/12,1879722,1599291,4309056,22911803,709567,29276723,29668242,-2864505,1230225
(주)코이즈,121850,2016/12,4232155,2166873,7876503,28975469,431537,20843084,29675641,1343132,965314
(주)코이즈,121850,2017/12,3590135,761356,948771,21082535,456734,19409241,22149430,-9746701,803474
(주)코이즈,121850,2018/12,3070913,1585978,-1737394,17016870,702221,18743567,13129882,-9967650,1373870
(주)코이즈,121850,2019/12,3897547,1734059,907454,32361376,754957,15736938,15644821,-782492,990636
(주)코콤,015710,2011/12,11209716,10012976,-808320,80976405,294467,24685737,65241641,3365758,4957805
(주)코콤,015710,2012/12,11504501,10704416,8805332,83264613,171057,25012736,68074238,3434547,2509228
(주)코콤,015710,2013/12,12664249,16493512,6334192,95215396,434669,25350623,70584176,3201867,2696303
(주)코콤,015710,2014/12,12548611,6629710,5601158,103538393,545125,25089162,75433565,5713218,2558750
(주)코콤,015710,2015/12,15806733,8940478,6135568,110754965,216272,24961133,88893484,7399350,4092313
(주)코콤,015710,2016/12,17055663,10636686,4949247,113892164,64723,30198883,94071439,7221260,4606480
(주)코콤,015710,2017/12,13552960,12133802,14899258,143089164,65978,29870580,102305484,10724267,5580811
(주)코콤,015710,2018/12,14630113,15040107,14854549,163612643,67627,31061622,113110418,13875198,5337750
(주)코콤,015710,2019/12,11052806,12003865,15143439,133903684,69319,30724699,117906726,8218004,3679714
(주)코텍,052330,2011/12,23930915,11505934,20748245,160410463,176020,44703915,138282721,21318726,6001785
(주)코텍,052330,2012/12,33149899,8329970,17676744,162916100,38646,44121457,153787461,17313390,7104065
(주)코텍,052330,2013/12,49534953,7127586,11605506,169811475,36630,44044058,164453510,17360386,8582217
(주)코텍,052330,2014/12,49746629,6676012,-2981369,148845717,3470,42882848,165076068,6329609,7977766
(주)코텍,052330,2015/12,53356088,7042196,15215637,242012570,0,42841216,212771778,23182710,9401010
(주)코텍,052330,2016/12,55285312,16827442,20012772,297954883,0,44666638,242992839,37747462,12612541
(주)코텍,052330,2017/12,56130020,23077728,23586591,327482316,0,45297269,261384710,21709681,13048449
