회사명,거래소코드,회계년도,이익잉여금(결손금)(*)(IFRS)(천원),법인세비용차감전순이익(손실)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),합계_기말인원(명),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),종가(원)
LS일렉트릭(주),010120,2019/12,1170546774,146957290,2538144407,1175461605,2346848549,3253,15.25,11.63,1.45,1.11,54600
OCI(주),010060,2010/12,1815439566,817630807,5596215968,3308483659,3322059557,2594,15.47,6.37,4.61,1.9,330000
OCI(주),010060,2011/12,2382212621,1043322075,7205013146,3484874562,4275871267,2842,21.49,5.71,4.78,1.27,219500
OCI(주),010060,2012/12,2377844278,18838605,7283049629,3691416392,3218459512,2793,144.74,65.67,2.29,1.04,165500
OCI(주),010060,2013/12,2067810367,-183042508,7302290651,4028989296,2955507111,2711,0,0,1.74,1.03,191000
OCI(주),010060,2014/12,2083520409,49192558,7418713804,4163226381,3139651588,2704,231.31,81.87,1.71,0.6,78600
OCI(주),010060,2015/12,1873971193,-303122857,7298775478,4056569918,2301520602,2627,0,0,1.11,0.59,75000
OCI(주),010060,2016/12,2222815199,-195121146,6248555403,2983957869,2739362364,2420,8.44,4.14,0.93,0.46,78700
OCI(주),010060,2017/12,2376968198,279677728,6077824637,2662132158,3631633189,2345,19.35,10.9,1,0.56,136000
OCI(주),010060,2018/12,2395539420,130473878,5659590446,2167025481,3112143978,2160,63.06,26.98,1.35,0.58,107000
OCI(주),010060,2019/12,1647968917,-1012232928,4811211712,2125488240,2605142204,2145,0,0,1.03,0.55,62600
SK이노베이션(주),096770,2010/12,4864638080,1502420484,29405724453,17853957104,53722460830,5457,21.09,10.02,1.89,0.9,194000
SK이노베이션(주),096770,2011/12,6363594394,4308647548,35026880858,20195271278,68371154904,1642,14.22,6.44,2.16,0.98,142000
SK이노베이션(주),096770,2012/12,7042130540,1688722163,33831080372,17483055650,73330011478,1881,19.21,12.18,1.57,0.99,174000
SK이노베이션(주),096770,2013/12,6975645911,1117359387,35288869208,18373615454,66669522040,1892,72.55,50.21,1.48,1.03,141500
SK이노베이션(주),096770,2014/12,6809241347,-493069463,35101313814,19040256567,65865269122,1878,97.02,50.23,1.16,0.6,85100
SK이노베이션(주),096770,2015/12,6806449252,1654135407,31359835736,14313499515,48356320414,1419,0,0,1.16,0.66,130000
SK이노베이션(주),096770,2016/12,6018326398,2423378924,32581330983,14276285724,39520538747,1493,0,0,1.58,1.07,146500
SK이노베이션(주),096770,2017/12,6874224488,3234765244,34243603274,14934270375,46260932050,1614,12.77,8.52,1.77,1.18,204500
SK이노베이션(주),096770,2018/12,7800368291,2402352797,36085384070,16757401405,54510898386,1864,12.7,9.62,1.86,1.41,179500
SK이노베이션(주),096770,2019/12,7882034374,376458870,39526056607,21316432845,49876534172,2082,23.42,16.68,1.47,1.05,150000
SNT모티브(주),064960,2010/12,314560679,43899020,757814401,339900661,681405411,927,15.86,9.95,1.27,0.8,31500
SNT모티브(주),064960,2011/12,348438706,57175642,899406231,416185552,910484643,977,14.32,9.37,1.3,0.85,30800
SNT모티브(주),064960,2012/12,365418500,22616912,895055890,404996794,905113613,965,19.46,10.69,1.04,0.57,23450
SNT모티브(주),064960,2013/12,397109990,40778560,1206018423,545844242,960297250,959,13.61,9.15,0.96,0.64,27300
SNT모티브(주),064960,2014/12,428950424,73818296,1115027090,454875421,1099294316,920,14.5,8.1,1.28,0.71,42000
SNT모티브(주),064960,2015/12,494616999,132695909,1172763190,403883173,1210524500,910,16.62,7.36,2.19,0.97,85800
SNT모티브(주),064960,2016/12,515694536,60297027,1248155630,459377724,1153810828,853,39.24,17.35,2.1,0.93,48850
SNT모티브(주),064960,2017/12,547331470,72035340,1226311096,397537549,1137470938,816,17.46,13.13,1.31,0.99,46850
SNT모티브(주),064960,2018/12,584981524,76487238,1196519724,371711021,1058426414,780,14.6,6.33,1.23,0.53,27050
SNT모티브(주),064960,2019/12,630213364,102349323,1038905998,302937030,976273915,766,13.49,6.29,1.19,0.56,42750
SNT중공업(주),003570,2010/12,515405144,69782995,910488322,282646001,581312405,1164,16.11,7.74,1.44,0.69,22850
SNT중공업(주),003570,2011/12,552346007,80123027,1182293020,411764235,744220700,1115,14.38,7.75,1.28,0.69,16350
SNT중공업(주),003570,2012/12,575089311,55686054,1156625435,362099616,807783351,1097,20.09,10.59,0.99,0.52,11900
SNT중공업(주),003570,2013/12,571357753,11393578,935742233,263026289,584031728,1103,128.6,91.86,0.76,0.55,12750
SNT중공업(주),003570,2014/12,566674023,206443,914416684,260125541,558453346,994,535.88,322.78,0.67,0.41,8520
SNT중공업(주),003570,2015/12,595239444,40219095,921662680,244069810,504444993,876,15.63,8.38,0.78,0.42,13700
SNT중공업(주),003570,2016/12,565512834,-23247595,890522084,236978141,468007770,830,0,0,0.79,0.45,9300
SNT중공업(주),003570,2017/12,535329569,-39780187,838427549,233899733,436273550,814,0,0,0.56,0.39,7480
SNT중공업(주),003570,2018/12,557852284,25949898,845671572,238166577,396259118,798,17,11.59,0.47,0.32,7200
SNT중공업(주),003570,2019/12,570211621,23832508,841373802,224269463,375115531,772,14.41,10.12,0.46,0.32,6610
STX엔진(주),077970,2010/12,548064065,46161427,2867529620,2095047727,1914989055,1066,21.21,8.18,1.74,0.67,34700
STX엔진(주),077970,2011/12,598827566,108692582,3513992968,2490346585,2089291831,1035,17.97,5.97,1.5,0.5,13550
STX엔진(주),077970,2012/12,533697232,-78541739,3213865730,2293334008,1213228474,1320,0,0,0.84,0.3,9280
STX엔진(주),077970,2013/12,-408832378,-530021853,1232540949,1298580783,705046931,972,0,0,0,0,4600
STX엔진(주),077970,2014/12,-465198326,-57265348,994049394,1036487349,710985612,912,0,0,0,0,3510
STX엔진(주),077970,2015/12,-472743968,,,,,878,25.1,3.13,7.9,0.99,6800
STX엔진(주),077970,2016/12,-454855188,-18732504,830228814,722965437,529846126,866,0,0,2.62,1,6630
STX엔진(주),077970,2017/12,-456394261,-8112875,817766542,717744512,470149443,848,0,0,5.81,1.76,9150
STX엔진(주),077970,2018/12,-427863033,24174163,864147954,642931659,577328443,858,17.81,5.87,2.03,0.67,6750
STX엔진(주),077970,2019/12,-416831741,14209502,828375562,590909895,610607873,902,15.6,10.17,1.11,0.72,6780
STX조선해양(주),067250,2010/12,1187215245,-73387086,11671209087,10156456199,8911278010,2722,30.28,9.74,1.37,0.44,25000
STX조선해양(주),067250,2011/12,1156249000,327415000,13909885000,11733228000,11096174000,2996,0,0,1.72,0.52,11200
STX조선해양(주),067250,2012/12,507114000,-1038219000,13511917000,12197092000,6221198000,3091,0,0,1.43,0.5,7300
STX조선해양(주),067250,2013/12,-4794924000,-3760139000,7709160000,10376045000,3348747000,2819,0,0,0,0,6700
STX중공업(주),071970,2010/12,207678861,11049798,1065851946,709510650,963760035,604,44.95,23.61,1.14,0.6,12250
STX중공업(주),071970,2011/12,210992666,11838022,1137453340,772301264,1134046763,641,48.71,17.12,0.96,0.34,5660
STX중공업(주),071970,2012/12,210063599,2939191,1049278969,685245687,907549686,667,75.1,33.97,0.53,0.24,5230
STX중공업(주),071970,2013/12,-431858076,-461663745,1679370786,1559427218,1099448292,1401,0,0,3.85,0.75,3220
STX중공업(주),071970,2014/12,-564063691,-128148255,1486441146,1488676541,1012751283,1211,0,0,0,0,1410
STX중공업(주),071970,2015/12,-320310370,10939342,1419848489,1313108367,1057213056,1126,0,0,8.47,0.73,5660
STX중공업(주),071970,2016/12,-1038551893,-697516250,849906703,1461297438,416489347,773,0,0,0,0,1170
STX중공업(주),071970,2017/12,-300507091,735486074,744314393,598760616,252436194,585,1.9,0.04,10,0.21,4605
STX중공업(주),071970,2018/12,-417699504,-143836075,567197923,413326429,214807699,461,0,0,1.45,0.18,5670
STX중공업(주),071970,2019/12,-441349299,-35895797,447548959,317544515,253982739,482,0,0,1.79,0.49,3055
가온미디어(주),078890,2010/12,31406648,6524382,116394432,57006122,222990499,216,10.31,6.3,1.49,0.91,6120
가온미디어(주),078890,2011/12,21268822,-9652847,111123276,61444061,127281713,180,0,0,1.44,0.65,3280
가온미디어(주),078890,2012/12,26711522,3878204,151904186,96820406,191938249,185,9.12,5.61,0.94,0.58,4910
가온미디어(주),078890,2013/12,31669778,7823459,132534576,64788716,289290419,217,13.82,8.2,1.14,0.67,5850
가온미디어(주),078890,2014/12,45071069,13253993,188725721,106343960,343405943,249,8.35,4.48,1.42,0.76,9190
가온미디어(주),078890,2015/12,53350537,12326812,221714093,121697363,375795398,285,21.82,12.31,2.05,1.16,10800
가온미디어(주),078890,2016/12,68220221,22807241,239295207,123604611,436903297,332,10.88,7.89,1.52,1.11,10600
가온미디어(주),078890,2017/12,75577887,9366750,266959847,143835916,528373716,343,20.31,14.58,1.42,1.02,12150
가온미디어(주),078890,2018/12,76682876,6592032,325750423,188166798,609809065,380,76.25,26.43,1.49,0.52,7990
가온미디어(주),078890,2019/12,92499258,23524373,307629967,151716658,601042248,396,12.4,6.54,1.38,0.73,8250
가온전선(주),000500,2010/12,235573075,12574999,485514090,206154761,785155496,415,14.97,11.21,0.48,0.36,24900
가온전선(주),000500,2011/12,218000495,-13032839,509900791,249876050,1032656535,436,0,0,0.41,0.22,15400
가온전선(주),000500,2012/12,222867854,6419449,517141282,252462432,1005948717,446,14.35,9.2,0.38,0.24,22100
가온전선(주),000500,2013/12,231040319,12730722,539789322,269877495,897424992,444,9.85,6.85,0.4,0.28,19100
가온전선(주),000500,2014/12,227510543,62503,511258653,247677182,888691318,447,270.57,150.27,0.54,0.3,24450
가온전선(주),000500,2015/12,219428404,3169382,520474259,257894369,780951401,442,78.55,49.22,0.47,0.29,20800
가온전선(주),000500,2016/12,219274066,3808514,519225689,254652648,749444963,422,44.12,31.39,0.4,0.28,22200
가온전선(주),000500,2017/12,216680517,1583492,538955918,278840954,836979323,440,134.44,105.77,0.45,0.35,22950
가온전선(주),000500,2018/12,214707413,1293001,526494275,266088415,840654318,444,394.73,180.46,0.57,0.26,17000
가온전선(주),000500,2019/12,217397841,6058217,512573535,255845320,830264392,430,18.25,11.15,0.43,0.26,23300
감성코퍼레이션(주),036620,2010/12,9336263,,,,,9,0,0,0.58,0.36,1635
감성코퍼레이션(주),036620,2011/12,-3984731,,,,,8,0,0,0.75,0.29,868
감성코퍼레이션(주),036620,2012/12,-1621348,,,,,12,0,0,1.04,0.33,1170
감성코퍼레이션(주),036620,2013/12,-6838573,,,,,11,0,0,1.49,0.55,1250
감성코퍼레이션(주),036620,2014/12,-10918585,,,,,12,0,0,0.94,0.51,1430
감성코퍼레이션(주),036620,2015/12,-13908269,,,,,13,0,0,3,1.09,2155
감성코퍼레이션(주),036620,2016/12,8127471,,,,,9,9.34,2.63,7.15,2.02,2265
감성코퍼레이션(주),036620,2017/12,5644814,,,,,8,0,0,7.37,2.17,1320
감성코퍼레이션(주),036620,2018/12,-1192985,-4597941,16450114,6017606,8920928,7,0,0,8.87,1.65,620
감성코퍼레이션(주),036620,2019/12,-5409261,-4011119,39221444,22886441,7392646,13,0,0,3.37,1.47,840
강남제비스코(주),000860,2010/12,142156280,28359348,361754462,78964931,265830140,540,8.1,5.45,0.6,0.41,16250
강남제비스코(주),000860,2011/12,154849055,30284013,382288039,78590176,306769066,543,6.48,4.58,0.5,0.35,14600
강남제비스코(주),000860,2012/12,173050473,37086161,416128544,88384235,331265952,551,6.52,4.21,0.6,0.39,19650
강남제비스코(주),000860,2013/12,194360224,50955909,460559150,94413142,345011553,563,8.58,5.41,0.76,0.48,28050
강남제비스코(주),000860,2014/12,216356526,48090730,490785440,91045721,336965180,563,12.54,6.51,1.19,0.62,48300
강남제비스코(주),000860,2015/12,237912273,49428467,522260145,87215945,293873095,602,15.83,8.84,1.35,0.76,39950
강남제비스코(주),000860,2016/12,255404674,45607843,560934377,96695309,290286261,628,12.73,9.59,0.88,0.66,36150
강남제비스코(주),000860,2017/12,269323652,27061171,584684282,99759713,300025162,641,17.17,13.27,0.85,0.65,37450
강남제비스코(주),000860,2018/12,268698384,40370714,657866050,108323509,307020826,664,73.59,44.8,0.72,0.44,25000
강남제비스코(주),000860,2019/12,265877376,22363886,672270313,111090443,332539413,689,357.64,219.33,0.6,0.37,20350
갤럭시아머니트리(주),094480,2010/12,1911987,-17931719,176469330,128908236,213662405,149,0,0,1.86,1.12,2475
갤럭시아머니트리(주),094480,2011/12,-35126608,-39186283,193470119,174122034,193528992,156,0,0,2.88,1.04,1685
갤럭시아머니트리(주),094480,2012/12,-34667657,-8697731,170244342,137043733,121099497,100,173.47,71.94,1.99,0.83,2255
갤럭시아머니트리(주),094480,2013/12,-34879033,-9813938,169018358,148760454,125745777,107,0,0,2.66,0.94,1300
갤럭시아머니트리(주),094480,2014/12,-33572257,26157343,105194915,60057464,98315242,110,87.46,29.78,2.71,0.92,2710
갤럭시아머니트리(주),094480,2015/12,-31440594,2331071,124025960,77016835,39584971,125,145.57,42.26,6.77,1.97,4835
갤럭시아머니트리(주),094480,2016/12,3879032,3684427,143345214,90045327,53853719,129,49.57,32.7,3.71,2.45,4810
갤럭시아머니트리(주),094480,2017/12,7731789,3072893,183457161,119054051,69129594,139,53.8,27.43,3.95,2.02,5720
갤럭시아머니트리(주),094480,2018/12,11204048,4517256,229962293,146361460,81383391,122,57.79,18.82,3.45,1.12,2765
갤럭시아머니트리(주),094480,2019/12,18733824,5044292,240358046,148992777,85556494,118,20.28,11.12,2.04,1.12,3365
경남기업(주),000800,2010/12,187006414,-45510701,2244582362,1900457568,1600293165,1170,8.65,5.1,0.29,0.17,10150
경남기업(주),000800,2011/12,203984514,147469644,2451307324,2037997108,1413243593,1065,12.59,5.34,0.38,0.16,6910
경남기업(주),000800,2012/12,179768081,81191939,2567634829,2143021149,1303425269,984,0,0,0.31,0.14,5340
경남기업(주),000800,2013/12,-140457182,-380949234,2401039876,2291884664,1006353504,976,0,0,0.65,0.28,3515
경남기업(주),000800,2014/12,-496296171,-345187964,2154503660,2346439822,1153213964,916,0,0,0,0,4810
경남스틸(주),039240,2010/12,42111676,,,,,70,3.34,1.93,0.75,0.43,4475
경남스틸(주),039240,2011/12,50417407,,,,,80,4.5,2.27,0.81,0.41,6490
경남스틸(주),039240,2012/12,55473980,,,,,88,8.32,4.64,0.91,0.51,6520
경남스틸(주),039240,2013/12,60295410,,,,,72,6.05,5.11,0.58,0.49,6550
경남스틸(주),039240,2014/12,66325704,,,,,70,5.55,4.35,0.59,0.46,7520
경남스틸(주),039240,2015/12,72931767,,,,,74,5.97,4.18,0.64,0.45,9080
경남스틸(주),039240,2016/12,72282406,,,,,76,88.47,50.16,0.98,0.56,11300
경남스틸(주),039240,2017/12,75856900,,,,,81,15.04,10.36,0.81,0.56,9960
경남스틸(주),039240,2018/12,79308430,,,,,88,11.07,1.58,0.72,0.1,1995
경남스틸(주),039240,2019/12,81977969,,,,,88,12.67,7.92,0.7,0.44,1785
경남에너지(주),008020,2010/12,202479382,24535043,463256186,230804723,603038342,223,5.37,4,0.44,0.33,3120
경남에너지(주),008020,2011/12,225404083,35815389,518579657,263271232,696266460,231,4.17,3.23,0.44,0.34,3320
경남에너지(주),008020,2012/12,244882408,31017397,588534051,311751065,783366659,244,5.62,3.86,0.52,0.36,4040
경남에너지(주),008020,2013/12,257925328,21198761,614410383,322542167,830773144,263,13.3,6.89,0.84,0.44,5990
경남에너지(주),008020,2014/12,276231410,,,,,247,11.74,8.53,1.04,0.76,6000
경남에너지(주),008020,2015/12,295660929,30044741,588592933,265318712,724775690,230,19.73,10.53,1.48,0.79,9800
경남제약(주),053950,2010/12,-2834813,-3660551,89196252,67223586,52438911,274,0,0,2.74,1.29,1120
경남제약(주),053950,2011/12,-6908624,,,,,265,0,0,2.43,1.11,825
경남제약(주),053950,2012/12,-7116017,,,,,243,11308.04,5263.52,2.43,1.13,682
경남제약(주),053950,2013/12,-23657263,,,,,229,0,0,3.63,1.15,367
경남제약(주),053950,2014/12,353059,,,,,229,55.85,22.62,2.8,1.13,2050
경남제약(주),053950,2015/12,2237515,,,,,209,68.63,10.82,8.67,1.37,7080
경남제약(주),053950,2016/12,2158960,,,,,208,953.11,418.5,7.4,3.25,5550
경남제약(주),053950,2017/12,-1291614,,,,,216,0,0,9.96,3.37,10550
경남제약(주),053950,2018/12,2018772,6315551,53157002,24244950,41432746,257,54.45,31.03,7.32,4.17,17200
경남제약(주),053950,2019/12,-3052707,-6207807,74460268,13266452,44806055,254,0,0,4.53,1.98,9950
경동제약(주),011040,2010/12,137792546,25424520,171029240,32198242,124909284,435,6.35,5.46,0.93,0.8,8580
경동제약(주),011040,2011/12,150477675,27567728,185721629,35104049,127314231,453,7.71,5.15,1.09,0.73,9990
경동제약(주),011040,2012/12,152666610,24055668,189234624,35476435,124672636,465,25.68,14.79,1.4,0.8,13000
경동제약(주),011040,2013/12,166174400,31024622,200386087,31354799,133074494,475,13.46,8.18,1.57,0.95,13550
경동제약(주),011040,2014/12,183109598,33749461,227679294,37248824,153259968,508,15.05,6.7,2.07,0.92,24500
경동제약(주),011040,2015/12,190246640,20852429,233410410,28970831,151893327,525,30.58,16.94,2.16,1.2,19600
경동제약(주),011040,2016/12,200119561,24981232,238488083,29916613,158599151,551,16.62,12.92,1.42,1.11,18450
경동제약(주),011040,2017/12,212273781,30234639,251427545,32079385,177772468,555,15.8,11.16,1.54,1.09,22300
경동제약(주),011040,2018/12,206052720,20233343,257792241,40011986,179316262,570,111.74,40.54,1.95,0.71,11400
경동제약(주),011040,2019/12,217601682,34944499,287589289,52722184,176500195,588,15.25,9.89,1.42,0.92,7920
경인전자(주),009140,2010/12,32903764,4936295,62694086,6910285,40319619,12,19.18,8.4,0.76,0.33,19400
경인전자(주),009140,2011/12,33393503,1421864,63394446,7914063,32915330,15,25.39,13.98,0.58,0.32,12800
경인전자(주),009140,2012/12,33309784,1816970,63740263,6757812,44190721,14,43.28,32.15,0.47,0.35,13400
경인전자(주),009140,2013/12,33672236,2488115,66000530,8007321,46578830,13,31.66,23.39,0.54,0.4,16450
경인전자(주),009140,2014/12,33467663,-394395,61733225,4258589,34027801,10,126.94,85.52,0.7,0.47,19200
경인전자(주),009140,2015/12,34179034,2063698,64239944,4616826,28337543,10,40.33,20.42,0.94,0.48,19650
경인전자(주),009140,2016/12,33617153,4351940,64297759,4554129,26574422,9,0,0,0.86,0.54,22550
경인전자(주),009140,2017/12,32712006,-2960271,59851412,3793790,22018252,11,0,0,0.79,0.58,19700
경인전자(주),009140,2018/12,32519957,-655113,57418578,2774434,18467479,15,433.24,176.44,1.44,0.59,21750
경인전자(주),009140,2019/12,32430591,267887,56871284,2407491,13310900,14,144.56,58.92,1.36,0.55,20600
경창산업(주),024910,2010/12,26541313,12688882,322626831,255962192,285952005,740,12.18,3.34,1.83,0.5,6020
경창산업(주),024910,2011/12,27859230,6962177,380989102,309197892,399835323,886,51.42,23.49,2.04,0.93,4025
경창산업(주),024910,2012/12,35386778,14002129,393499127,306582042,423087010,904,10.42,6.22,1.32,0.78,4665
경창산업(주),024910,2013/12,56869040,31039221,433768423,331282396,526639874,1036,8.23,3.02,2.26,0.83,9400
경창산업(주),024910,2014/12,73498182,28072638,475258491,351969782,552775088,1131,11.96,6.4,2.52,1.35,8860
경창산업(주),024910,2015/12,72870963,18756668,579875469,440942075,598967028,1162,30.22,17.97,1.63,0.97,5950
경창산업(주),024910,2016/12,84846907,13550696,614039328,467342431,645787378,1157,9.14,6.01,1.1,0.72,5470
경창산업(주),024910,2017/12,64578343,-25125457,667099775,476571927,550283024,1213,0,0,0.68,0.38,3400
경창산업(주),024910,2018/12,10622828,-31548358,638157624,474714131,596493776,1191,0,0,0.72,0.22,1380
경창산업(주),024910,2019/12,-35358664,-79993895,564865660,472454909,531349032,1149,0,0,1.33,0.58,1280
계룡건설산업(주),013580,2010/12,396735910,21276704,1465834561,960839315,1605430664,732,43.92,22.82,0.44,0.23,18000
계룡건설산업(주),013580,2011/12,399047484,18663753,1561234850,1047622977,1742432951,735,36.14,19.53,0.45,0.24,12650
계룡건설산업(주),013580,2012/12,398331592,10268995,1619835867,1103617408,1544875888,956,58.81,23.98,0.34,0.14,8090
계룡건설산업(주),013580,2013/12,307667860,-102511515,1481928439,1046545660,1584999771,921,0,0,0.27,0.19,8250
계룡건설산업(주),013580,2014/12,183850873,-140587934,1238256092,936567986,1633254734,921,0,0,0.66,0.31,9490
계룡건설산업(주),013580,2015/12,194316718,21226293,1224683471,906763334,1522160321,989,12.77,7.22,0.54,0.3,9950
계룡건설산업(주),013580,2016/12,209820109,36239954,1513435499,1184026757,1958513609,1088,7.99,4.31,0.54,0.29,14100
계룡건설산업(주),013580,2017/12,251372858,79639523,1582918161,1200588476,2240832538,1164,4.01,2.61,0.59,0.38,17300
계룡건설산업(주),013580,2018/12,286059729,126214698,1726211682,1286386579,2292657938,1226,4.65,2.38,0.9,0.46,21750
계룡건설산업(주),013580,2019/12,360246685,101636205,2006740305,1504073074,2275710115,1396,3.1,1.99,0.64,0.41,20250
계양전기(주),012200,2010/12,77283606,6825041,160809207,26435567,193567859,456,24.05,13.32,0.96,0.53,2625
계양전기(주),012200,2011/12,82497024,8851534,170610595,32012464,234655339,478,17.19,8.37,1.09,0.53,2955
계양전기(주),012200,2012/12,88636001,6913707,174553310,30217928,247421110,502,13.98,9.08,0.82,0.53,2425
계양전기(주),012200,2013/12,95183102,7477242,180806076,31631973,260877192,533,15.72,10.04,0.82,0.52,2860
계양전기(주),012200,2014/12,97592215,7413334,204236124,51315249,286533015,596,35.17,17.07,1.21,0.59,4110
계양전기(주),012200,2015/12,101456097,10745513,211584625,51135839,293584375,621,19.23,13.06,1.18,0.8,5000
계양전기(주),012200,2016/12,117534528,20637126,243982899,64849788,339878931,693,15.58,8.11,1.57,0.81,5040
계양전기(주),012200,2017/12,121514221,9677236,253948487,74461342,339922486,707,27.28,20.48,1.16,0.87,4510
계양전기(주),012200,2018/12,124621753,8083158,273358875,90690392,365071318,755,26.73,13.13,1.14,0.56,3350
계양전기(주),012200,2019/12,119561308,-4236417,281736766,103813136,375025412,749,0,0,0.81,0.53,2865
고려산업(주),002140,2010/12,25754619,6690935,119380626,67547046,156536954,99,3.84,2.21,0.49,0.28,3375
고려산업(주),002140,2011/12,29378159,5738196,124894379,68829182,176877638,86,5.85,3.32,0.46,0.26,3415
고려산업(주),002140,2012/12,33240942,10598149,148320365,86236239,191116449,91,6.27,3.54,0.52,0.29,5490
고려산업(주),002140,2013/12,36462504,5952549,148377505,81841051,202395094,93,46.58,7.03,2.91,0.44,1150
고려산업(주),002140,2014/12,43702270,11116912,156033056,79915241,185090600,96,10.4,3.36,1.29,0.42,1940
고려산업(주),002140,2015/12,46640070,7202893,159959339,80617321,185420059,98,16.27,9.3,1.13,0.64,2055
고려산업(주),002140,2016/12,50402070,9280104,167843756,82823473,172279708,106,39.4,8.18,2.63,0.55,6670
고려산업(주),002140,2017/12,54709524,7889102,183124063,94365948,174524412,111,43.23,12.61,2.78,0.81,2690
고려산업(주),002140,2018/12,57381266,4826169,213622767,121233176,158429984,131,35.22,13.57,1.3,0.5,2170
고려산업(주),002140,2019/12,60673927,6494476,206489850,110666851,192457071,130,32.92,12.44,1.57,0.59,3360
고려신용정보(주),049720,2010/12,2189540,,,,,1568,13.95,9.75,1.39,0.97,750
고려신용정보(주),049720,2011/12,3450465,,,,,1750,8.02,3.78,1.81,0.85,1065
고려신용정보(주),049720,2012/12,3430111,2079421,20051534,7682456,83357918,1833,20.83,13.05,2.11,1.32,995
고려신용정보(주),049720,2013/12,3678699,535696,20619089,8377761,82423369,1828,22.71,19.1,1.55,1.3,928
고려신용정보(주),049720,2014/12,4015197,1877142,23046577,10541347,81646668,311,14.52,8.33,2.29,1.31,1370
고려신용정보(주),049720,2015/12,6151580,5515611,25217577,9938735,82837483,308,20.97,5.8,6.98,1.93,3315
고려신용정보(주),049720,2016/12,7761835,4926250,27431309,10619902,84869062,344,12.78,8.97,4.25,2.98,2710
고려신용정보(주),049720,2017/12,8294581,,,,,494,14.53,9.66,4.45,2.96,3035
고려신용정보(주),049720,2018/12,10139657,,,,,565,13.25,8.63,4.62,3.01,3790
고려신용정보(주),049720,2019/12,13819337,7612885,48729768,26180978,116456558,670,11.64,7.57,4.86,3.16,4940
고려아연(주),010130,2010/12,2554212081,726459209,3974021561,1163121436,3838012478,950,12.13,5.76,2.4,1.14,276500
고려아연(주),010130,2011/12,3191415960,974508546,4606179546,1095767708,5556409360,1025,13.8,6.45,2.91,1.36,304000
고려아연(주),010130,2012/12,3694938010,751347498,4940542141,954496481,5497530087,1113,15.98,9.46,2.55,1.51,405000
고려아연(주),010130,2013/12,4071433177,595654129,5120964733,789005713,4817733929,1186,16.7,10.15,1.92,1.16,318000
고려아연(주),010130,2014/12,4437702901,683031808,5642418565,859304761,4938531768,1287,18.32,12.4,1.91,1.29,403500
고려아연(주),010130,2015/12,4810147060,684519205,5907933007,688564178,4771442958,1396,21.95,14.63,2.24,1.49,469000
고려아연(주),010130,2016/12,5191209257,801691476,6482637892,819933197,5847513112,1383,19.84,14.25,2.06,1.48,475000
고려아연(주),010130,2017/12,5574440118,925732651,7038142273,932491517,6596671357,1376,19.49,13.78,1.86,1.32,493000
고려아연(주),010130,2018/12,5861787168,768730507,7225894144,851366369,6883323140,1391,22.12,14.95,1.77,1.2,432500
고려아연(주),010130,2019/12,6225793487,872402194,7840561222,1002169326,6694810890,1417,16.39,13.33,1.53,1.24,425000
고려제강(주),002240,2010/12,850620872,136666381,1659006453,503470483,1033055053,871,14.68,10.94,0.67,0.5,37000
고려제강(주),002240,2011/12,876863757,136120222,1823262406,551481159,1120070235,958,21.24,13.29,0.78,0.49,42300
고려제강(주),002240,2012/12,959838364,71760237,1813977723,554938257,1118626320,1002,8.03,4.87,0.74,0.45,30800
고려제강(주),002240,2013/12,977067065,48332982,1823962847,553097568,1080621027,1088,27.22,16.68,0.65,0.4,37350
고려제강(주),002240,2014/12,986268912,308438400,2524438036,1035957467,1341239003,1054,63.33,37.48,0.87,0.52,42250
고려제강(주),002240,2015/12,986096883,29097614,2425786817,969758232,1473202477,1018,67.94,34.5,1.25,0.63,38100
고려제강(주),002240,2016/12,1010015379,37680211,2453092338,970759010,1417444526,945,26.66,18.72,0.81,0.57,40150
고려제강(주),002240,2017/12,1024409611,43143462,2400558034,942258811,1550456863,954,41.69,30.67,0.75,0.55,32800
고려제강(주),002240,2018/12,1036223036,7887009,2387466225,930387769,1577235683,881,37.52,20.47,0.68,0.37,23250
고려제강(주),002240,2019/12,1046723582,18328610,2353652421,871783823,1639715935,857,28.11,19.1,0.53,0.36,20550
고려제약(주),014570,2010/12,35338047,,,,,271,11.67,5.48,0.94,0.44,2400
고려제약(주),014570,2011/12,38063806,,,,,252,10.98,5.61,0.91,0.47,2610
고려제약(주),014570,2012/12,38668040,,,,,247,25.75,14.56,0.83,0.47,2845
고려제약(주),014570,2013/12,38687279,,,,,243,69.97,38.01,1.07,0.58,3160
고려제약(주),014570,2014/12,40089260,,,,,240,29.3,15.75,1.33,0.72,4060
고려제약(주),014570,2015/12,41025233,,,,,253,56.56,24.74,2.09,0.91,4950
고려제약(주),014570,2016/12,45086819,,,,,253,22.54,10.27,2.2,1,6560
고려제약(주),014570,2017/12,48455675,,,,,252,21.87,13.08,1.86,1.11,7050
고려제약(주),014570,2018/12,54306998,,,,,257,24.64,10.06,2.61,1.06,7220
고려제약(주),014570,2019/12,56635909,,,,,258,25.27,13.2,1.56,0.81,7190
광동제약(주),009290,2010/12,147895056,39707134,303360052,76053718,289691274,728,6.94,5.03,0.82,0.6,3440
