회사명,거래소코드,회계년도,이익잉여금(결손금)(*)(IFRS)(천원),법인세비용차감전순이익(손실)(IFRS)(천원),자산(*)(IFRS)(천원),부채(*)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),합계_기말인원(명),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),종가(원)
(주)티에스이,131290,2012/12,98006978,2707711,126534580,7995914,62746280,323,59.23,23.69,1.49,0.6,6850
(주)티에스이,131290,2013/12,97113958,-117654,124415734,10796938,74874934,358,0,0,1.16,0.69,8780
(주)티에스이,131290,2014/12,102160851,6774012,133671410,14666277,105755004,377,28.8,14.67,1.28,0.65,11050
(주)티에스이,131290,2015/12,103012460,1123653,136276373,10172007,81413248,386,258.97,121.33,1.85,0.87,12700
(주)티에스이,131290,2016/12,90510144,-12436477,125325632,10183249,61654193,390,0,0,1.3,0.71,8000
(주)티에스이,131290,2017/12,103060701,13791160,140045717,11675625,101235629,441,17.63,7,1.8,0.71,16700
(주)티에스이,131290,2018/12,118777007,15742066,159999142,17599022,107150369,520,15.95,4.9,1.5,0.46,6530
(주)티에스이,131290,2019/12,129950507,17553636,181122769,26015202,114955821,488,12.22,5.03,1.09,0.45,13800
(주)티에스트릴리온,317240,2019/12,,,,,,1,,,,,2085
(주)티에이치엔,019180,2010/12,22143770,3635337,99977491,60781816,107599686,260,11.62,4.7,0.9,0.36,1665
(주)티에이치엔,019180,2011/12,27666000,7240126,127913501,82028647,138565321,284,5.76,3.01,0.83,0.43,1375
(주)티에이치엔,019180,2012/12,31706093,5869757,167478022,117022452,166347384,334,8.67,4.37,0.92,0.46,1875
(주)티에이치엔,019180,2013/12,22208576,-8745536,192932748,146921951,190518114,357,0,0,0.91,0.51,1390
(주)티에이치엔,019180,2014/12,27094981,8230355,207008454,159643380,179696159,355,4.41,3.3,0.65,0.49,1400
(주)티에이치엔,019180,2015/12,38122901,24679477,208322635,145865508,240960633,356,4.33,2.04,0.75,0.36,1835
(주)티에이치엔,019180,2016/12,47062005,14168949,218640219,139326440,258025320,384,6.22,2.49,0.91,0.36,2230
(주)티에이치엔,019180,2017/12,51658052,7402663,227082407,143240650,263401715,435,7,4.4,0.56,0.35,1710
(주)티에이치엔,019180,2018/12,55221739,8851673,236393624,152602000,331053733,438,12.01,5.56,0.76,0.35,2385
(주)티에이치엔,019180,2019/12,59092988,12978630,266949684,170935070,356789121,502,12.29,5.62,0.95,0.44,3660
(주)티에프이,425420,2013/12,,,,,,,,,,,
(주)티에프이,425420,2014/12,,,,,,,,,,,
(주)티에프이,425420,2015/12,,,,,,,,,,,
(주)티에프이,425420,2016/12,,,,,,,,,,,
(주)티에프이,425420,2017/12,,,,,,,,,,,
(주)티에프이,425420,2018/12,,,,,,,,,,,
(주)티에프이,425420,2019/12,,,,,,,,,,,
(주)티엘비,356860,2011/12,,,,,,,,,,,
(주)티엘비,356860,2012/12,,,,,,,,,,,
(주)티엘비,356860,2013/12,,,,,,,,,,,
(주)티엘비,356860,2014/12,,,,,,,,,,,
(주)티엘비,356860,2015/12,,,,,,,,,,,
(주)티엘비,356860,2016/12,,,,,,,,,,,
(주)티엘비,356860,2017/12,,,,,,,,,,,
(주)티엘비,356860,2018/12,,,,,,,,,,,
(주)티엘비,356860,2019/12,,,,,,,,,,,
(주)티엘아이,062860,2010/12,52064610,14056288,116154983,17673012,81295670,100,15.99,7.92,2.43,1.21,15700
(주)티엘아이,062860,2011/12,48153882,-5928905,113916698,17637335,52328977,108,0,0,1.59,0.41,6150
(주)티엘아이,062860,2012/12,44567235,-3655943,113817436,21025146,64400824,108,0,0,0.8,0.48,6900
(주)티엘아이,062860,2013/12,46583542,2416512,117171150,9811973,67278651,134,57.04,31.64,1.2,0.66,7980
(주)티엘아이,062860,2014/12,51073929,6625564,124621882,15129362,85727352,113,23.75,14.34,1.06,0.64,6830
(주)티엘아이,062860,2015/12,53780611,4789846,124320716,12819591,88281306,132,25.76,17.17,0.91,0.61,7360
(주)티엘아이,062860,2016/12,53641316,1344318,121347113,10901668,72365334,146,115.42,67.85,0.89,0.52,7130
(주)티엘아이,062860,2017/12,38972705,-11979302,96637224,9734207,63190870,149,0,0,0.9,0.51,5500
(주)티엘아이,062860,2018/12,17618972,-20982665,71467028,9094012,45356294,107,0,0,1.07,0.59,4340
(주)티엘아이,062860,2019/12,19655321,1317997,72187620,4681393,38672133,84,24.62,16.9,0.79,0.54,4995
(주)티움바이오,321550,2018/12,-22545864,-13751615,29323570,574766,1128900,,,,,,
(주)티움바이오,321550,2019/12,-29657074,-7091426,93456675,958276,1113000,34,0,0,5.28,2.44,17650
(주)티웨이항공,091810,2010/12,,,,,,,,,,,
(주)티웨이항공,091810,2011/12,,,,,,,,,,,
(주)티웨이항공,091810,2012/12,-73066774,-15778358,25064601,58958619,137235556,,0,0,0,0,
(주)티웨이항공,091810,2013/12,-59297070,14031148,26990298,37114656,166833245,,0,0,0,0,
(주)티웨이항공,091810,2014/12,-53462316,7054183,48124646,52414250,218453739,,0,0,0,0,
(주)티웨이항공,091810,2015/12,-50769549,2746247,77407157,79003994,266882122,,0,0,0,0,
(주)티웨이항공,091810,2016/12,-50319922,2454556,95810568,96957778,382756008,,0,0,0,0,
(주)티웨이항공,091810,2017/12,-12682416,44643772,225771172,189256931,584032230,,0,0,0,0,
(주)티웨이항공,091810,2018/12,22370458,46871008,430095915,205241621,731917177,2024,11.72,6.12,1.88,0.98,7480
(주)티웨이항공,091810,2019/12,-16204790,-58652345,805387293,618587999,810637178,2287,0,0,2.32,1.17,5650
(주)티웨이홀딩스,004870,2010/12,-73054143,-21645460,30030128,19913375,6780152,27,0,0,0.61,0.13,389
(주)티웨이홀딩스,004870,2011/12,-78690638,-5636495,21658797,15038602,8879012,62,0,0,8.05,0.35,3100
(주)티웨이홀딩스,004870,2012/12,-82701123,-3015339,24295231,5973171,7273315,59,0,0,1.6,0.73,2060
(주)티웨이홀딩스,004870,2013/12,-83047011,-575943,35838037,7900204,6709514,58,0,0,1.6,0.67,2650
(주)티웨이홀딩스,004870,2014/12,-82528499,535375,54341387,19799480,17752275,680,347.58,76.59,5.39,1.19,10950
(주)티웨이홀딩스,004870,2015/12,-82205648,335944,55632087,20766267,21988238,59,831.64,317.15,8.51,3.24,7710
(주)티웨이홀딩스,004870,2016/12,-80268870,2149605,66469630,25903972,29114533,1160,100.92,40.21,5.29,2.11,6850
(주)티웨이홀딩스,004870,2017/12,-81982398,-1671462,62961592,16343383,28755176,1426,0,0,14.72,3.29,3495
(주)티웨이홀딩스,004870,2018/12,-87470583,-6161515,54176943,5645455,5700337,2078,0,0,10.99,2.97,2380
(주)티웨이홀딩스,004870,2019/12,-91667733,-3781309,51152649,4609486,7080631,2334,0,0,4.98,2.08,1735
(주)티이씨앤코,008900,2010/12,-24775000,-5470322,121329986,27017260,24678092,53,0,0,1.49,0.75,213
(주)티이씨앤코,008900,2011/12,-23824433,1049217,130229191,20152793,30415608,66,100.62,30.74,0.97,0.3,91
(주)티이씨앤코,008900,2012/12,-132493615,-71861621,92011702,53933216,68633787,55,0,0,9.05,0.52,628
(주)티이씨앤코,008900,2013/12,-36562796,-29159321,48356895,43338691,79180915,39,0,0,12.43,6.05,470
(주)티이씨앤코,008900,2014/12,15260735,28282515,62534052,29274172,72968048,41,4.41,0.23,3.94,0.2,1650
(주)티이씨앤코,008900,2015/12,19690523,4357655,69369155,22345244,53824701,43,10.12,4.21,0.96,0.4,2225
(주)티케이케미칼,104480,2010/12,10226153,39421281,457268415,395631273,882043328,,0,0,0,0,
(주)티케이케미칼,104480,2011/12,25499689,20740735,497716779,298421638,1000564178,850,34.31,10.2,2.88,0.86,2035
(주)티케이케미칼,104480,2012/12,15054821,-34914875,474029742,284822695,852763702,836,0,0,1.67,0.74,1810
(주)티케이케미칼,104480,2013/12,28587179,15115925,532727302,334269811,848025474,816,15.67,10.17,0.92,0.6,1785
(주)티케이케미칼,104480,2014/12,36997393,14376224,571072898,358602697,808487120,813,21.38,13.94,1.12,0.73,1855
(주)티케이케미칼,104480,2015/12,49885072,27006212,550696126,313940312,658977656,796,27.03,13.07,1.4,0.68,2210
(주)티케이케미칼,104480,2016/12,57792296,17047118,642762218,395571644,612392890,704,30.07,20.2,0.94,0.63,1920
(주)티케이케미칼,104480,2017/12,78901091,21528842,631962164,379079229,714390502,668,11.94,7.51,0.96,0.6,1955
(주)티케이케미칼,104480,2018/12,69669111,38005687,683205858,423603642,789034201,633,10.83,5,1.18,0.54,2770
(주)티케이케미칼,104480,2019/12,78497743,10572429,676691902,405010162,612702078,657,35.77,18.82,1.25,0.66,2215
(주)티플랙스,081150,2010/12,24095141,5574664,87428905,45448171,104439262,28,12.32,6.37,1.29,0.66,5690
(주)티플랙스,081150,2011/12,28195235,5746320,109832374,63001546,138191727,39,14.31,5.37,1.42,0.53,4715
(주)티플랙스,081150,2012/12,29843146,2756929,133819628,81822707,118863955,38,40.64,13.7,1.87,0.63,1970
(주)티플랙스,081150,2013/12,30093261,617604,141135261,88446315,108475891,37,62.81,41.73,0.71,0.47,1505
(주)티플랙스,081150,2014/12,37091978,882228,113614473,60813042,100664742,38,49.99,32.51,0.67,0.44,1460
(주)티플랙스,081150,2015/12,38301174,2167372,122621010,55325308,92088256,40,21.88,14.53,0.51,0.34,1795
(주)티플랙스,081150,2016/12,39690620,2306202,129188171,53454172,100401651,45,46.04,19.09,0.85,0.35,2275
(주)티플랙스,081150,2017/12,42120020,3267429,134805426,52651310,117694298,48,21.66,13.11,0.76,0.46,1760
(주)티플랙스,081150,2018/12,43741100,2569930,133205475,49430279,121665673,53,52.42,19.82,1.33,0.5,2890
(주)티플랙스,081150,2019/12,45475238,3287441,151967840,53925058,131217033,52,44.78,21.54,1.02,0.49,2350
(주)티피씨,130740,2010/12,19548231,4023603,37068608,12904449,41286736,132,0,0,0,0,
(주)티피씨,130740,2011/12,22591797,3362154,47284949,11429483,43591439,131,29.47,7.34,2.51,0.63,9160
(주)티피씨,130740,2012/12,26122807,4414262,52318599,12843351,44568189,140,33.8,6.16,3.24,0.59,2535
(주)티피씨,130740,2013/12,27506498,2603128,54783661,14304046,44500080,162,24.84,14.91,0.95,0.57,2560
(주)티피씨,130740,2014/12,30677547,4147907,57979622,15081139,49314279,156,10.39,7.24,0.78,0.55,2680
(주)티피씨,130740,2015/12,34468534,4837418,60444248,13965205,50815110,162,11.31,5.93,0.99,0.52,3625
(주)티피씨,130740,2016/12,38748133,5649671,79723312,26908066,50731367,166,11.71,5.92,1.05,0.53,4390
(주)티피씨,130740,2017/12,40038381,2428254,93205303,37971035,45175625,158,27.45,13.83,0.89,0.45,2700
(주)티피씨,130740,2018/12,40550615,981308,96367469,38910398,46243067,148,88.21,35.96,0.78,0.32,2770
(주)티피씨,130740,2019/12,41168938,347668,90882566,31222240,41688505,148,58.46,36,0.61,0.38,2480
(주)티피씨메카트로닉스,048770,2010/06,10866911,3764970,41886045,22644958,48429492,248,7.56,1.76,1.44,0.33,4900
(주)티피씨메카트로닉스,048770,2011/06,18683971,8223664,56594696,30940328,73093769,297,12.11,4.55,3.24,1.22,8040
(주)티피씨메카트로닉스,048770,2012/06,20138552,2980159,59724875,32596266,63842912,292,50.16,12.46,4.87,1.21,2650
(주)티피씨메카트로닉스,048770,2013/06,22176004,2971174,72017555,42846748,64891281,410,22.92,9.95,1.85,0.8,3500
(주)티피씨메카트로닉스,048770,2014/12,24630995,2094721,78727895,46985447,64539548,361,108.62,52.7,5.51,2.67,8780
(주)티피씨메카트로닉스,048770,2015/12,25390679,892998,82728427,50060158,74243663,379,182.2,82.52,4.19,1.9,5380
(주)티피씨메카트로닉스,048770,2016/12,6749349,-5491636,74343304,60316365,74444535,379,0,0,10.33,4.18,7200
(주)티피씨메카트로닉스,048770,2017/12,10879759,4043664,83722491,58497588,86574975,374,38.21,19.09,5.34,2.67,6180
(주)티피씨메카트로닉스,048770,2018/12,13038394,3722368,99286191,71902652,80418607,348,29.72,12.84,3.71,1.6,3765
(주)티피씨메카트로닉스,048770,2019/12,9909259,-2372501,96600793,69704589,79264294,328,0,0,3.35,1.8,4055
(주)파나진,046210,2010/12,-35772341,-4042957,34550356,17939942,33712289,100,0,0,12.81,4.3,7270
(주)파나진,046210,2011/12,-37235612,-1426808,41698055,25490110,40731377,103,0,0,13.97,6.15,4115
(주)파나진,046210,2012/12,-44669004,-7438135,25505336,16582084,28641189,77,0,0,21.91,7.74,2650
(주)파나진,046210,2013/12,-49433868,-4271059,25083890,16171555,4216038,61,0,0,17.86,7.44,2820
(주)파나진,046210,2014/12,-51628692,-2469991,24406477,15512523,5011385,46,0,0,27.94,10.49,4590
(주)파나진,046210,2015/12,-52258436,-1171242,25641079,16734687,5920043,47,0,0,26.82,16.25,4490
(주)파나진,046210,2016/12,-53816067,-1557631,33019498,11921807,6961089,59,0,0,14.09,7.14,6820
(주)파나진,046210,2017/12,-60364685,-6548618,31792758,8056494,7394731,54,0,0,15.43,7.81,8480
(주)파나진,046210,2018/12,-68381079,-4118661,24077549,7774098,7703747,55,0,0,24.55,7.85,4545
(주)파나진,046210,2019/12,-64876136,3504944,21786741,1581968,7950193,49,55.34,18.92,9.7,3.32,2345
(주)파라다이스,034230,2010/12,472579794,47961515,686350076,140603700,306624564,1016,12.22,7.32,0.86,0.52,3995
(주)파라다이스,034230,2011/12,474406391,57286919,708718332,158991248,358251746,1096,41.29,15.31,1.85,0.68,8400
(주)파라다이스,034230,2012/12,518556454,77443457,779679486,180372971,401798843,1235,33.78,12.23,3.47,1.25,17200
(주)파라다이스,034230,2013/12,588318344,113282100,869491277,200448576,491178874,1342,30.36,17.13,4.15,2.34,26450
(주)파라다이스,034230,2014/12,631432719,86914091,1201617537,269177051,490022427,1335,47.15,25.68,4.32,2.35,23600
(주)파라다이스,034230,2015/12,647892524,82213445,1147897715,207957638,444511022,1586,48.07,25.17,3.43,1.79,17650
(주)파라다이스,034230,2016/12,662171613,63323264,1183113565,227707888,520751140,1503,34.81,22.37,1.9,1.22,12150
(주)파라다이스,034230,2017/12,642175243,13866510,1210156987,275988397,391971788,1437,348.68,149.44,2.86,1.23,22300
(주)파라다이스,034230,2018/12,635535272,8231562,1500766069,412498654,403766411,1432,296.6,186.85,2.29,1.44,18850
(주)파라다이스,034230,2019/12,644719621,29185319,1756388883,659020620,424588401,1487,89.53,56.56,1.81,1.14,19750
(주)파라텍,033540,2010/12,50560383,3663467,91036918,33192302,90767400,155,11.53,6.99,0.61,0.37,2025
(주)파라텍,033540,2011/12,54970840,6280944,86225981,24444977,112402216,164,7.43,4.36,0.62,0.36,2890
(주)파라텍,033540,2012/12,53655204,267074,80199711,19734360,89929255,173,278.58,179.96,0.72,0.47,2690
(주)파라텍,033540,2013/12,57578583,5641217,89514928,25126365,106588578,180,9.09,6.75,0.58,0.43,2965
(주)파라텍,033540,2014/12,62041226,6476039,93204858,25807071,130527979,178,14.96,6.22,1.14,0.48,4415
(주)파라텍,033540,2015/12,64711899,4612599,99542154,27374213,147846422,183,24.27,13.51,1.22,0.68,5800
(주)파라텍,033540,2016/12,67087377,6049944,143316005,70045240,226669028,200,28.34,16.5,1.48,0.86,7710
(주)파라텍,033540,2017/12,76250649,16030055,144329557,59148058,259209218,208,8.2,4.04,1.19,0.59,4440
(주)파라텍,033540,2018/12,74854167,396973,147162639,63286866,190819847,222,345.27,190.55,1.61,0.89,5500
(주)파라텍,033540,2019/12,44946890,-37184873,123217921,69924160,126217108,223,0,0,2.09,1.4,4565
(주)파루,043200,2010/12,-12930863,-14910601,58717605,27244770,21920368,128,0,0,5.29,2.65,2090
(주)파루,043200,2011/12,-17133649,-17340023,43144505,29039234,20276203,115,0,0,9.12,3.15,875
(주)파루,043200,2012/12,-15303810,-6302262,40984452,25017416,38477097,84,0,0,9.57,0.68,2165
(주)파루,043200,2013/12,-2408218,-2544023,56169560,41081467,36973596,113,0,0,3.1,0.92,3945
(주)파루,043200,2014/12,587242,696533,71036348,39258132,57640974,124,203.54,62.75,4.58,1.41,4130
(주)파루,043200,2015/12,7040604,6660400,93560219,52320938,126605756,139,19.52,8.17,3.23,1.35,5190
(주)파루,043200,2016/12,12483364,5395517,99227827,24219371,102105486,168,27.65,14.88,2.02,1.08,4025
(주)파루,043200,2017/12,-8840623,-21366178,66491057,6208742,24726561,175,0,0,3.4,1.43,3915
(주)파루,043200,2018/12,-36280890,-27263258,45920951,13360613,34394062,136,0,0,4.27,2.05,2750
(주)파루,043200,2019/12,-36153166,130944,66743044,22081005,52213153,145,859.9,490.61,2.59,1.48,2130
(주)파마리서치,214450,2012/12,,,,,,,,,,,
(주)파마리서치,214450,2013/12,13127570,6767854,24515740,9587963,17770737,,0,0,0,0,
(주)파마리서치,214450,2014/12,21965297,11091231,44385117,19617202,24764715,,0,0,0,0,
(주)파마리서치,214450,2015/12,34843124,16185453,169306027,12559296,37454867,77,84.76,38.78,7.12,3.26,73000
(주)파마리서치,214450,2016/12,46858939,17395582,177792120,6150808,45566681,96,57.37,26.64,4.78,2.22,40400
(주)파마리서치,214450,2017/12,56994032,15833600,185717846,6865300,53554110,108,44.79,23.2,3.33,1.73,58900
(주)파마리서치,214450,2018/12,69034026,18786076,224885419,27416590,63065183,145,46.78,20.7,3.54,1.57,33650
(주)파마리서치,214450,2019/12,83166762,21402730,239509938,30166987,81113704,184,28.83,17.07,2.45,1.45,36400
(주)파멥신,208340,2012/12,,,,,,,,,,,
(주)파멥신,208340,2013/12,,,,,,,,,,,
(주)파멥신,208340,2014/12,-15783229,-3236944,7363381,1638880,2346170,,0,0,0,0,
(주)파멥신,208340,2015/12,-19110848,-3247847,6813277,1723452,1514351,,0,0,0,0,
(주)파멥신,208340,2018/12,-36955692,-6975809,69786539,4350106,1975,23,0,0,7.09,4.71,80000
(주)파멥신,208340,2019/12,-46649603,-9690153,161818324,93563709,0,39,0,0,9.49,2.78,38650
(주)파버나인,177830,2010/12,,,,,,,,,,,
(주)파버나인,177830,2011/12,,,,,,,,,,,
(주)파버나인,177830,2012/12,19184246,3212621,58648422,37630892,46392288,,0,0,0,0,
(주)파버나인,177830,2013/12,25881240,7965623,59728773,32014249,119801923,,0,0,0,0,
(주)파버나인,177830,2014/12,30420398,5437611,76363605,22045378,85023877,350,11.6,6.18,1.03,0.55,7880
(주)파버나인,177830,2015/12,25643333,-4518339,85101843,35685879,51726109,302,0,0,1.46,0.55,6400
(주)파버나인,177830,2016/12,30066258,4297598,101885585,48041833,77543415,354,13,6.41,1.11,0.55,10150
(주)파버나인,177830,2017/12,31552229,1210314,110825450,56644863,104275909,358,77.49,31.46,2.17,0.88,5530
(주)파버나인,177830,2018/12,33053525,2031314,115467667,60122610,101453855,318,88.83,35.75,1.93,0.78,4360
(주)파버나인,177830,2019/12,21373104,-13091891,116314880,71027667,86811706,287,0,0,1.58,0.78,5430
(주)파브코,101990,2010/12,14058208,-7233132,171392219,139157519,196587852,578,0,0,1.01,0.45,2220
(주)파브코,101990,2011/12,12089362,-6973714,148855094,119337100,203430788,564,0,0,2.94,0.86,1270
(주)파브코,101990,2012/12,12924518,1390442,141942653,108219106,195987221,549,37.38,19.82,1.31,0.69,1225
(주)파브코,101990,2013/12,16828859,4349975,132952223,97271348,168630788,517,13.06,5.23,1.54,0.62,1495
(주)파세코,037070,2010/12,38544151,2785546,91916291,45434745,103567134,267,23.98,16.32,1.16,0.79,2970
(주)파세코,037070,2011/12,38828208,1831608,89901438,44215220,99549336,281,26.57,14.13,0.94,0.5,2170
(주)파세코,037070,2012/12,41701441,4159975,94000121,44246194,104932698,288,9.34,6.26,0.83,0.56,2260
(주)파세코,037070,2013/12,47987416,8175208,97479292,37978172,127114199,280,11.33,3.71,1.55,0.51,4760
(주)파세코,037070,2014/12,52008063,7822097,98496282,36028856,138113542,304,26.19,9.64,2.71,1,6120
(주)파세코,037070,2015/12,55916794,7011580,90879176,24157192,121416454,259,23.21,12.45,2.18,1.17,5790
(주)파세코,037070,2016/12,56521339,3204357,94551148,27365830,101953271,251,44.54,21.25,2.03,0.97,5730
(주)파세코,037070,2017/12,57157091,3981938,91231655,23075928,121285465,275,28.29,17.54,1.62,1,5950
(주)파세코,037070,2018/12,58971062,5238677,101543240,31573197,149411990,280,21.19,10.54,1.51,0.75,4620
(주)파세코,037070,2019/12,64772101,10416783,111403564,35586756,180409668,382,21.54,6.88,2.62,0.84,8900
(주)파수,150900,2010/12,,,,,,,,,,,
(주)파수,150900,2011/12,1402589,1033798,17714764,8131962,16078834,,0,0,0,0,
(주)파수,150900,2012/12,5051197,3859929,21899470,8397249,20257736,,0,0,0,0,
(주)파수,150900,2013/12,6539271,1505549,31597913,7379401,21297551,229,24.78,15.46,2.63,1.64,5410
(주)파수,150900,2014/12,8357132,2227854,33708008,7880304,23118772,237,44.6,15.41,6.19,2.14,11550
(주)파수,150900,2015/12,8893420,318612,42043929,14936951,24614819,267,96.66,54.46,6.48,3.65,7950
(주)파수,150900,2016/12,-4761475,-10504274,38063385,24643940,21164807,297,0,0,47.45,28.05,6150
(주)파수,150900,2017/12,-2019262,2212094,43641236,27260983,29207523,250,21.97,12.24,9.54,5.32,5360
(주)파수,150900,2018/12,-2669501,674546,46069259,22866245,25818216,203,82.85,25.3,6.31,1.93,3245
(주)파수,150900,2019/12,-7883494,-4550318,47797776,29615961,27164793,202,0,0,6.4,3.34,3680
(주)파워넷,037030,2010/12,,,,,,,,,,,
(주)파워넷,037030,2011/12,,,,,,,,,,,
(주)파워넷,037030,2012/12,,,,,,,,,,,
(주)파워넷,037030,2013/12,,,,,,,,,,,
(주)파워넷,037030,2014/12,,,,,,,,,,,
(주)파워넷,037030,2015/12,-651929,5638702,46496506,28009941,119510605,,0,0,0,0,
(주)파워넷,037030,2016/12,5320949,7019061,48075419,23615976,137731491,,0,0,0,0,
(주)파워넷,037030,2017/12,12254732,6134854,52422224,21028998,122604473,,0,0,0,0,
(주)파워넷,037030,2018/12,16508693,4482983,82183612,34872744,116872861,112,29.27,7.4,3.04,0.77,3410
(주)파워넷,037030,2019/12,21848082,5423768,104443244,51792987,128553806,105,16.54,6.44,1.65,0.64,4210
(주)파워로직스,047310,2010/12,-13145092,-24365519,287420243,185270903,326034013,235,0,0,2.18,1.09,8750
(주)파워로직스,047310,2011/12,-35766376,-22621283,277905855,173220794,396866201,200,0,0,3.07,0.67,4770
(주)파워로직스,047310,2012/12,-23250758,12515618,234652965,117445806,353321736,343,12.63,7.54,1.38,0.82,4025
(주)파워로직스,047310,2013/12,-21367086,1883672,281092494,161177769,484664485,409,111.33,59.73,1.77,0.95,4500
(주)파워로직스,047310,2014/12,-14041238,7325848,305132613,177249521,496962180,454,19.18,10.45,1.12,0.61,3630
(주)파워로직스,047310,2015/12,-13654317,386921,282144877,142556809,503242870,388,417.58,230.9,1.17,0.65,4415
(주)파워로직스,047310,2016/12,-12885191,-513879,292130442,150122904,454209210,340,226.33,126.01,1.24,0.69,3920
(주)파워로직스,047310,2017/12,-16338398,-3013305,304265987,159249338,685227802,323,0,0,1.48,0.91,6030
(주)파워로직스,047310,2018/12,5561119,23401169,335638606,168521565,711098734,291,12.11,6.26,1.65,0.85,6330
(주)파워로직스,047310,2019/12,41982290,34569980,353041644,150020202,1092201856,307,13.89,5.25,2.53,0.96,10200
(주)파이오링크,170790,2010/12,4979188,1962915,16202026,8696215,15163779,,0,0,0,0,
(주)파이오링크,170790,2011/12,8070359,3194087,18269469,7657252,18004412,,0,0,0,0,
(주)파이오링크,170790,2012/12,12831431,4074818,23077064,7694688,20156686,,0,0,0,0,
(주)파이오링크,170790,2013/12,17832709,5351359,42424619,9938498,23122190,134,16.78,7.46,2.77,1.23,9100
(주)파이오링크,170790,2014/12,14859090,2879448,38901198,9193792,22288843,139,29.57,12.32,3.38,1.41,14200
(주)파이오링크,170790,2015/12,11117073,-2842571,51559415,10666053,21258393,190,0,0,3.31,1.19,7620
(주)파이오링크,170790,2016/12,8316792,-2021902,46426066,10074123,28675652,177,0,0,2.22,1.3,7570
(주)파이오링크,170790,2017/12,5538772,-1637699,42847676,10516197,18643859,167,0,0,1.89,1.21,5980
(주)파이오링크,170790,2018/12,6412034,1040344,46312626,12859955,27358728,271,178.74,73.03,2.04,0.83,4385
(주)파이오링크,170790,2019/12,11630486,3774208,53356218,14685094,35120293,283,10.48,5.27,1.6,0.8,8190
(주)파인디앤씨,049120,2010/12,44166548,2726934,111617647,55174808,177211548,754,28.13,13.88,0.88,0.43,2475
(주)파인디앤씨,049120,2011/12,40933717,-2552549,101982115,47905284,116903740,447,0,0,0.78,0.36,2900
(주)파인디앤씨,049120,2012/12,34096624,-3821027,89376820,42294342,57968864,190,0,0,1.1,0.69,2650
(주)파인디앤씨,049120,2013/12,15526384,-18646931,69105443,35869922,42518029,225,0,0,1.27,0.35,877
(주)파인디앤씨,049120,2014/12,16810582,1363605,66542352,30379808,49952921,285,34.66,12.82,1.24,0.46,1735
(주)파인디앤씨,049120,2015/12,18432919,3156029,55704888,17685328,55477255,224,17.53,7.98,1.21,0.55,1820
(주)파인디앤씨,049120,2016/12,21061848,3883109,83399745,39405603,57180845,158,59.31,6.81,5.26,0.6,9270
(주)파인디앤씨,049120,2017/12,8875859,-11647718,86496197,44084146,60306603,229,0,0,5.54,1.39,3365
(주)파인디앤씨,049120,2018/12,8023205,628865,82235423,39837322,58500272,179,240.73,88.72,2.46,0.91,2105
(주)파인디앤씨,049120,2019/12,2594523,-2253706,89516677,47018910,72339944,186,0,0,1.76,0.94,2110
(주)파인디지털,038950,2010/12,15950436,11922234,78912916,13622399,100198591,98,4.5,2.51,0.81,0.45,3740
(주)파인디지털,038950,2011/12,16878135,1822054,75577330,8756941,64351871,125,24.29,9.28,0.7,0.27,2755
(주)파인디지털,038950,2012/12,26679947,11565701,90730272,13548593,88067714,132,7.8,2.62,1.07,0.36,7880
(주)파인디지털,038950,2013/12,31797619,6258695,97130979,11987582,84672537,152,19.02,8.27,1.4,0.61,6000
(주)파인디지털,038950,2014/12,39018226,10323615,106402909,13545222,83869744,156,11.43,6.14,1.03,0.56,7170
(주)파인디지털,038950,2015/12,37866517,-992081,100959708,10909258,68974651,168,0,0,1.02,0.59,5590
(주)파인디지털,038950,2016/12,35213482,-3520940,95746835,10316618,62721692,172,0,0,0.96,0.55,6740
(주)파인디지털,038950,2017/12,29989053,-3713513,89737886,9853330,57353157,152,0,0,0.99,0.64,5270
(주)파인디지털,038950,2018/12,29721158,582590,87952925,11016235,66328453,143,218.46,99.32,0.8,0.37,3750
(주)파인디지털,038950,2019/12,31128408,2557554,93203967,13587534,78834895,146,26.24,18.48,0.62,0.44,3980
(주)파인테크닉스,106240,2010/12,7494972,5883990,86034577,44244425,60473453,267,4.54,3.07,1.07,0.73,4495
(주)파인테크닉스,106240,2011/12,5948172,-2542890,85775498,44608487,71834677,399,0,0,2.66,0.92,10550
(주)파인테크닉스,106240,2012/12,5719557,-138097,99181617,54229959,94801998,369,780.87,203.84,5.94,1.55,4395
(주)파인테크닉스,106240,2013/12,-14665333,-19956283,128328499,85353103,80685787,214,0,0,2.45,0.76,1880
(주)파인테크닉스,106240,2014/12,1249646,14069030,140461293,62409011,152474183,243,6.11,3.29,1.32,0.71,2480
(주)파인테크닉스,106240,2015/12,6086846,3827773,159042238,74657442,143807926,272,38.49,14.56,2.33,0.88,3200
(주)파인테크닉스,106240,2016/12,5506978,228101,184983458,96522087,189787081,320,348.61,152.48,2.38,1.04,3405
(주)파인테크닉스,106240,2017/12,-32572900,-36595797,152740724,98470403,149753568,255,0,0,2.5,1.59,2490
(주)파인테크닉스,106240,2018/12,-53585054,-20874858,114696761,75667780,108532638,167,0,0,3.5,1.12,1350
