회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),계속영업이익(손실)(IFRS연결)(천원),유동자산(*)(IFRS연결)(천원),유형자산(*)(IFRS연결)(천원)
고려산업(주),002140,2012/12,191116449,148320365,7767098,7767098,81541442,37597987
고려산업(주),002140,2013/12,202395094,148377505,4744577,4744577,79047123,38591723
고려산업(주),002140,2014/12,185090600,156033056,9047449,9047449,82283635,40235360
고려산업(주),002140,2015/12,185420059,159959339,5400031,5400031,83060118,45740495
고려산업(주),002140,2016/12,172279708,167843756,6852573,6852573,86126900,47633513
고려산업(주),002140,2017/12,174524412,183124063,5070273,5070273,98886628,49953240
고려산업(주),002140,2018/12,158429984,213622767,3713061,3713061,116104316,61324206
고려산업(주),002140,2019/12,192457071,206489850,4728661,4728661,109391248,62247530
고려신용정보(주),049720,2010/12,,,,,,
고려신용정보(주),049720,2011/12,,,,,,
고려신용정보(주),049720,2012/12,83357918,20051534,869769,869769,12465360,2419619
고려신용정보(주),049720,2013/12,82423369,20619089,297463,297463,10840808,2414230
고려신용정보(주),049720,2014/12,81646668,23046577,1188702,1188702,12281177,1830560
고려신용정보(주),049720,2015/12,82837483,25217577,4013474,4013474,15055983,1559956
고려신용정보(주),049720,2016/12,84869062,27431309,3716543,3716543,15982147,1367376
고려신용정보(주),049720,2017/12,,,,,,
고려신용정보(주),049720,2018/12,,,,,,
고려신용정보(주),049720,2019/12,116456558,48729768,6621135,6621135,19953010,8380826
고려아연(주),010130,2010/12,3838012478,3974021561,554542043,554542043,2044415135,1408257807
고려아연(주),010130,2011/12,5556409360,4606179546,713725941,713725941,2438545202,1552892936
고려아연(주),010130,2012/12,5497530087,4940542141,568030947,568030947,2523323061,1705819135
고려아연(주),010130,2013/12,4817733929,5120964733,452757832,452757832,2523849164,1852319801
고려아연(주),010130,2014/12,4938531768,5642418565,504874328,504874328,2674108069,2111747816
고려아연(주),010130,2015/12,4771442958,5907933007,513990324,513990324,2537906166,2428123830
고려아연(주),010130,2016/12,5847513112,6482637892,594584342,594584342,2894550312,2484331995
고려아연(주),010130,2017/12,6596671357,7038142273,634031143,634031143,3669853352,2702530847
고려아연(주),010130,2018/12,6883323140,7225894144,534814939,534814939,3965909726,2785130783
고려아연(주),010130,2019/12,6694810890,7840561222,638613352,638613352,4597942700,2900677493
고려제강(주),002240,2010/12,1033055053,1659006453,108993832,108993832,530845196,541980878
고려제강(주),002240,2011/12,1120070235,1823262406,107293364,107293364,617572955,593181826
고려제강(주),002240,2012/12,1118626320,1813977723,43849714,43849714,556988963,659169048
고려제강(주),002240,2013/12,1080621027,1823962847,36741588,36741588,567026342,656358155
고려제강(주),002240,2014/12,1341239003,2524438036,298383955,298383955,1061913124,1040942078
고려제강(주),002240,2015/12,1473202477,2425786817,18346364,18346364,899828894,1091844202
고려제강(주),002240,2016/12,1417444526,2453092338,40289727,40289727,904239911,1074046998
고려제강(주),002240,2017/12,1550456863,2400558034,22450877,22450877,913745074,1017617388
고려제강(주),002240,2018/12,1577235683,2387466225,1876027,1876027,949368314,982224612
고려제강(주),002240,2019/12,1639715935,2353652421,6058332,6058332,916181572,1004455635
고려제약(주),014570,2010/12,,,,,,
고려제약(주),014570,2011/12,,,,,,
고려제약(주),014570,2012/12,,,,,,
고려제약(주),014570,2013/12,,,,,,
고려제약(주),014570,2014/12,,,,,,
고려제약(주),014570,2015/12,,,,,,
고려제약(주),014570,2016/12,,,,,,
고려제약(주),014570,2017/12,,,,,,
고려제약(주),014570,2018/12,,,,,,
고려제약(주),014570,2019/12,,,,,,
광동제약(주),009290,2010/12,289691274,303360052,27043604,27043604,182271488,95763258
광동제약(주),009290,2011/12,313986323,321682097,29893847,29893847,171368715,115469580
광동제약(주),009290,2012/12,332641298,389433837,27761563,27761563,202817922,139301350
광동제약(주),009290,2013/12,468384620,425675174,21998584,21998584,238516240,138640145
광동제약(주),009290,2014/12,522274345,442528217,35063257,35063257,247347521,147765359
광동제약(주),009290,2015/12,955453632,663786481,36083163,36083163,396634577,167045621
광동제약(주),009290,2016/12,1056428809,679780115,27899595,27899595,412786776,173394734
광동제약(주),009290,2017/12,1141565921,722699738,23083088,23083088,449406138,174352748
광동제약(주),009290,2018/12,1180219947,732056804,21974420,21974420,459081838,170068549
광동제약(주),009290,2019/12,1238254696,792776013,22655802,22655802,525962736,137815445
광전자(주),017900,2010/12,338158150,452854154,7202595,7202595,199412244,175798892
광전자(주),017900,2011/12,389845571,350230397,-44009069,-44009069,133899089,176388654
광전자(주),017900,2012/12,318555624,282485538,-13430211,-13430211,118273906,126752892
광전자(주),017900,2013/12,307661696,269369303,-4789880,-4789879,139916575,76367497
광전자(주),017900,2014/12,235622682,278247542,-10661940,-10661940,160895595,95617264
광전자(주),017900,2015/12,206228996,240272144,-5148022,-5148022,134689220,86025588
광전자(주),017900,2016/12,170928368,242283949,2022186,2022186,148800628,74794371
광전자(주),017900,2017/12,177386000,238229947,2924404,2924404,145679377,74029289
광전자(주),017900,2018/12,176929800,262117704,6337707,6337707,130835460,80517546
광전자(주),017900,2019/12,166182499,260279875,3363538,3363538,127493673,77271044
광진실업(주),026910,2010/12,,,,,,
광진실업(주),026910,2011/12,,,,,,
광진실업(주),026910,2012/12,,,,,,
광진실업(주),026910,2013/12,,,,,,
광진실업(주),026910,2014/12,,,,,,
광진실업(주),026910,2015/12,,,,,,
광진실업(주),026910,2016/12,,,,,,
광진실업(주),026910,2017/12,,,,,,
광진실업(주),026910,2018/12,,,,,,
광진실업(주),026910,2019/12,,,,,,
교촌에프앤비(주),339770,2010/12,,,,,,
교촌에프앤비(주),339770,2011/12,,,,,,
교촌에프앤비(주),339770,2012/12,,,,,,
교촌에프앤비(주),339770,2013/12,,,,,,
교촌에프앤비(주),339770,2014/12,,,,,,
교촌에프앤비(주),339770,2015/12,,,,,,
교촌에프앤비(주),339770,2016/12,,,,,,
교촌에프앤비(주),339770,2017/12,,,,,,
교촌에프앤비(주),339770,2018/12,339117474,112163711,11456500,11456500,27477796,78091443
교촌에프앤비(주),339770,2019/12,380091254,158080125,29518080,29518080,40562365,104537262
국도화학(주),007690,2010/12,799752119,573061808,32172760,32172760,394129104,167808905
국도화학(주),007690,2011/12,874826284,567444580,24928454,24928454,353244848,204691128
국도화학(주),007690,2012/12,841385314,547775296,29920111,29920111,331272263,210786759
국도화학(주),007690,2013/12,911946964,590442007,31387225,31387225,343366639,222241092
국도화학(주),007690,2014/12,977957815,637431455,20935128,20935128,372562073,234864223
국도화학(주),007690,2015/12,1011877773,681283306,56315040,56315040,396244635,246327338
국도화학(주),007690,2016/12,952633436,682784695,26558800,26558800,390514992,275628166
국도화학(주),007690,2017/12,1075981117,788549500,42033007,42033007,431007146,300507367
국도화학(주),007690,2018/12,1280615690,854418441,46630413,46630413,451232453,332871279
국도화학(주),007690,2019/12,1121448683,905420095,35110068,35110068,438749361,379111871
국일신동(주),060480,2010/12,,,,,,
국일신동(주),060480,2011/12,,,,,,
국일신동(주),060480,2012/12,,,,,,
국일신동(주),060480,2013/12,,,,,,
국일신동(주),060480,2014/12,,,,,,
국일신동(주),060480,2015/12,,,,,,
국일신동(주),060480,2016/12,,,,,,
국일신동(주),060480,2017/12,,,,,,
국일신동(주),060480,2018/12,,,,,,
국일신동(주),060480,2019/12,,,,,,
국일제지(주),078130,2010/12,236433465,257375043,-2671555,-2671555,116538040,134481181
국일제지(주),078130,2011/12,229898811,259336270,-13287738,-13287738,130935612,122306755
국일제지(주),078130,2012/12,140597175,220027962,-6275802,-4320515,149100392,63826304
국일제지(주),078130,2013/12,107403122,125124563,60475,-8549543,57344538,61744614
국일제지(주),078130,2014/12,96901970,115399598,-5623507,-5623507,51468516,58722596
국일제지(주),078130,2015/12,,,,,,
국일제지(주),078130,2016/12,,,,,,
국일제지(주),078130,2017/12,,,,,,
국일제지(주),078130,2018/12,,,,,,
국일제지(주),078130,2019/12,83852676,125508720,-38326422,-38326422,51403515,57994431
국제약품(주),002720,2010/03,,,,,,
국제약품(주),002720,2011/03,132045610,142910369,4279060,4279060,90450987,44501336
국제약품(주),002720,2012/12,126768061,114924400,-18940026,-18940026,66706488,39994615
국제약품(주),002720,2013/12,120461297,117430860,1671940,1671940,70312423,37312872
국제약품(주),002720,2014/12,122426377,117508309,-6917252,-6917252,71913309,36057349
국제약품(주),002720,2015/12,117636992,136643778,-5884459,-5884459,66557405,61944479
국제약품(주),002720,2016/12,120684006,129455413,798939,798939,60437696,60129888
국제약품(주),002720,2017/12,123310224,131646346,1038655,1038655,59537269,60644615
국제약품(주),002720,2018/12,107681163,126234896,2182873,2182873,54559369,61277407
국제약품(주),002720,2019/12,111121601,134593614,-4761812,-4761812,61135036,64359978
그랜드코리아레저(주),114090,2010/12,,,,,,
그랜드코리아레저(주),114090,2011/12,,,,,,
그랜드코리아레저(주),114090,2012/12,,,,,,
그랜드코리아레저(주),114090,2013/12,,,,,,
그랜드코리아레저(주),114090,2014/12,,,,,,
그랜드코리아레저(주),114090,2015/12,,,,,,
그랜드코리아레저(주),114090,2016/12,,,,,,
그랜드코리아레저(주),114090,2017/12,,,,,,
그랜드코리아레저(주),114090,2018/12,480339214,765759332,77740630,77740630,455583241,85663880
그랜드코리아레저(주),114090,2019/12,490752464,909430532,72396402,72396402,457057708,80708091
그린케미칼(주),083420,2010/12,,,,,,
그린케미칼(주),083420,2011/12,,,,,,
그린케미칼(주),083420,2012/12,,,,,,
그린케미칼(주),083420,2013/12,,,,,,
그린케미칼(주),083420,2014/12,,,,,,
그린케미칼(주),083420,2015/12,,,,,,
그린케미칼(주),083420,2016/12,,,,,,
그린케미칼(주),083420,2017/12,,,,,,
그린케미칼(주),083420,2018/12,,,,,,
그린케미칼(주),083420,2019/12,,,,,,
극동유화(주),014530,2010/12,,,,,,
극동유화(주),014530,2011/12,,,,,,
극동유화(주),014530,2012/12,,,,,,
극동유화(주),014530,2013/12,,,,,,
극동유화(주),014530,2014/12,291576813,188576260,9300068,9300068,111319947,38059969
극동유화(주),014530,2015/12,262018391,187471506,14487630,14487630,96019952,38328229
극동유화(주),014530,2016/12,239781642,191718877,13985965,13985965,110011699,41424950
극동유화(주),014530,2017/12,490067711,268503821,15103874,7902653,134844002,54858883
극동유화(주),014530,2018/12,830880010,280142460,16292225,16292225,126806827,64781960
극동유화(주),014530,2019/12,795562281,289929212,14202848,14202848,118470813,76216655
글로벌에스엠테크리미티드,900070,2010/12,98301085,103161724,6359912,6359912,67147904,31957777
글로벌에스엠테크리미티드,900070,2011/12,89400565,105638054,1388599,1388599,70983693,32003274
글로벌에스엠테크리미티드,900070,2012/12,82825379,103837701,2367992,2367992,69970715,30868354
글로벌에스엠테크리미티드,900070,2013/12,80729012,105895567,529517,529517,70812479,31996848
글로벌에스엠테크리미티드,900070,2014/12,69100639,105604612,-3738855,-3738855,68009871,27130693
글로벌에스엠테크리미티드,900070,2015/12,80988541,146503560,216528,216528,90284776,43432880
글로벌에스엠테크리미티드,900070,2016/12,109514967,145926656,4369863,4369863,94845169,39638365
글로벌에스엠테크리미티드,900070,2017/12,104699595,134638858,665344,665344,89686115,35531880
글로벌에스엠테크리미티드,900070,2018/12,103471394,130722918,348594,348594,82239521,34802349
글로벌에스엠테크리미티드,900070,2019/12,109293207,131445124,3381617,3381617,83907547,34145031
글로벌텍스프리(주),204620,2014/12,,,,,,
글로벌텍스프리(주),204620,2015/12,,,,,,
글로벌텍스프리(주),204620,2016/12,,,,,,
글로벌텍스프리(주),204620,2017/12,32962878,75947981,-2368883,-2368883,60824952,3544052
글로벌텍스프리(주),204620,2018/12,41536412,112165202,8365701,8365701,99375715,3125798
글로벌텍스프리(주),204620,2019/12,59766505,126536404,5807872,5807872,101718783,7860559
글로본(주),019660,2010/03,,,,,,
글로본(주),019660,2011/03,,,,,,
글로본(주),019660,2012/03,,,,,,
글로본(주),019660,2013/03,,,,,,
글로본(주),019660,2014/03,,,,,,
글로본(주),019660,2015/03,,,,,,
글로본(주),019660,2016/03,,,,,,
글로본(주),019660,2017/12,,,,,,
글로본(주),019660,2018/12,,,,,,
글로본(주),019660,2019/12,,,,,,
글로스텍(주),012410,2010/12,11442441,9115960,-7386038,-7006142,5074963,924064
글로스텍(주),012410,2011/12,22578389,29656438,-4855728,-5048942,18748392,885874
글로스텍(주),012410,2012/12,,,,,,
금강공업(주),014280,2010/12,282283135,408880482,8210115,8210115,138510676,198892230
금강공업(주),014280,2011/12,305228403,431242593,210436,210436,159695097,204498178
금강공업(주),014280,2012/12,393382320,499093977,10715450,10715450,178251932,249235465
금강공업(주),014280,2013/12,694265027,675454670,18468245,18468245,283660099,345158641
금강공업(주),014280,2014/12,711602081,723147129,23066991,23066991,288007752,387687777
금강공업(주),014280,2015/12,565957188,678340605,7634880,13275452,273478266,320109589
금강공업(주),014280,2016/12,603160426,710805610,35763918,35763918,268322640,355011950
금강공업(주),014280,2017/12,613247470,756422311,26631679,26631679,306730316,361859038
금강공업(주),014280,2018/12,567908394,852848677,14872445,14872445,362894311,390817646
금강공업(주),014280,2019/12,549727642,834006206,-4951774,-4951774,388610900,375256921
금강제강(주),105070,2010/12,135457801,179481870,1519307,1519307,99806912,72350001
금강제강(주),105070,2011/12,168774432,194206671,-11260872,-11260872,100969321,86732278
금강철강(주),053260,2010/12,253263565,104301321,6277466,6277466,84429615,14630401
금강철강(주),053260,2011/12,289722760,125756658,8852117,8852117,99523108,18135541
금강철강(주),053260,2012/12,256428227,128350997,8455954,8455954,100113533,17711410
금강철강(주),053260,2013/12,246772112,130946263,7706526,7706526,105026918,17549648
금강철강(주),053260,2014/12,200571035,127849883,5862980,5862980,102357846,17297418
금강철강(주),053260,2015/12,159498224,131914340,6772942,6772942,102415333,16136991
금강철강(주),053260,2016/12,162710392,134873993,5648383,5648383,105353918,15495896
금강철강(주),053260,2017/12,197209289,129983802,2976051,2976051,98369831,15169679
금강철강(주),053260,2018/12,195048267,133399433,5256295,5256295,92558251,16487912
금강철강(주),053260,2019/12,171338156,136604950,4389382,4389382,99538456,15962837
금양그린파워(주),282720,2010/12,,,,,,
금양그린파워(주),282720,2011/12,,,,,,
금양그린파워(주),282720,2012/12,,,,,,
금양그린파워(주),282720,2013/12,,,,,,
금양그린파워(주),282720,2014/12,,,,,,
금양그린파워(주),282720,2015/12,,,,,,
금양그린파워(주),282720,2016/12,,,,,,
금양그린파워(주),282720,2017/12,,,,,,
금양그린파워(주),282720,2018/12,,,,,,
금양그린파워(주),282720,2019/12,,,,,,
금호건설(주),002990,2010/12,1918345074,6308415569,81242306,27774804,3753691407,237905066
금호건설(주),002990,2011/12,1739467052,3681191103,-49517847,-94581175,2806837004,91517015
금호건설(주),002990,2012/12,1499864342,1932235236,-727923205,-779170289,1064537877,19130133
금호건설(주),002990,2013/12,1434495416,1766377953,52624235,-93286394,955140605,18494439
금호건설(주),002990,2014/12,1523544063,1504368052,105802212,105802212,799237440,9028162
금호건설(주),002990,2015/12,1530988130,1310031833,-6109525,-6109525,674454378,9024676
금호건설(주),002990,2016/12,1353709568,1274602780,36036543,36036543,737819812,9440057
금호건설(주),002990,2017/12,1297945639,1284875517,95278014,95278014,654395336,9173496
금호건설(주),002990,2018/12,1376712465,1182209922,-470572,-470572,618877917,9602194
금호건설(주),002990,2019/12,1597734215,1337430597,11717127,11717127,1014258294,39492715
금호석유화학(주),011780,2010/12,4957000454,4120898122,345969033,345969033,1403076046,1774416737
금호석유화학(주),011780,2011/12,6457354166,4714232584,543769089,543769089,2058130837,1922407326
금호석유화학(주),011780,2012/12,5883690067,4410738573,126109125,126109125,1490096947,2129599374
금호석유화학(주),011780,2013/12,5132132486,4211638504,-42712971,-42712971,1258944689,2221670473
금호석유화학(주),011780,2014/12,4765671058,4437304355,88334748,88334748,1401399538,2266417519
금호석유화학(주),011780,2015/12,3934509038,4210555636,121866343,121866343,967576523,2505694028
금호석유화학(주),011780,2016/12,3970435497,4546113636,80764817,80764817,1255322772,2564778156
금호석유화학(주),011780,2017/12,5064779318,4579813618,217647432,217647432,1332668624,2440253946
금호석유화학(주),011780,2018/12,5584910609,4616720748,503082598,503082598,1348711408,2365586882
금호석유화학(주),011780,2019/12,4977931638,4538042398,294696728,294696728,1261435503,2296049524
금호전기(주),001210,2010/12,380501651,528240369,6212658,6212658,234259164,237388616
금호전기(주),001210,2011/12,315293392,549343934,308307,308307,233045240,251082486
금호전기(주),001210,2012/12,379789500,509300064,-67108708,-67108708,228853466,212522624
금호전기(주),001210,2013/12,386720348,532674472,-18056370,-18056370,256705430,193238119
금호전기(주),001210,2014/12,447530899,515679906,-4626424,-4626424,227186201,214917463
금호전기(주),001210,2015/12,396261336,475649784,-56359653,-56359653,226047391,191216764
금호전기(주),001210,2016/12,415189782,460497632,-17415921,-17415921,233864332,198801642
금호전기(주),001210,2017/12,338670380,409873260,-20183319,-20183319,203693435,189706748
금호전기(주),001210,2018/12,77296233,170295317,-20930538,-69871654,61340430,37388059
금호전기(주),001210,2019/12,62937827,73092109,-33237746,-22473093,35536724,28269170
금호타이어(주),073240,2010/12,3530006825,4863440078,-51082993,-51082993,1704980837,2449042454
금호타이어(주),073240,2011/12,3915875747,4924533686,-26854087,-26854087,1879815756,2431043382
금호타이어(주),073240,2012/12,4070643978,4781013149,130586237,130586237,1784134325,2336398102
금호타이어(주),073240,2013/12,3698541596,4733932566,100958039,100958039,1730613888,2394752861
금호타이어(주),073240,2014/12,3437868862,4804662404,131608464,131608464,1701832641,2509670201
금호타이어(주),073240,2015/12,3040406690,5219976571,-67465561,-67465561,1631507429,2997568947
금호타이어(주),073240,2016/12,2947227755,5121661355,-37895035,-37895035,1557644969,2951767538
금호타이어(주),073240,2017/12,2876420253,4543611960,-112339293,-112339293,1494725762,2776571900
금호타이어(주),073240,2018/12,2558681155,4221394926,-191930087,-191930087,1345764334,2579912362
금호타이어(주),073240,2019/12,2369198864,3929463543,-43403023,-43403023,1086722551,2468048943
기아(주),000270,2010/12,35826955000,26275144000,2698330000,2698330000,9763671000,8563541000
기아(주),000270,2011/12,43190942000,30255179000,3519236000,3519236000,11075187000,9184385000
기아(주),000270,2012/12,47242933000,32398314000,3864704000,3864704000,11139430000,9721198000
기아(주),000270,2013/12,47597897000,36182040000,3817059000,3817059000,13472386000,9777005000
기아(주),000270,2014/12,47097049000,41044202000,2993593000,2993593000,16655401000,10114317000
기아(주),000270,2015/12,49521447000,45980113000,2630600000,2630600000,18390784000,13042121000
기아(주),000270,2016/12,52712906000,50889260000,2754640000,2754640000,20912221000,13493203000
기아(주),000270,2017/12,53535680000,52294438000,968018000,968018000,21642079000,13652902000
기아(주),000270,2018/12,54169813000,51786605000,1155943000,1155943000,19711791000,14803300000
기아(주),000270,2019/12,58145959000,55344798000,1826659000,1826659000,21555416000,15746675000
깨끗한나라(주),004540,2010/12,516241542,427594954,4083599,4083599,106609730,306115303
깨끗한나라(주),004540,2011/12,587818671,442025037,1186614,1186614,118549712,306430569
깨끗한나라(주),004540,2012/12,633378794,423872333,14372455,14372455,116197732,295991318
깨끗한나라(주),004540,2013/12,647438803,447017293,16070007,16070007,118149568,317272498
깨끗한나라(주),004540,2014/12,656459355,469789736,2634568,2634568,126999742,327772474
깨끗한나라(주),004540,2015/12,678615391,519111847,-1409118,-1409118,139403600,361671790
깨끗한나라(주),004540,2016/12,706033015,522464181,7627494,7627494,144439749,360499071
깨끗한나라(주),004540,2017/12,659937159,573112630,-22191343,-22191343,167459907,383935100
깨끗한나라(주),004540,2018/12,626328188,599409867,-33648698,-33648698,166342438,404330732
깨끗한나라(주),004540,2019/12,594158567,538264108,-11786430,-11786430,115382111,342918163
나노씨엠에스(주),247660,2010/12,,,,,,
나노씨엠에스(주),247660,2011/12,,,,,,
나노씨엠에스(주),247660,2012/12,,,,,,
나노씨엠에스(주),247660,2013/12,,,,,,
나노씨엠에스(주),247660,2014/12,,,,,,
나노씨엠에스(주),247660,2015/12,,,,,,
나노씨엠에스(주),247660,2016/12,,,,,,
나노씨엠에스(주),247660,2017/12,,,,,,
나노씨엠에스(주),247660,2018/12,,,,,,
나노씨엠에스(주),247660,2019/12,,,,,,
나노캠텍(주),091970,2010/12,83424921,51192407,6988755,6988755,27406617,20706815
나노캠텍(주),091970,2011/12,67447067,60740225,1068501,1068501,28672372,29428312
나노캠텍(주),091970,2012/12,76139455,70349215,1554620,1554620,32376010,35196714
나노캠텍(주),091970,2013/12,88299473,78188724,3818065,3818065,36532692,39715995
나노캠텍(주),091970,2014/12,74863882,83402132,1690098,1690098,35312519,43529398
나노캠텍(주),091970,2015/12,61969343,68402466,-9581435,-9581435,25777823,38456801
나노캠텍(주),091970,2016/12,53086259,84901050,-4574659,-4574659,51222895,30058374
나노캠텍(주),091970,2017/12,64733832,74180976,-8132254,-8132254,42233965,28168685
나노캠텍(주),091970,2018/12,60743211,108550009,1121181,5753394,60079459,26836659
나노캠텍(주),091970,2019/12,47464649,72530166,-16256599,-13884304,43143408,24234793
나라엠앤디(주),051490,2010/12,130480051,119433120,7797628,7797628,74396046,36790052
나라엠앤디(주),051490,2011/12,132391876,132187014,10276871,10276871,77735748,48430149
나라엠앤디(주),051490,2012/12,132190567,139476516,6154236,6154236,79231312,52786246
나라엠앤디(주),051490,2013/12,125150941,137149283,4896070,4896070,70628278,60075481
나라엠앤디(주),051490,2014/12,136508459,156939911,4301373,5522484,86038862,62274648
나라엠앤디(주),051490,2015/12,129693645,160113698,3725634,3725634,88296288,63147119
나라엠앤디(주),051490,2016/12,131016323,170434038,2114457,2114457,96459783,64311316
나라엠앤디(주),051490,2017/12,140866034,185270866,1883151,1883151,107598223,67638911
나라엠앤디(주),051490,2018/12,141805153,191504715,3744173,3744173,105278985,74369741
나라엠앤디(주),051490,2019/12,156036235,217201628,1119549,1119549,123096396,83326762
나무기술(주),167380,2011/12,,,,,,
나무기술(주),167380,2012/12,,,,,,
나무기술(주),167380,2013/12,,,,,,
나무기술(주),167380,2014/12,,,,,,
나무기술(주),167380,2015/12,,,,,,
나무기술(주),167380,2016/12,,,,,,
나무기술(주),242040,2016/12,,,,,,
나무기술(주),167380,2017/12,60002032,27852420,870959,870959,25510998,328291
나무기술(주),242040,2017/12,,,,,,
나무기술(주),242040,2018/12,65704112,35102008,-7299426,-7299426,32561913,593283
나무기술(주),242040,2019/12,84684742,56647226,3842143,3842143,50921339,1074085
나이스정보통신(주),036800,2010/12,,,,,,
나이스정보통신(주),036800,2011/12,,,,,,
나이스정보통신(주),036800,2012/12,,,,,,
나이스정보통신(주),036800,2013/12,,,,,,
나이스정보통신(주),036800,2014/12,,,,,,
나이스정보통신(주),036800,2015/12,,,,,,
나이스정보통신(주),036800,2016/12,317066479,376932709,30314590,30314590,281793460,25036865
나이스정보통신(주),036800,2017/12,366436947,494197481,36577569,36577569,395946270,16117114
나이스정보통신(주),036800,2018/12,414997500,545352360,30046504,30046504,462404894,13165002
나이스정보통신(주),036800,2019/12,452922830,641944211,29474779,29474779,554769470,11509143
나이스평가정보(주),030190,2010/12,44047229,118778467,1566694,1566694,56190871,9925626
나이스평가정보(주),030190,2011/12,231620404,129474202,15374206,15374206,50803200,16602818
나이스평가정보(주),030190,2012/12,184530540,145391145,11158877,13242469,86675013,14856940
나이스평가정보(주),030190,2013/12,222183238,147745027,15479835,16756543,71273003,24302449
나이스평가정보(주),030190,2014/12,279236006,167789712,17829748,17829748,88972240,8156436
나이스평가정보(주),030190,2015/12,338136731,190108920,22227497,22227497,96123565,9532506
나이스평가정보(주),030190,2016/12,345547072,218673891,28312278,28312278,117357301,15332810
나이스평가정보(주),030190,2017/12,360404385,234686218,30669953,30669953,122985295,32193261
나이스평가정보(주),030190,2018/12,383774178,268056186,38305271,38305271,144404638,36327617
나이스평가정보(주),030190,2019/12,410914934,319082831,40781413,40781413,174454102,55105811
남광토건(주),001260,2010/12,690215402,1094595328,-182966861,-182966861,863848349,34703726
남광토건(주),001260,2011/12,672858229,883710234,-159675816,-159675816,666903958,33605806
남광토건(주),001260,2012/12,393480205,436886733,-300128210,-300128210,365574380,30954311
남광토건(주),001260,2013/12,284497543,457933334,-41868136,-41868136,318717031,29215061
남광토건(주),001260,2014/12,278638118,525552504,-105988304,-105988304,208728219,28466581
남광토건(주),001260,2015/12,302388687,239239292,-77030132,-77030132,148622945,28052749
남광토건(주),001260,2016/12,183598711,175893879,-2149173,-2149173,112638386,2523621
남광토건(주),001260,2017/12,115611173,166416067,1700256,1700256,104022537,3490662
남광토건(주),001260,2018/12,157172931,148906647,5715675,5715675,99013198,3470290
남광토건(주),001260,2019/12,236179654,202566665,3863897,3863897,141893966,3234964
남양유업(주),003920,2010/12,1028522801,932666675,89974749,89974749,637130223,187384661
남양유업(주),003920,2011/12,1205185125,1012073856,47976490,47976490,679032398,208444567
남양유업(주),003920,2012/12,1365023790,1033300099,61072044,61072044,621301682,285201946
남양유업(주),003920,2013/12,1229857086,975490562,-45539806,-45539806,516291109,349007857
남양유업(주),003920,2014/12,1151706220,963217255,164295,164295,503170219,334684395
남양유업(주),003920,2015/12,1215045620,994148527,26656983,26656983,508987341,317724351
남양유업(주),003920,2016/12,1239168204,1041501794,37176242,37176242,619197194,319563675
남양유업(주),003920,2017/12,1166971936,1035687034,5020771,5020771,605987923,334508287
남양유업(주),003920,2018/12,1079745260,1052659644,2015324,2015324,628688724,362097515
남양유업(주),003920,2019/12,1030826757,1056364685,29231216,29231216,546860002,392691613
남해화학(주),025860,2010/12,,,,,,
남해화학(주),025860,2011/12,,,,,,
남해화학(주),025860,2012/12,,,,,,
남해화학(주),025860,2013/12,,,,,,
남해화학(주),025860,2014/12,,,,,,
남해화학(주),025860,2015/12,,,,,,
남해화학(주),025860,2016/12,1096493484,530446811,14402619,14402619,316320411,170150650
남해화학(주),025860,2017/12,1122369006,557166535,26703742,26703742,344720008,173166562
남해화학(주),025860,2018/12,,,,,,
남해화학(주),025860,2019/12,,,,,,
남화산업(주),111710,2010/12,,,,,,
남화산업(주),111710,2011/12,,,,,,
남화산업(주),111710,2012/12,,,,,,
남화산업(주),111710,2013/12,,,,,,
남화산업(주),111710,2014/12,,,,,,
남화산업(주),111710,2015/12,,,,,,
남화산업(주),111710,2016/12,,,,,,
남화산업(주),111710,2017/12,,,,,,
남화산업(주),111710,2018/12,,,,,,
남화산업(주),111710,2019/12,,,,,,
남화토건(주),091590,2010/12,52919479,113443032,3733071,3733071,43862181,3273648
남화토건(주),091590,2011/12,86272899,120664770,8263128,8263128,51068063,3532530
남화토건(주),091590,2012/12,87324062,132380100,7239180,7239180,58368043,3723462
남화토건(주),091590,2013/12,89714913,138214796,6090583,6090583,61231196,3570959
남화토건(주),091590,2014/12,95198203,138071543,5926965,5926965,58869551,3484154
남화토건(주),091590,2015/12,50407654,139397978,2237321,2237321,48034154,3291762
남화토건(주),091590,2016/12,64560813,150405221,5951006,5951006,44850347,3306673
남화토건(주),091590,2017/12,66352445,157246419,8152391,8152391,45339947,3231632
남화토건(주),091590,2018/12,51700367,156340051,447974,447974,40978353,3121797
남화토건(주),091590,2019/12,53704665,162249970,5122991,5122991,62367315,3021990
네스테크(주),037540,2010/12,36079119,64696013,-17939386,-17939386,23481186,6750778
네이버(주),035420,2010/12,1785388877,1966957588,468877259,448424790,1126085612,331995298
네이버(주),035420,2011/12,2121317926,2372705276,452128293,452128293,1431170126,383865979
네이버(주),035420,2012/12,2389324068,2927316669,544428552,544428552,1738943198,565585659
네이버(주),035420,2013/12,2311962798,2697746840,1895289315,325814638,1336088791,791565324
네이버(주),035420,2014/12,2758478837,3394457894,451763103,421661683,1945783670,900956696
네이버(주),035420,2015/12,3251157100,4385913018,516986279,516986279,2639382642,863804605
