회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),자산(*)(IFRS)(천원),당기순이익(손실)(IFRS)(천원),계속영업이익(손실)(IFRS)(천원),유동자산(*)(IFRS)(천원),유형자산(*)(IFRS)(천원)
그린케미칼(주),083420,2010/12,169133468,109288365,12966678,12966678,58899152,49056935
그린케미칼(주),083420,2011/12,177400003,129851420,10943454,10943454,58068127,69673586
그린케미칼(주),083420,2012/12,217154053,158667057,11700487,11700487,69342061,82005897
그린케미칼(주),083420,2013/12,242992607,162058008,10700909,10700909,67938828,81799384
그린케미칼(주),083420,2014/12,251617414,196396573,12980074,12980074,62330090,124177152
그린케미칼(주),083420,2015/12,219885612,218566708,3536460,3536460,67273379,140634442
그린케미칼(주),083420,2016/12,243610800,206368678,2874117,2874117,72384952,126700523
그린케미칼(주),083420,2017/12,253655651,195270243,2522644,2522644,74440532,113275270
그린케미칼(주),083420,2018/12,254122105,189074022,2513016,2513016,77428204,104802666
그린케미칼(주),083420,2019/12,231874453,186816236,5580406,5580406,81457098,97026812
극동유화(주),014530,2010/12,247538448,160907229,8999864,8999864,81479260,33170552
극동유화(주),014530,2011/12,315587653,195932757,9175401,9175401,115412443,34530269
극동유화(주),014530,2012/12,333186945,197891858,11920876,11920876,116932335,37617886
극동유화(주),014530,2013/12,306046653,195573225,12941370,12941370,109836599,38133595
극동유화(주),014530,2014/12,286401863,185129607,10417465,10417465,109728958,38059472
극동유화(주),014530,2015/12,256079390,179862275,14842811,14842811,94581274,38327940
극동유화(주),014530,2016/12,234721664,185279009,14138293,14138293,103091721,41424881
극동유화(주),014530,2017/12,361599601,261352253,14513225,7312004,127855722,54858072
극동유화(주),014530,2018/12,829436733,271487530,14673644,14673644,119854969,64781438
극동유화(주),014530,2019/12,792464465,280636684,13224032,13224032,115261819,71024611
글로벌에스엠테크리미티드,900070,2010/12,,,,,,
글로벌에스엠테크리미티드,900070,2011/12,,,,,,
글로벌에스엠테크리미티드,900070,2012/12,,,,,,
글로벌에스엠테크리미티드,900070,2013/12,,,,,,
글로벌에스엠테크리미티드,900070,2014/12,,,,,,
글로벌에스엠테크리미티드,900070,2015/12,,,,,,
글로벌에스엠테크리미티드,900070,2016/12,,,,,,
글로벌에스엠테크리미티드,900070,2017/12,,,,,,
글로벌에스엠테크리미티드,900070,2018/12,,,,,,
글로벌에스엠테크리미티드,900070,2019/12,,,,,,
글로벌텍스프리(주),204620,2014/12,,,,,,
글로벌텍스프리(주),204620,2015/12,,,,,,
글로벌텍스프리(주),204620,2016/12,,,,,,
글로벌텍스프리(주),204620,2017/12,28128565,75617960,-1933688,-1933688,53145811,2528862
글로벌텍스프리(주),204620,2018/12,33387350,111326849,6959685,6959685,86845447,1972090
글로벌텍스프리(주),204620,2019/12,48398852,121858457,5769004,5769004,86508682,6575593
글로본(주),019660,2010/03,,,,,,
글로본(주),019660,2011/03,,,,,,
글로본(주),019660,2012/03,,,,,,
글로본(주),019660,2013/03,,,,,,
글로본(주),019660,2014/03,,,,,,
글로본(주),019660,2015/03,,,,,,
글로본(주),019660,2016/03,,,,,,
글로본(주),019660,2017/12,7109864,28697292,-8625817,-8625817,7482951,1279600
글로본(주),019660,2018/12,29814829,47555586,1729641,1729641,25614423,791096
글로본(주),019660,2019/12,10307315,33229332,-9327465,-9327465,12727833,3696760
글로스텍(주),012410,2010/12,11443601,7928805,-7400026,-7400026,4169661,875560
글로스텍(주),012410,2011/12,21873514,29641274,-6297607,-6297607,18472828,885874
글로스텍(주),012410,2012/12,6772762,33757770,-24048936,-24048936,14601386,388256
금강공업(주),014280,2010/12,271484803,373508001,3839336,3839336,128504855,176951802
금강공업(주),014280,2011/12,289006169,390653178,2001121,2001121,149442009,180985433
금강공업(주),014280,2012/12,376902952,462007030,9763684,9763684,172154977,229142049
금강공업(주),014280,2013/12,424978193,489779880,12835143,12835143,171132901,268164960
금강공업(주),014280,2014/12,452489664,521016169,13123789,13123789,169877190,298555819
금강공업(주),014280,2015/12,353371950,525737329,11286978,11286978,186275205,263824897
금강공업(주),014280,2016/12,414980534,551875790,28164623,28164623,177636403,296478057
금강공업(주),014280,2017/12,436404458,579579384,21584688,21584688,206556291,295936015
금강공업(주),014280,2018/12,392478465,618603502,10841802,10841802,236990311,272047029
금강공업(주),014280,2019/12,321519066,592457771,-6797021,-6797021,277153878,238705372
금강제강(주),105070,2010/12,122643029,163452608,583600,583600,88539846,59951620
금강제강(주),105070,2011/12,152985662,162764311,-9025787,-9025787,89571958,60014253
금강철강(주),053260,2010/12,253263565,104755388,6731532,6731532,84429616,14630401
금강철강(주),053260,2011/12,289118925,122669550,9545934,9545934,99370151,14216846
금강철강(주),053260,2012/12,256209766,126557029,7282693,7282693,100520769,13848710
금강철강(주),053260,2013/12,246531187,128596873,7122040,7122040,105642275,13702819
금강철강(주),053260,2014/12,200136589,125689698,6039721,6039721,103165965,13352248
금강철강(주),053260,2015/12,158952119,129095915,6306700,6306700,98053583,12369020
금강철강(주),053260,2016/12,162071107,132280164,5856462,5856462,102472237,12025299
금강철강(주),053260,2017/12,196478390,127517778,3012420,3012420,94568107,11965461
금강철강(주),053260,2018/12,193985799,129772388,4513450,4513450,88585745,13394760
금강철강(주),053260,2019/12,170313296,133621542,4472814,4472814,95215964,13138539
금양그린파워(주),282720,2010/12,,,,,,
금양그린파워(주),282720,2011/12,,,,,,
금양그린파워(주),282720,2012/12,,,,,,
금양그린파워(주),282720,2013/12,,,,,,
금양그린파워(주),282720,2014/12,,,,,,
금양그린파워(주),282720,2015/12,,,,,,
금양그린파워(주),282720,2016/12,,,,,,
금양그린파워(주),282720,2017/12,,,,,,
금양그린파워(주),282720,2018/12,,,,,,
금양그린파워(주),282720,2019/12,,,,,,
금호건설(주),002990,2010/12,1876890069,5793733270,155265052,113083825,3759190078,137003853
금호건설(주),002990,2011/12,1687757193,2938284415,-137546357,-173116825,2287923037,28032085
금호건설(주),002990,2012/12,1499639378,1702645914,-420973629,-420973629,918030002,19130133
금호건설(주),002990,2013/12,1433682096,1708573364,12738772,12738772,976129884,18494439
금호건설(주),002990,2014/12,1522759522,1391118504,60227747,60227747,797254115,9028162
금호건설(주),002990,2015/12,1530257353,1211353415,-2176050,-2176050,672362664,9024676
금호건설(주),002990,2016/12,1352983409,1273032509,119375539,119375539,735569515,9440057
금호건설(주),002990,2017/12,1297393428,1194576602,8178280,8178280,651936057,9173496
금호건설(주),002990,2018/12,1376234626,1165207197,67072310,67072310,616384598,9602194
금호건설(주),002990,2019/12,1597271636,1328869611,45875871,45875871,1006562898,39492715
금호석유화학(주),011780,2010/12,3886336827,3499721544,194384488,194384488,1076782243,1401919859
금호석유화학(주),011780,2011/12,5292118911,3941902990,343319757,343319757,1684909493,1473147321
금호석유화학(주),011780,2012/12,4872724692,3489123787,96116038,96116038,1155034289,1556331323
금호석유화학(주),011780,2013/12,4193220007,3234381778,-30966632,-30966632,944666877,1593709717
금호석유화학(주),011780,2014/12,3766992357,3408864184,83308973,83308973,1062860414,1633245346
금호석유화학(주),011780,2015/12,3159552412,3133195698,77469141,77469141,709846885,1760931788
금호석유화학(주),011780,2016/12,3138617263,3429122567,29416871,29416871,965647794,1786488159
금호석유화학(주),011780,2017/12,3926050763,3378438939,135421885,135421885,1018664807,1684228764
금호석유화학(주),011780,2018/12,3899573264,3141279400,182630029,182630029,841365706,1578993765
금호석유화학(주),011780,2019/12,3699122524,3137664765,262497365,262497365,866896332,1509273456
금호전기(주),001210,2010/12,278082426,405192677,9148288,9148288,141683415,120748682
금호전기(주),001210,2011/12,252556751,427483267,11093066,11093066,141619650,127012132
금호전기(주),001210,2012/12,201236199,383509898,-39994218,-39994218,115644609,121931341
금호전기(주),001210,2013/12,163017831,381396124,-30366308,-30366308,117688539,101812281
금호전기(주),001210,2014/12,160014373,383796068,-14473845,-14473845,100083668,121585914
금호전기(주),001210,2015/12,94204691,327930587,-17975517,-17975517,88230456,99804824
금호전기(주),001210,2016/12,80856420,289081174,-18848607,-18848607,90616854,89016605
금호전기(주),001210,2017/12,73309553,270922660,-22247158,-22247158,76984062,84768539
금호전기(주),001210,2018/12,64766878,149032394,-100302572,-100302572,45384703,15768169
금호전기(주),001210,2019/12,53797109,57294844,-44109210,-44109210,28083345,13768897
금호타이어(주),073240,2010/12,2701990231,3092125918,143744,143744,1417130883,1039322806
금호타이어(주),073240,2011/12,3247967259,3346527633,106114927,106114927,1415659791,1013662836
금호타이어(주),073240,2012/12,3342328372,3378161395,126809690,126809690,1368236711,1048967974
금호타이어(주),073240,2013/12,2914256623,3324692335,63878745,63878745,1261522657,1118077532
금호타이어(주),073240,2014/12,2755119349,3414112589,122887201,122887201,1173533264,1166065743
금호타이어(주),073240,2015/12,2396367413,3322591983,-46286979,-46286979,1051091842,1211448842
금호타이어(주),073240,2016/12,2353871598,3379626088,13073721,13073721,1056452071,1198411207
금호타이어(주),073240,2017/12,2177799855,3216711279,-245291016,-245291016,1090016021,1178850534
금호타이어(주),073240,2018/12,1881271577,2977573413,-606371442,-606371442,1001433848,1110400191
금호타이어(주),073240,2019/12,1820850830,2874759141,-13563637,-13563637,740429779,1050423594
기아(주),000270,2010/12,23222969000,21223780000,1420636000,1420636000,5950266000,6394479000
기아(주),000270,2011/12,27742277000,23384425000,1804842000,1804842000,6562626000,6762952000
기아(주),000270,2012/12,28007913000,24480107000,2136797000,2136797000,6742393000,7315103000
기아(주),000270,2013/12,28332572000,26862906000,2634437000,2634437000,8505214000,7455145000
기아(주),000270,2014/12,29850115000,30311721000,2386091000,2386091000,10913812000,7852849000
기아(주),000270,2015/12,32699936000,33986396000,2507747000,2507747000,12275521000,10134746000
기아(주),000270,2016/12,31641854000,36179511000,2071480000,2071480000,13405152000,10258100000
기아(주),000270,2017/12,32109883000,38605013000,927052000,927052000,15248186000,10652139000
기아(주),000270,2018/12,31912189000,37149602000,400796000,400796000,12990133000,10977484000
기아(주),000270,2019/12,33857781000,38356281000,1515598000,1515598000,13334847000,11365702000
깨끗한나라(주),004540,2010/12,516240362,426582369,3841365,3841365,106281643,306099966
깨끗한나라(주),004540,2011/12,587779700,441132187,1116759,1116759,118400639,306420101
깨끗한나라(주),004540,2012/12,633378794,422766817,13936508,13936508,115507818,295986994
깨끗한나라(주),004540,2013/12,647438803,446516644,16279818,16279818,118090064,317272498
깨끗한나라(주),004540,2014/12,656459355,467868835,2382515,2382515,126924516,327772474
깨끗한나라(주),004540,2015/12,677213575,509997054,-2017441,-2017441,133425746,357969720
깨끗한나라(주),004540,2016/12,700578128,516004445,7357907,7357907,143949909,354804686
깨끗한나라(주),004540,2017/12,660597309,566143351,-23131214,-23131214,166264372,377627669
깨끗한나라(주),004540,2018/12,623437069,586189841,-39995608,-39995608,164680281,398226649
깨끗한나라(주),004540,2019/12,593789315,527190233,-10343164,-10343164,112850877,337046794
나노씨엠에스(주),247660,2010/12,,,,,,
나노씨엠에스(주),247660,2011/12,,,,,,
나노씨엠에스(주),247660,2012/12,,,,,,
나노씨엠에스(주),247660,2013/12,,,,,,
나노씨엠에스(주),247660,2014/12,,,,,,
나노씨엠에스(주),247660,2015/12,,,,,,
나노씨엠에스(주),247660,2016/12,6322158,16153885,337781,337781,9988997,5854500
나노씨엠에스(주),247660,2017/12,4786098,16730461,-117266,-117266,11265483,5256079
나노씨엠에스(주),247660,2018/12,4516813,14784179,-2539651,-2539651,9831034,4835910
나노씨엠에스(주),247660,2019/12,3978313,15881469,-1691121,-1691121,9968327,5795914
나노캠텍(주),091970,2010/12,61236703,46711207,6872531,6872531,17794369,18644633
나노캠텍(주),091970,2011/12,46718285,55329016,1372436,1372436,17585666,27239852
나노캠텍(주),091970,2012/12,53774777,64594226,1374556,1374556,19795849,32736443
나노캠텍(주),091970,2013/12,60425768,68861494,3826113,3826113,22142219,33385798
나노캠텍(주),091970,2014/12,48299035,69794704,3139077,3139077,21908136,31306925
나노캠텍(주),091970,2015/12,38201509,64294228,-5326717,-5326717,15701783,29848844
나노캠텍(주),091970,2016/12,34747904,77413488,-5576363,-5576363,47327482,25939384
나노캠텍(주),091970,2017/12,46304365,70586107,-8144344,-8144344,23586900,24090063
나노캠텍(주),091970,2018/12,38669690,97393350,1083523,5715737,45620756,23171951
나노캠텍(주),091970,2019/12,20831129,66582647,-16307180,-13934885,25323769,21784415
나라엠앤디(주),051490,2010/12,84419810,96266433,5212834,5212834,56662948,19769044
나라엠앤디(주),051490,2011/12,87185372,104726319,5834401,5834401,55471413,29705472
나라엠앤디(주),051490,2012/12,96123069,109992040,4322266,4322266,57969397,30754517
나라엠앤디(주),051490,2013/12,94980427,106412734,2141542,2141542,53853819,34737752
나라엠앤디(주),051490,2014/12,101558422,126198203,4631784,4631784,67916806,38977134
나라엠앤디(주),051490,2015/12,99626530,128276799,4672329,4672329,65807429,39898891
나라엠앤디(주),051490,2016/12,95613415,136539030,3747756,3747756,74047124,39961309
나라엠앤디(주),051490,2017/12,102137232,153129812,2681033,2681033,84405508,44520174
나라엠앤디(주),051490,2018/12,92017046,163991261,3633529,3633529,84540851,50922958
나라엠앤디(주),051490,2019/12,93252387,161963986,293868,293868,79072026,55293774
나무기술(주),167380,2011/12,,,,,,
나무기술(주),167380,2012/12,,,,,,
나무기술(주),167380,2013/12,,,,,,
나무기술(주),167380,2014/12,,,,,,
나무기술(주),167380,2015/12,,,,,,
나무기술(주),242040,2016/12,,,,,,
나무기술(주),167380,2016/12,,,,,,
나무기술(주),167380,2017/12,41291448,16055719,1259763,1259763,13540846,170158
나무기술(주),242040,2017/12,,,,,,
나무기술(주),242040,2018/12,46903289,31194798,-5283406,-5283406,26659279,348776
나무기술(주),242040,2019/12,58481259,41667214,2368243,2368243,32030467,588817
나이스정보통신(주),036800,2010/12,122810488,85775717,9074618,9074618,37455153,17299087
나이스정보통신(주),036800,2011/12,150129607,112663462,11529317,11529317,60793631,18577790
나이스정보통신(주),036800,2012/12,178061322,150995371,10492944,10492944,95918614,20127458
나이스정보통신(주),036800,2013/12,200655055,188654754,19294235,19294235,133279370,19135905
나이스정보통신(주),036800,2014/12,225516768,246087931,29975465,29975465,199724178,21659447
나이스정보통신(주),036800,2015/12,263882885,290935340,30525343,30525343,204380635,26535887
나이스정보통신(주),036800,2016/12,276593562,242901972,31430598,31430598,137329681,23190473
나이스정보통신(주),036800,2017/12,243324925,269315231,32469071,32469071,163569895,14822372
나이스정보통신(주),036800,2018/12,240175109,272882615,30741377,30741377,179752080,10781731
나이스정보통신(주),036800,2019/12,217676154,285397852,23927709,23927709,190680406,5961601
나이스평가정보(주),030190,2010/12,18096403,103573008,1227725,1227725,24825174,7135288
나이스평가정보(주),030190,2011/12,116497079,115641904,15066445,15066445,29046544,12890669
나이스평가정보(주),030190,2012/12,132676592,131790039,11830576,11830576,68631237,13519395
나이스평가정보(주),030190,2013/12,170695443,140687581,15094937,15094937,59548450,23250053
나이스평가정보(주),030190,2014/12,220464782,158886722,16863187,16863187,75581003,7100996
나이스평가정보(주),030190,2015/12,279187643,180971986,22128769,22128769,80146888,7675110
나이스평가정보(주),030190,2016/12,288665097,209009986,29095312,29095312,95698360,12392893
나이스평가정보(주),030190,2017/12,301384740,233114682,31319526,31319526,101194921,29312435
나이스평가정보(주),030190,2018/12,323817190,265184148,37057257,37057257,121855105,34075939
나이스평가정보(주),030190,2019/12,345645820,312334965,39601937,39601937,147974965,51934235
남광토건(주),001260,2010/12,690215402,1087783629,-193510500,-193510500,863289721,21310430
남광토건(주),001260,2011/12,672858229,882208639,-152019936,-152019936,666112007,20814695
남광토건(주),001260,2012/12,393480205,442047948,-293332842,-293332842,365424286,19873046
남광토건(주),001260,2013/12,284497543,459326561,-46062636,-46062636,320679285,19099859
남광토건(주),001260,2014/12,278638118,512865778,-107679648,-107679648,208063064,18528352
남광토건(주),001260,2015/12,302388687,226901178,-75424314,-75424314,148574440,17937300
남광토건(주),001260,2016/12,183598711,175757649,-2149173,-2149173,112589881,2435897
남광토건(주),001260,2017/12,115611173,166279837,1700256,1700256,103974032,3402938
남광토건(주),001260,2018/12,157172931,148770418,5715675,5715675,98964693,3382566
남광토건(주),001260,2019/12,236179654,202430435,3863897,3863897,141845461,3147240
남양유업(주),003920,2010/12,1028082577,924395599,84664759,84664759,471536601,187169297
남양유업(주),003920,2011/12,1202937339,1009309088,52977276,52977276,507007650,200970112
남양유업(주),003920,2012/12,1340334900,1026635852,56829763,56829763,506193713,277075852
남양유업(주),003920,2013/12,1205330531,969683243,-44326685,-44326685,430719777,332064647
남양유업(주),003920,2014/12,1126347186,957298111,1678250,1678250,447219956,309843341
남양유업(주),003920,2015/12,1204320758,988661708,24937024,24937024,445221374,281668960
남양유업(주),003920,2016/12,1216821786,1029616449,33142679,33142679,547196117,263001049
남양유업(주),003920,2017/12,1157333564,1024257068,4595370,4595370,477696975,268358929
남양유업(주),003920,2018/12,1070693438,1045543474,9126481,9126481,497086904,274255212
남양유업(주),003920,2019/12,1018263416,1118753128,18114643,18114643,405045224,261541945
남해화학(주),025860,2010/12,1135916194,581983980,19966119,19966119,367424810,163227848
남해화학(주),025860,2011/12,1510056304,631030361,-8360894,-8360894,414020102,166167708
남해화학(주),025860,2012/12,1468834890,563136207,-24915249,-24915249,346908292,158434456
남해화학(주),025860,2013/12,1391550749,504051964,12947114,12947114,298606615,149579658
남해화학(주),025860,2014/12,1251761127,520015616,18164519,18164519,322281403,147150505
남해화학(주),025860,2015/12,1183345141,517179022,20453621,20453621,317537128,153205657
남해화학(주),025860,2016/12,1096487484,529918221,14502063,14502063,315449823,169763524
남해화학(주),025860,2017/12,1122362878,556938054,26852169,26852169,344655192,172630027
남해화학(주),025860,2018/12,1242735386,547908234,8350364,8541946,340999633,171077041
남해화학(주),025860,2019/12,1187201231,581138671,16040768,16040768,373808861,172080672
남화산업(주),111710,2010/12,,,,,,
남화산업(주),111710,2011/12,,,,,,
남화산업(주),111710,2012/12,,,,,,
남화산업(주),111710,2013/12,,,,,,
남화산업(주),111710,2014/12,,,,,,
남화산업(주),111710,2015/12,,,,,,
남화산업(주),111710,2016/12,12912115,121893196,7089291,7089291,6180675,43122445
남화산업(주),111710,2017/12,14214445,130818868,8542804,8542804,10556959,42816814
남화산업(주),111710,2018/12,13448740,145441308,4214585,4214585,21741661,42278533
남화산업(주),111710,2019/12,15007015,147317587,3080123,3080123,26383949,43222263
남화토건(주),091590,2010/12,49863428,100024727,1586320,1586320,41714080,2930481
남화토건(주),091590,2011/12,85180121,104086468,4650453,4650453,47914102,3189760
남화토건(주),091590,2012/12,84687528,113172819,4675966,4675966,55357829,3381064
남화토건(주),091590,2013/12,87135870,114955748,3131567,3131567,57988082,3228921
남화토건(주),091590,2014/12,92761809,112438975,3545435,3545435,56415828,3142469
남화토건(주),091590,2015/12,48883356,110379419,-6251,-6251,45316609,2950426
남화토건(주),091590,2016/12,61133907,117890630,3346870,3346870,41753278,2965684
남화토건(주),091590,2017/12,61797876,120774386,4832941,4832941,41718097,2890989
남화토건(주),091590,2018/12,47418461,121620165,2200802,2200802,40803501,2781499
남화토건(주),091590,2019/12,53116635,126988511,4112699,4112699,59342203,2682038
네스테크(주),037540,2010/12,16469705,33175624,-19585454,-19585454,20516594,3281195
네이버(주),035420,2010/12,1311639311,1697396823,473658360,473658360,808918939,248235354
네이버(주),035420,2011/12,1435148217,1984793152,471702987,471702987,904056144,265165117
네이버(주),035420,2012/12,1511390501,2641450894,536116221,536116221,1157654571,360920592
네이버(주),035420,2013/12,1223505708,2260146995,1960643768,437286478,752776075,556788844
네이버(주),035420,2014/12,1637164959,2728444360,460655993,460655993,1278051845,681974129
네이버(주),035420,2015/12,2141274744,3383717649,642595653,642595653,1804796316,662033287
네이버(주),035420,2016/12,2496498317,3856490674,651815939,651815939,2108036835,666613522
네이버(주),035420,2017/12,2930661325,5342354582,849412353,849412353,2629855600,765297081
네이버(주),035420,2018/12,3459014043,5928592453,900422760,900422760,1226980759,806940725
네이버(주),035420,2019/12,3900013296,6671587334,1092524543,1092524543,880761993,855943164
넥센타이어(주),002350,2010/12,1080302535,1067860244,104788198,104788198,458599060,449109376
넥센타이어(주),002350,2011/12,1177016741,1555779465,90798830,90798830,589823594,807217769
넥센타이어(주),002350,2012/12,1361164473,1691231536,127182943,127182943,552316505,936385870
넥센타이어(주),002350,2013/12,1380223434,1905328798,111929478,111929478,598142249,1119343194
넥센타이어(주),002350,2014/12,1382130416,2136299587,115184722,115184722,593849935,1340481806
넥센타이어(주),002350,2015/12,1468926730,2188678778,124765857,124765857,659942356,1334345449
넥센타이어(주),002350,2016/12,1490685587,2226364296,145435113,145435113,697859735,1303065241
넥센타이어(주),002350,2017/12,1537843988,2292876138,117313465,117313465,703968863,1268341988
넥센타이어(주),002350,2018/12,1582971504,2519363378,140477014,140477014,771852338,1263036066
넥센타이어(주),002350,2019/12,1620923826,2644615300,139190135,139190135,861552854,1263327959
넥스콘테크놀러지(주),038990,2010/12,245240009,193253109,2900481,2900481,93017758,41723366
넥스콘테크놀러지(주),038990,2011/12,317989129,263011879,2830926,2830926,151047561,47169765
넷마블(주),251270,2011/12,0,23276987,4169,4169,505368,0
넷마블(주),251270,2012/12,586705,66560497,-3187528,-3187528,5376255,766174
넷마블(주),251270,2013/12,977945,93327345,-2988984,-2988984,10859746,860175
넷마블(주),251270,2014/12,160617441,664983514,-3299889,-3299889,264499211,15932720
넷마블(주),251270,2015/12,878658258,1206787977,60791065,60791065,195872253,17673709
넷마블(주),251270,2016/12,1073084080,1742067946,23570814,23570814,355638183,20266813
넷마블(주),251270,2017/12,1668776658,4811061974,85386831,85386831,2135945647,27135093
넷마블(주),251270,2018/12,1159865513,4576377600,42944131,42944131,1555443263,102929808
넷마블(주),251270,2019/12,1251836230,4511543913,28066555,28066555,1365153974,105692483
농업회사법인(주)농우바이오,054050,2010/10,48451120,115289313,10828215,10828215,56506564,26457212
농업회사법인(주)농우바이오,054050,2011/10,55598772,138708289,12048807,12048807,52253827,47979479
농업회사법인(주)농우바이오,054050,2013/09,67572494,168997313,12975067,12975067,67209571,48233728
농업회사법인(주)농우바이오,054050,2014/09,69261800,181307031,13738836,13738836,71971729,55680242
농업회사법인(주)농우바이오,054050,2015/09,78477878,203918302,13926144,13926144,84529352,47219310
농업회사법인(주)농우바이오,054050,2016/12,82836511,212422656,-9087576,-9087576,96922367,45121697
농업회사법인(주)농우바이오,054050,2017/12,87588908,229440574,8258524,8258524,104869878,43901913
농업회사법인(주)농우바이오,054050,2018/12,79957237,253156055,26863154,26863154,120898371,48084356
농업회사법인(주)농우바이오,054050,2019/12,91191095,271519435,5163784,5163784,127220900,56670959
뉴지랩파마(주),214870,2010/12,,,,,,
뉴지랩파마(주),214870,2011/12,,,,,,
뉴지랩파마(주),214870,2012/12,78184333,34298301,4194120,4194120,22989363,10004017
뉴지랩파마(주),214870,2013/12,71254371,28002181,5791021,5791021,16616243,9941184
뉴지랩파마(주),214870,2014/12,66063451,32094356,2664103,2664103,21565277,7802332
뉴지랩파마(주),214870,2015/12,73464989,41785986,3368750,3368750,31440629,7887132
뉴지랩파마(주),214870,2016/12,32877051,44541663,-1089110,-1089110,32764407,9830862
뉴지랩파마(주),214870,2017/12,30603266,73353796,-9115400,-9115400,60890167,9551612
뉴지랩파마(주),214870,2018/12,18563223,58643750,-8369645,-8369645,44917673,5209144
뉴지랩파마(주),214870,2019/12,95819852,120130164,198387,198387,81814762,5036545
닉스테크(주),063840,2010/12,,,,,,
닉스테크(주),063840,2011/12,,,,,,
닉스테크(주),063840,2012/12,13900856,12675760,772630,772630,6175602,2377272
닉스테크(주),063840,2013/12,15736602,14640208,1446422,1446422,7727290,2365817
닉스테크(주),063840,2014/12,15084930,16902460,998334,998334,9312905,3926601
닉스테크(주),063840,2015/12,16444696,21137792,2159040,2159040,13626743,3534102
다믈멀티미디어(주),093640,2010/12,27635766,15825244,595611,595611,9234896,359607
다믈멀티미디어(주),093640,2011/12,25109571,12500427,-2234140,-2234140,7807223,154131
다믈멀티미디어(주),093640,2012/12,28350695,11732836,528053,528053,8548565,80156
다믈멀티미디어(주),093640,2013/12,24466403,11146084,295436,295436,8860373,51032
다믈멀티미디어(주),093640,2014/12,26471753,11645684,511377,511377,8376509,49203
다믈멀티미디어(주),093640,2015/12,24210168,13920597,-1388875,-1388875,10495707,121362
다믈멀티미디어(주),093640,2016/12,25657732,14859738,82420,82420,11594740,122822
다믈멀티미디어(주),093640,2017/12,18332541,11051908,-4149205,-4149205,8171601,154776
다믈멀티미디어(주),093640,2018/12,11127167,14961218,-3613121,-3613121,13912686,93272
다믈멀티미디어(주),093640,2019/12,13137932,33393126,535961,535961,18361907,463915
다스코(주),058730,2010/12,70316770,78758145,603849,603849,49543141,21817120
다스코(주),058730,2011/12,81343086,88668290,3276567,3276567,55627992,21539064
다스코(주),058730,2012/12,101800632,89424962,7202623,7202623,55863868,25711914
다스코(주),058730,2013/12,108245160,107762576,7553390,7553390,68202055,29012262
다스코(주),058730,2014/12,111531987,106205861,6340531,6340531,58851493,34771746
다스코(주),058730,2015/12,135394762,128873589,8435624,8435624,83340970,33975569
다스코(주),058730,2016/12,157137164,157087155,12321719,12321719,86445268,50686078
다스코(주),058730,2017/12,223311391,225818139,18631925,18631925,143932965,58658112
다스코(주),058730,2018/12,240254463,212293504,18050041,18050041,127576899,57149962
다스코(주),058730,2019/12,214770746,214790061,2482284,2482284,120767867,56059051
대덕GDS(주),004130,2010/12,360300480,409792271,38534854,38534854,249425300,81375785
대덕GDS(주),004130,2011/12,417343274,427530669,23730177,23730177,228694527,100657918
대덕GDS(주),004130,2012/12,464531532,454534046,34040811,34040811,295994513,101287859
대덕GDS(주),004130,2013/12,551972483,521364483,49019363,49019363,278136238,185326253
대덕GDS(주),004130,2014/12,521639055,509041037,17560895,17560895,196267827,207572809
대덕GDS(주),004130,2015/12,476462409,506992982,20936491,20936491,274873481,178200298
대덕GDS(주),004130,2016/12,429173435,498433675,8501774,8501774,239354098,151287611
대덕GDS(주),004130,2017/12,456605885,553128068,29996977,29996977,264286958,177941472
대동금속(주),020400,2010/12,50686973,38730225,931719,931719,12527666,25664105
대동금속(주),020400,2011/12,66771865,52702689,1310907,1310907,18193764,33421765
대동금속(주),020400,2012/12,60324966,52200058,224676,224676,17582961,33660786
대동금속(주),020400,2013/12,58999113,48017057,392641,392641,13609796,33449761
대동금속(주),020400,2014/12,60523408,56893629,321113,321113,18721663,37266347
대동금속(주),020400,2015/12,59822981,64501536,752432,752432,14874288,48594914
대동금속(주),020400,2016/12,61096103,65371060,-253459,-253459,17380089,47142058
대동금속(주),020400,2017/12,74709305,69386122,836993,836993,22052465,46442273
대동금속(주),020400,2018/12,80862657,85069831,860501,860501,25210153,58927371
대동금속(주),020400,2019/12,88529123,106533539,762,762,31101468,74558056
대동기어(주),008830,2010/12,116738771,105252778,1244577,1244577,41666836,62013386
대동기어(주),008830,2011/12,132310704,121696546,1159798,1159798,52551028,67751814
대동기어(주),008830,2012/12,115116115,111213300,-2884165,-2884165,41985541,67800625
대동기어(주),008830,2013/12,117973433,133982115,74707,74707,56797445,75107596
대동기어(주),008830,2014/12,127512682,144518750,141006,141006,62824499,78983728
대동기어(주),008830,2015/12,114853907,166562280,887151,887151,62134793,102667455
대동기어(주),008830,2016/12,92871384,164578541,-3068230,-3068230,56012121,107100881
대동기어(주),008830,2017/12,113492983,183471565,71532,71532,72005819,109630607
대동기어(주),008830,2018/12,131996658,172786967,210445,210445,58093700,113433439
대동기어(주),008830,2019/12,143079332,182832449,-557474,-557474,62940933,118505967
대림비앤코(주),005750,2010/12,81642099,228963615,675596,-194851,61677879,111607020
대림비앤코(주),005750,2011/12,88522467,231366638,1192208,244196,61347606,110426748
