회사명,거래소코드,회계년도,재고자산(*)(IFRS연결),매입채무(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),매출액(수익)(*)(IFRS연결),이자비용(IFRS연결),유형자산(*)(IFRS연결),자본(*)(IFRS연결),당기순이익(손실)(IFRS연결),연구개발비(IFRS연결)
(주)케이엠더블유,032500,2019/12,73585595,53767936,-3656250,682876301,5670335,97747884,216782641,102659893,35474620
(주)케이옥션,102370,2011/12,,,,,,,,,
(주)케이옥션,102370,2012/12,,,,,,,,,
(주)케이옥션,102370,2013/12,,,,,,,,,
(주)케이옥션,102370,2014/12,,,,,,,,,
(주)케이옥션,102370,2015/12,,,,,,,,,
(주)케이옥션,102370,2016/12,,,,,,,,,
(주)케이옥션,102370,2017/12,,,,,,,,,
(주)케이옥션,102370,2018/12,16152344,0,-2216699,22129720,3444353,27308458,23534914,-720157,0
(주)케이옥션,102370,2019/12,24007864,0,11091753,30578670,3913203,29459473,26261414,2644842,0
(주)케이이씨,092220,2011/12,85153872,31782338,-12072653,301820861,13839974,269121897,166494807,-40258079,7671372
(주)케이이씨,092220,2012/12,58412896,25037646,13822892,262269893,13960607,239807645,154620386,-52659479,6933182
(주)케이이씨,092220,2013/12,51165261,26230247,8394192,259791513,11348341,200093624,155880381,-28033543,6464616
(주)케이이씨,092220,2014/12,56232188,26685027,-4576098,219931598,7372618,180197577,151369802,3237232,4117798
(주)케이이씨,092220,2015/12,56466973,18785537,6706278,209099505,5381951,167385273,150985042,523479,3990027
(주)케이이씨,092220,2016/12,53747871,11615164,30955967,227690903,5308900,202489759,202200220,75022,4364706
(주)케이이씨,092220,2017/12,55604569,16110157,12428764,237212116,3940880,192693941,222638055,1365010,4060514
(주)케이이씨,092220,2018/12,53444030,13850358,27969298,217374591,2745114,184509177,225405480,1752673,4463039
(주)케이이씨,092220,2019/12,46778920,11689694,17563717,201729382,2543129,104307333,213961167,-19726091,5590250
(주)케이지모빌리언스,046440,2011/12,0,28950,1069684,82388498,818213,1258088,81614334,9278853,1974748
(주)케이지모빌리언스,046440,2012/12,0,166128,-7496693,95032451,926740,20825092,98502658,15694059,1998420
(주)케이지모빌리언스,046440,2013/12,0,1490998,27484764,118648067,1940785,20423698,109949578,8914600,1914733
(주)케이지모빌리언스,046440,2014/12,,,,,,,,,
(주)케이지모빌리언스,046440,2015/12,,,,,,,,,
(주)케이지모빌리언스,046440,2016/12,530238,419856,-4802102,136687237,774907,20002206,146592929,10806007,1874972
(주)케이지모빌리언스,046440,2017/12,300408,829004,-14846254,170595514,1693988,58713162,218655573,12654600,1736887
(주)케이지모빌리언스,046440,2018/12,210860,349837,19976878,202941577,2131443,62267541,226111885,12119266,1307524
(주)케이지모빌리언스,046440,2019/12,222373,375051,77859911,192191691,4366998,42908034,237463230,17606275,1488787
(주)케이지이니시스,035600,2011/12,0,0,-14098175,181404315,155252,6419982,120452107,15829534,2371567
(주)케이지이니시스,035600,2012/12,,,,,,,,,
(주)케이지이니시스,035600,2013/12,690260,13612951,35022222,415769259,2513105,36590886,215336390,21616396,1914733
(주)케이지이니시스,035600,2014/12,1164688,10039693,-45594360,547791153,3355048,38163295,234803277,25691380,2198187
(주)케이지이니시스,035600,2015/12,1134157,9329001,-70739842,696865682,2686271,44202887,225047266,3364111,2261753
(주)케이지이니시스,035600,2016/12,566361,16467715,65823384,701048399,2769367,46323261,257448850,13578015,1874972
(주)케이지이니시스,035600,2017/12,2718712,9372180,174767832,758453344,2977237,83797936,309704625,3026893,1736887
(주)케이지이니시스,035600,2018/12,3202156,10461039,40858527,924624291,2738154,86948741,338325234,39874884,0
(주)케이지이니시스,035600,2019/12,2916776,11806089,225743137,956102654,10684286,143166981,380726491,60026124,0
(주)케이티,030200,2011/12,674727000,1635361000,2150309000,21990051000,481415000,14022695000,12537809000,1452019000,175917000
(주)케이티,030200,2012/12,934870000,1822895000,5721398000,23790359000,472491000,15734420000,13164512000,1111450000,153150000
(주)케이티,030200,2013/12,614062000,1716686000,4111073000,23810599000,450302000,16386964000,12864910000,-60251000,171461000
(주)케이티,030200,2014/12,393271000,1200032000,1916413000,23421673000,501052000,16468196000,11790288000,-966176000,192022000
(주)케이티,030200,2015/12,525366000,1290373000,4229965000,22281221000,385925000,14478914000,12165465000,631288000,183821000
(주)케이티,030200,2016/12,377981000,1235955000,4770750000,22743665000,337219000,14312111000,12794779000,797844000,167881000
(주)케이티,030200,2017/12,457726000,1399287000,3877749000,23387267000,302464000,13562319000,13076376000,561526000,168635000
(주)케이티,030200,2018/12,683998000,1236489000,4010464000,23460143000,296873000,13068257000,14731280000,762305000,176758000
(주)케이티,030200,2019/12,665498000,1304795000,3745173000,24342064000,268225000,13785299000,15186953000,669347000,165028000
(주)케이티서브마린,060370,2011/12,,,,,,,,,
(주)케이티서브마린,060370,2012/12,,,,,,,,,
(주)케이티서브마린,060370,2013/12,,,,,,,,,
(주)케이티서브마린,060370,2014/12,,,,,,,,,
(주)케이티서브마린,060370,2015/12,,,,,,,,,
(주)케이티서브마린,060370,2016/12,,,,,,,,,
(주)케이티서브마린,060370,2017/12,,,,,,,,,
(주)케이티서브마린,060370,2018/12,,,,,,,,,
(주)케이티서브마린,060370,2019/12,,,,,,,,,
(주)케이티스카이라이프,053210,2011/12,2148541,0,92888676,476053233,10581672,202734452,292212227,26648829,0
(주)케이티스카이라이프,053210,2012/12,2076592,0,170815028,566456120,5082691,248645813,348914510,55575482,0
(주)케이티스카이라이프,053210,2013/12,4621435,0,141281530,623394599,3213257,291150028,401582726,72724380,0
(주)케이티스카이라이프,053210,2014/12,3199471,0,140057362,652787112,4194783,311458056,436682240,55162194,0
(주)케이티스카이라이프,053210,2015/12,2559795,0,157762637,660956583,2383439,311027803,493443787,72986740,0
(주)케이티스카이라이프,053210,2016/12,1481228,0,155398874,665053007,1973250,298371655,546496013,68863323,0
(주)케이티스카이라이프,053210,2017/12,4086652,0,99269320,685821509,2005819,287608825,582342912,57314013,0
(주)케이티스카이라이프,053210,2018/12,7498211,0,183474568,690820836,995396,268467078,666160616,52010216,0
(주)케이티스카이라이프,053210,2019/12,2619783,0,152548955,694637003,979197,237372561,705437330,56007737,0
(주)케이티씨에스,058850,2011/12,,,,,,,,,
(주)케이티씨에스,058850,2012/12,,,,,,,,,
(주)케이티씨에스,058850,2013/12,,,,,,,,,
(주)케이티씨에스,058850,2014/12,13987611,88099327,-7328349,594727818,72868,15676239,147522873,13322526,73187
(주)케이티씨에스,058850,2015/12,18357912,121066967,26124115,1065846503,54473,18583309,152631558,13533560,28627
(주)케이티씨에스,058850,2016/12,19691679,95357491,9266992,953674070,12358,18807972,156127954,7854633,19704
(주)케이티씨에스,058850,2017/12,19836892,111002471,13882740,967759848,12663,18032700,159569858,7385006,18021
(주)케이티씨에스,058850,2018/12,24546897,93545958,12722541,1016085167,35605,18158996,161718622,11401358,36983
(주)케이티씨에스,058850,2019/12,21395350,55453122,25007704,944861713,1838568,76769422,164120883,7530107,20851
(주)케이티아이에스,058860,2011/12,,,,,,,,,
(주)케이티아이에스,058860,2012/12,,,,,,,,,
(주)케이티아이에스,058860,2013/12,,,,,,,,,
(주)케이티아이에스,058860,2014/12,,,,,,,,,
(주)케이티아이에스,058860,2015/12,,,,,,,,,
(주)케이티아이에스,058860,2016/12,,,,,,,,,
(주)케이티아이에스,058860,2017/12,,,,,,,,,
(주)케이티아이에스,058860,2018/12,,,,,,,,,
(주)케이티아이에스,058860,2019/12,,,,,,,,,
(주)케이티알파,036030,2011/12,1120195,42307355,1543583,463031685,22703,24747200,180353329,-2002301,0
(주)케이티알파,036030,2012/12,1539457,56117234,-14954470,443430601,74918,21842169,169719283,-8876832,0
(주)케이티알파,036030,2013/12,1415558,74255695,11107514,579987227,171284,18443460,191020661,3551365,0
(주)케이티알파,036030,2014/12,,,,,,,,,
(주)케이티알파,036030,2015/12,,,,,,,,,
(주)케이티알파,036030,2016/12,,,,,,,,,
(주)케이티알파,036030,2017/12,,,,,,,,,
(주)케이티알파,036030,2018/12,,,,,,,,,
(주)케이티알파,036030,2019/12,,,,,,,,,
(주)케이티앤지,033780,2011/12,1483346514,57868000,756854136,3722965820,4233051,1563058642,4850117323,806463278,29359000
(주)케이티앤지,033780,2012/12,1626013011,45927000,765575840,3911818275,7963333,1615820826,5154754941,718677658,37106000
(주)케이티앤지,033780,2013/12,1837765728,81699000,594616223,3782629860,10533000,1608173027,5324177197,558194389,32044000
(주)케이티앤지,033780,2014/12,1933058471,94258000,760920773,4101425018,9998286,1672142568,5653155406,800411846,35747000
(주)케이티앤지,033780,2015/12,2069634958,101407000,1258912454,4134035080,8499727,1710135120,6234846929,1046154494,36032000
(주)케이티앤지,033780,2016/12,2214400998,103136000,1488813404,4468855746,6308000,1631937344,7054891794,1203742347,37468000
(주)케이티앤지,033780,2017/12,2317801932,68537000,1141485071,4667193482,8576000,1775724005,7860184135,1211446576,43552000
(주)케이티앤지,033780,2018/12,2461319195,72573000,822057209,4471515592,6956842,1819169337,8168203816,903359164,43148000
(주)케이티앤지,033780,2019/12,2447243499,62140000,1042489387,4963202297,6850984,1753739294,8739585488,1037198625,49673000
(주)케이프,064820,2011/12,,,,,,,,,
(주)케이프,064820,2012/12,8044868,669457,4210134,25761770,3281812,79027538,104838895,2262300,34946
(주)케이프,064820,2013/12,8109376,474189,-2955531,18065990,3483315,74937296,90392671,-15049205,17604
(주)케이프,064820,2014/12,6845498,649072,-698439,22434042,3094062,72211213,91124518,163691,25966
(주)케이프,064820,2015/12,8739924,132359,52188,19294891,1995728,68806508,88983085,-2928284,27183
(주)케이프,064820,2016/12,7997334,531547,30121343,122114121,4718738,92671801,161908069,7829314,33245
(주)케이프,064820,2017/12,9458052,302397,-88266499,230559392,6674408,91132022,171730408,3136290,37854
(주)케이프,064820,2018/12,10090642,332467,-447103671,254635658,6749922,90226653,182706094,4176501,42707
(주)케이프,064820,2019/12,12524214,681232,251121264,351484046,6712075,94649562,192519601,8238048,48999
(주)케이피에스,256940,2013/12,,,,,,,,,
(주)케이피에스,256940,2014/12,,,,,,,,,
(주)케이피에스,256940,2015/12,,,,,,,,,
(주)케이피에스,256940,2016/12,,,,,,,,,
(주)케이피에스,256940,2017/12,,,,,,,,,
(주)케이피에스,256940,2018/12,3454520,1833425,2373370,40627706,27498,10698216,30913005,6806838,604411
(주)케이피에스,256940,2019/12,3423578,804658,-731241,14191010,65971,10300846,30297782,-346434,780361
(주)케이피에프,024880,2011/12,50139821,23032776,-21301518,281117065,3384700,80823659,123694667,8987551,0
(주)케이피에프,024880,2012/12,58570569,21412169,-8385930,308344030,5538414,120146336,146043838,3269797,0
(주)케이피에프,024880,2013/12,75111696,29075588,-1732785,340776901,6213488,135359919,144057897,147451,0
(주)케이피에프,024880,2014/12,75302245,19399667,2120233,313687726,6584921,136075974,124097068,-23423507,0
(주)케이피에프,024880,2015/12,79498415,16089661,4341233,329085096,5996030,137617981,126689831,11029847,0
(주)케이피에프,024880,2016/12,79339109,23279629,17815535,340186800,6026075,137027766,132147099,4432606,0
(주)케이피에프,024880,2017/12,84944820,19602404,-3125509,365411324,7727809,126595500,138508119,12828581,0
(주)케이피에프,024880,2018/12,84312227,19537040,22727920,375029991,9044481,111502413,148362756,9342170,0
(주)케이피에프,024880,2019/12,85278491,19350683,35477037,376261557,8262044,112016561,161823122,7612659,0
(주)케이피엠테크,042040,2011/12,22837715,8260050,-2412419,75514436,2313005,26864626,20566036,-3856661,0
(주)케이피엠테크,042040,2012/12,12115719,18262724,8465009,85417091,4065355,32445416,517608,-20861554,0
(주)케이피엠테크,042040,2013/12,5940629,5096660,-3153222,20869190,3865102,15303355,1975716,-13532465,0
(주)케이피엠테크,042040,2014/12,7575667,10851610,10979919,39124781,1218658,14117209,6598899,3977605,0
(주)케이피엠테크,042040,2015/12,3273660,4642408,-5714211,48058393,1308220,13375902,8404576,1996435,0
(주)케이피엠테크,042040,2016/12,4141949,4774167,-5640136,21916246,1813665,12809808,46371585,-3055982,0
(주)케이피엠테크,042040,2017/12,1814053,2325164,-3975874,29040534,5866974,11561761,76504935,-5606172,1000000
(주)케이피엠테크,042040,2018/12,2734257,4079583,-3199902,29535233,5305508,16966105,136753234,32768619,909671
(주)케이피엠테크,042040,2019/12,3401475,1002974,-13568641,17724886,5353933,15043738,106814239,-35339299,1419634
(주)케이피케미칼,064420,2011/12,299284820,609169547,300371792,4640259586,5856914,475920362,1356183589,303825652,0
(주)케이피티유,054410,2011/12,271679,972621,2664812,16000643,950828,8458468,21504588,-3171267,0
(주)케이피티유,054410,2012/12,165466,1216762,-157202,16988809,1129950,8546436,21272483,-1881853,0
(주)케이피티유,054410,2013/12,,,,,,,,,
(주)케이피티유,054410,2014/12,,,,,,,,,
(주)케이피티유,054410,2015/12,,,,,,,,,
(주)케이피티유,054410,2016/12,,,,,,,,,
(주)케이피티유,054410,2017/12,3135614,4555824,1583737,26423859,668708,14527163,32031264,4236785,0
(주)케이피티유,054410,2018/12,1679960,4179994,481635,25144665,761601,11524384,32167232,2259756,0
(주)케이피티유,054410,2019/12,,,,,,,,,
(주)케일럼,258610,2012/12,,,,,,,,,
(주)케일럼,258610,2013/12,,,,,,,,,
(주)케일럼,258610,2014/12,,,,,,,,,
(주)케일럼,258610,2015/12,,,,,,,,,
(주)케일럼,258610,2016/12,,,,,,,,,
(주)케일럼,258610,2017/12,,,,,,,,,
(주)케일럼,258610,2018/12,206374,3468794,2500124,23521557,672046,22931773,24758945,2810885,148271
(주)케일럼,258610,2019/12,430467,1096920,-92568,20471120,1083025,24683729,33100021,-1190805,102034
(주)켐트로닉스,089010,2011/12,27168317,15522113,20400595,236418100,4001130,75133016,50586064,9094428,3884665
(주)켐트로닉스,089010,2012/12,33953646,13428609,11748707,249814454,3536666,72511289,75250903,13845004,4408969
(주)켐트로닉스,089010,2013/12,39342580,17542207,22163524,314826741,2535569,104904401,93902205,20899849,4886641
(주)켐트로닉스,089010,2014/12,43287313,13089897,6380986,278686699,2365503,110932606,85476267,-4635103,5638169
(주)켐트로닉스,089010,2015/12,50345780,12147785,-1710340,265622473,2769697,107872847,79154124,-9108933,3371250
(주)켐트로닉스,089010,2016/12,43784526,12069325,26502291,246122176,3618275,114240120,77434011,-5910302,1923290
(주)켐트로닉스,089010,2017/12,37638086,23090346,13042953,292775238,3883053,106430355,75133789,-16143114,2396279
(주)켐트로닉스,089010,2018/12,43889713,23150120,1243458,337353792,5196912,99064149,78747219,1145164,5410804
(주)켐트로닉스,089010,2019/12,43441725,27709676,54453022,403474312,5764550,117662239,99357114,16589112,7463589
(주)켐트로스,220260,2015/12,,,,,,,,,
(주)켐트로스,220260,2016/12,,,,,,,,,
(주)켐트로스,220260,2017/12,,,,,,,,,
(주)켐트로스,220260,2018/12,,,,,,,,,
(주)켐트로스,220260,2019/12,,,,,,,,,
(주)코난테크놀로지,402030,2011/12,,,,,,,,,
(주)코난테크놀로지,402030,2012/12,,,,,,,,,
(주)코난테크놀로지,402030,2013/12,,,,,,,,,
(주)코난테크놀로지,402030,2014/12,,,,,,,,,
(주)코난테크놀로지,402030,2015/12,,,,,,,,,
(주)코난테크놀로지,402030,2016/12,,,,,,,,,
(주)코다코,046070,2011/12,,,,,,,,,
(주)코다코,046070,2012/12,,,,,,,,,
(주)코다코,046070,2013/12,17556270,14883208,31425287,224973669,8400799,159321679,60335565,5435343,2274793
(주)코다코,046070,2014/12,22993670,15570427,10945023,242111802,8895018,178661210,70349401,5211437,3231446
(주)코다코,046070,2015/12,22433569,10317707,18991613,265056276,9301285,195750611,83773398,6067659,6468563
(주)코다코,046070,2016/12,20267753,13455825,35931582,286354375,8553862,223438489,112423993,10750888,5219319
(주)코다코,046070,2017/12,59715180,20509370,-3942758,267845912,9526163,241981731,111445031,-2389449,4254888
(주)코다코,046070,2018/12,39007159,8714149,17382457,258632562,12007651,251462984,88716998,-24789229,3370590
(주)코다코,046070,2019/12,36479767,10427139,11032448,223364645,13917253,232541822,30390838,-23437603,778256
(주)코데즈컴바인,047770,2011/12,85069468,43827701,-17887311,222266382,2762665,25692277,63453391,3033324,0
(주)코데즈컴바인,047770,2012/12,70654801,34475505,-8023146,199637681,3388973,24475827,48782750,-15682044,50000
(주)코데즈컴바인,047770,2013/12,51310124,28725378,-250500,151340518,2917506,22587700,29159301,-19646159,0
(주)코데즈컴바인,047770,2014/12,17377255,21153733,-3938648,103195043,1675844,18300375,5229028,-23822397,0
(주)코데즈컴바인,047770,2015/12,2428710,832452,-20491869,17642711,899973,11995721,22087592,-12378524,0
(주)코데즈컴바인,047770,2016/12,1201981,833638,1920067,16337467,9587,11809673,23881161,1483530,0
(주)코데즈컴바인,047770,2017/12,2344788,707854,2600159,21234364,0,973621,26472949,2133789,0
(주)코데즈컴바인,047770,2018/12,3697507,751673,2773997,29343056,215182,1504190,35472170,3527074,0
(주)코데즈컴바인,047770,2019/12,4147212,816577,5249132,35815190,379012,3377310,42396852,6903733,0
(주)코디,080530,2011/12,,,,,,,,,
(주)코디,080530,2012/12,5261346,1385736,-866025,39147750,1731570,23966962,24494196,-7363681,1497778
(주)코디,080530,2013/12,6338507,6522330,1163256,43944030,1834105,23077065,28446829,-220929,700646
(주)코디,080530,2014/12,7969725,11211398,1509464,53717688,1156243,23443063,34985118,700598,468330
(주)코디,080530,2015/12,3938083,1471863,65700,54946269,996027,19909879,38271316,-4030321,513007
(주)코디,080530,2016/12,1213041,2216745,-7477787,8087303,1146435,24631544,48150607,-12863200,250659
(주)코디,080530,2017/12,1104258,867066,-6762997,12264264,2865178,28519908,22852207,-19204480,1268271
(주)코디,080530,2018/12,2955379,4696449,-4757769,20265908,1444875,39380305,31898224,-11832211,335711
(주)코디,080530,2019/12,4277513,3567590,143087,49308692,4201328,25309792,27854293,-7046096,417369
(주)코렌텍,104540,2011/12,,,,,,,,,
(주)코렌텍,104540,2012/12,10068295,2314203,-2122575,23367816,1282699,9398327,20116331,482580,0
(주)코렌텍,104540,2013/12,10870343,1958988,1043940,28262583,718287,10443467,44483677,3347977,0
(주)코렌텍,104540,2014/12,12152483,1546587,450702,26582778,732099,13673974,48303613,-1466556,162941
(주)코렌텍,104540,2015/12,13903112,728419,2544610,30346648,712971,14856120,56266889,-859436,156649
(주)코렌텍,104540,2016/12,17327508,1489708,2846527,35974058,335073,19989840,61731589,1199387,320748
(주)코렌텍,104540,2017/12,19319311,1176403,6327666,37848863,1026358,31150662,54319984,-7378800,1895988
(주)코렌텍,104540,2018/12,16340937,1802001,5258965,33405771,1189486,14992505,24085935,-29763062,554012
(주)코렌텍,104540,2019/12,16350557,1866482,3855231,40189165,894244,13894942,29938860,2505582,1152433
(주)코리아나화장품,027050,2011/12,8587025,4182789,16584697,105626347,1859005,45735390,61744074,644133,0
(주)코리아나화장품,027050,2012/12,10080651,2973921,39541,97725699,136934,50282472,72556380,11250025,0
(주)코리아나화장품,027050,2013/12,12097392,4424193,607777,95705637,110032,60851952,72481082,269574,0
(주)코리아나화장품,027050,2014/12,9131878,3949196,2424339,101113985,759423,62244093,65950411,-5710966,0
(주)코리아나화장품,027050,2015/12,13535514,5991343,3075295,136517442,629824,65625855,79087423,6237299,0
(주)코리아나화장품,027050,2016/12,14691852,4873865,6375479,124019612,362200,66762405,80967946,4066482,0
(주)코리아나화장품,027050,2017/12,14126301,5072213,7446052,111708970,344260,63264645,77412681,1769137,0
(주)코리아나화장품,027050,2018/12,13576900,7128865,5087949,115727727,393230,62817219,77632446,1654416,0
(주)코리아나화장품,027050,2019/12,16476988,7192824,6518828,117202282,545039,60041840,77548486,513457,0
(주)코리아써키트,007810,2011/12,39049412,38922992,5079399,402015466,2617455,167397241,248163825,13916614,0
(주)코리아써키트,007810,2012/12,40904290,48414595,88815883,519497206,4306184,184762929,286741523,41829791,0
(주)코리아써키트,007810,2013/12,53509369,42924357,63726524,547056321,3209884,212743615,396058466,34021477,0
(주)코리아써키트,007810,2014/12,40769436,40746027,69547386,553161676,2226067,219240008,397406160,4652411,0
(주)코리아써키트,007810,2015/12,44224241,30379267,61607416,564337230,1298878,211889352,398771647,7408041,0
(주)코리아써키트,007810,2016/12,56272545,40892246,14797334,545300471,1016856,195093588,390902233,-4194050,0
(주)코리아써키트,007810,2017/12,70956286,42126583,34764902,591598882,1441281,201647651,415371181,29629690,0
(주)코리아써키트,007810,2018/12,65683527,36200077,10030345,535824715,1839816,182901219,387776024,-27865837,0
(주)코리아써키트,007810,2019/12,45358601,40164821,47211164,543423599,466082,163011180,390491858,2124891,0
(주)코맥스,036690,2011/12,16135488,8721150,12693298,97232046,1536601,24614200,30546179,5687165,1801441
(주)코맥스,036690,2012/12,14252025,7787265,11698881,88535834,1491338,24196778,34660619,5110279,1842828
(주)코맥스,036690,2013/12,16475746,8503352,7873997,101190432,847807,24607352,40962150,7717808,2760378
(주)코맥스,036690,2014/12,20452103,11249562,11075032,109601468,584380,24916698,44212552,4470273,2772545
(주)코맥스,036690,2015/12,21532276,14995541,7028362,114259254,325136,24943739,49260214,5830515,3470381
(주)코맥스,036690,2016/12,21656333,13548336,11756695,131799755,194656,25406239,57273466,8971035,3473559
(주)코맥스,036690,2017/12,23940482,16111814,5874281,140191670,124844,26049005,63723784,7319401,4394705
(주)코맥스,036690,2018/12,26306016,18456922,1173858,144404504,121199,25764259,66288337,3019688,4271216
(주)코맥스,036690,2019/12,30644984,21675271,3185250,143101259,222809,25323505,69616113,3900604,4862911
(주)코메론,049430,2011/12,16119506,7816652,9308874,71184833,227818,29551866,72802329,4734346,270022
(주)코메론,049430,2012/12,12699233,4735772,7601053,64721357,144360,23601358,77644151,7051478,253759
(주)코메론,049430,2013/12,12444854,3718214,7675022,57260368,296502,20690714,82776052,5147518,280369
(주)코메론,049430,2014/12,14078597,4270690,7836313,62019224,161677,20591903,89120284,7904317,1015640
(주)코메론,049430,2015/12,14315657,3750954,13920912,67912627,148324,19516225,100605587,12210190,1026443
(주)코메론,049430,2016/12,13843228,3514020,17271406,68905533,154409,18721967,112540066,12748627,885964
(주)코메론,049430,2017/12,14368654,3736053,11667634,68450794,201109,18542591,119338208,9500732,561670
(주)코메론,049430,2018/12,15883018,3522598,12700817,68746431,164899,21468040,128415959,12241205,648042
(주)코메론,049430,2019/12,14298114,3525606,15639604,66630535,132854,21328705,140474821,14302685,701691
(주)코미코,183300,2013/12,2064677,1855604,3315010,28730311,708703,38261868,21896480,222210,678832
(주)코미코,183300,2014/12,2631592,2636763,7532327,70624851,2497271,43548804,24673748,2232586,2143973
(주)코미코,183300,2015/12,3348865,3428922,18495171,84172728,2471563,43511625,32192421,7410420,2895976
(주)코미코,183300,2016/12,3041729,6826659,15283097,93983099,2000614,43595352,40170716,10763709,3248404
(주)코미코,183300,2017/12,5296427,4894318,26976922,125056374,1277366,49444859,71966199,18816806,2731863
(주)코미코,183300,2018/12,8059255,5340082,29807865,166567372,3116111,103135308,99678975,30284917,3561303
(주)코미코,183300,2019/12,8539543,5416145,38892285,173461446,5433199,154931914,122130423,22816433,5265840
(주)코미팜,041960,2011/12,5627979,595101,-3007577,20300520,481512,22895279,39237058,-134851,788671
(주)코미팜,041960,2012/12,6416329,957043,-5659864,22110189,1128401,31063801,40564868,1011468,118401
(주)코미팜,041960,2013/12,10682644,3618528,3934214,26464655,1179056,55024060,44719909,-82363,149007
(주)코미팜,041960,2014/12,9926979,4721987,-2535196,34454104,2159585,61153400,53158669,-2149582,118479
(주)코미팜,041960,2015/12,11188205,4747418,-2920340,36405104,1440451,66101462,76129750,-6547683,51394
(주)코미팜,041960,2016/12,11297651,3750070,1208529,37636362,1452843,71975256,99300977,227479,152401
(주)코미팜,041960,2017/12,11906162,2949872,235635,36641053,1349116,70327743,107304405,-5196171,40838
(주)코미팜,041960,2018/12,13207169,2643219,-2017715,34994051,1110590,71714642,97986811,-15510105,2756218
(주)코미팜,041960,2019/12,12267495,3649504,950793,35489960,1908854,73701791,76165829,-23266628,4648996
(주)코세스,089890,2011/12,,,,,,,,,
(주)코세스,089890,2012/12,,,,,,,,,
(주)코세스,089890,2013/12,,,,,,,,,
(주)코세스,089890,2014/12,,,,,,,,,
(주)코세스,089890,2015/12,,,,,,,,,
(주)코세스,089890,2016/12,,,,,,,,,
(주)코세스,089890,2017/12,,,,,,,,,
(주)코세스,089890,2018/12,,,,,,,,,
(주)코세스,089890,2019/12,,,,,,,,,
(주)코센,009730,2011/12,,,,,,,,,
(주)코센,009730,2012/12,,,,,,,,,
(주)코센,009730,2013/12,,,,,,,,,
(주)코센,009730,2014/12,17461983,14163546,-6447106,60619827,1073995,13607169,23666367,1207731,0
(주)코센,009730,2015/12,15240574,6937829,4789304,57840688,1280665,9944852,24517596,1099987,0
(주)코센,009730,2016/12,8387915,11833853,2885900,53942891,1503154,8908923,23750526,-8774957,0
(주)코센,009730,2017/12,10377862,9940081,-2091728,57272647,1333806,8120779,29260101,4334679,0
(주)코센,009730,2018/12,10946989,0,-3176246,54690486,1420622,8289217,22144548,-10328397,0
(주)코센,009730,2019/12,12150239,7112120,-4745084,58286145,8129947,9789779,3206098,-56783988,429136
(주)코스나인,082660,2011/12,2016248,3698406,-4027756,41948955,1561701,46837055,21333651,-13955528,686836
(주)코스나인,082660,2012/12,17081132,20490815,-9067479,144642730,2292175,62087526,32355159,733648,991651
(주)코스나인,082660,2013/12,46747308,54101740,-9103776,329560818,3215309,78828082,41972959,6684938,1261393
(주)코스나인,082660,2014/12,38290045,43761520,23152837,340181128,3330622,90277248,53073891,5855195,1259407
(주)코스나인,082660,2015/12,39139562,29961014,8098429,263647344,3599210,96402154,59865405,942625,962873
(주)코스나인,082660,2016/12,36446073,46626474,8034687,207265945,3499748,90775344,69296536,-6508331,1068343
(주)코스나인,082660,2017/12,41880236,61528473,-3906235,184419003,2575114,66453389,61310071,-29605356,80142
(주)코스나인,082660,2018/12,7691727,13868782,-946144,87007413,2386341,14848906,13599808,-49456748,0
(주)코스나인,082660,2019/12,,,,,,,,,
(주)코스메카코리아,241710,2011/12,,,,,,,,,
(주)코스메카코리아,241710,2012/12,,,,,,,,,
(주)코스메카코리아,241710,2013/12,,,,,,,,,
(주)코스메카코리아,241710,2014/12,5305591,10052660,4651434,68318424,573928,25456824,18031866,1355240,3162871
(주)코스메카코리아,241710,2015/12,9904802,20550722,2703016,99149813,453272,25925837,22865228,5027176,4161189
(주)코스메카코리아,241710,2016/12,15226288,22579132,4401326,165176125,407761,37915820,104839062,11504553,5420052
(주)코스메카코리아,241710,2017/12,15406012,21869134,10441457,182327850,97266,53194552,113468532,9934089,6518723
(주)코스메카코리아,241710,2018/12,47246975,29699287,10836558,303292618,1506650,136330883,171616124,9163943,8188556
(주)코스메카코리아,241710,2019/12,49253904,34835149,19352656,347017988,3526000,145838015,172409769,4034208,9746712
(주)코스온,069110,2011/12,,,,,,,,,
(주)코스온,069110,2012/12,,,,,,,,,
(주)코스온,069110,2013/12,,,,,,,,,
(주)코스온,069110,2014/12,,,,,,,,,
(주)코스온,069110,2015/12,,,,,,,,,
(주)코스온,069110,2016/12,24014545,9656505,-13637926,83065519,863859,22043889,61315372,6789923,2032983
(주)코스온,069110,2017/12,34134524,12292791,1187370,100485580,1936386,31517238,72113138,1597592,2457911
(주)코스온,069110,2018/12,32086359,13959874,-6835136,110339643,3144987,65887348,112401290,-991442,3116740
(주)코스온,069110,2019/12,25589651,13135888,28152037,109273819,4394445,110461939,107932375,-5169315,4009787
(주)코썬바이오,204990,2011/12,,,,,,,,,
(주)코썬바이오,204990,2012/12,,,,,,,,,
(주)코썬바이오,204990,2013/12,,,,,,,,,
(주)코썬바이오,204990,2014/12,,,,,,,,,
(주)코썬바이오,204990,2015/12,,,,,,,,,
(주)코썬바이오,204990,2016/12,,,,,,,,,
