회사명,거래소코드,회계년도,감사의견코드(IFRS)
(주)삼화네트웍스,046390,2011/12,UQ
(주)삼화네트웍스,046390,2012/12,UQ
(주)삼화네트웍스,046390,2013/12,UQ
(주)삼화네트웍스,046390,2014/12,UQ
(주)삼화네트웍스,046390,2015/12,UQ
(주)삼화네트웍스,046390,2016/12,UQ
(주)삼화네트웍스,046390,2017/12,UQ
(주)삼화네트웍스,046390,2018/12,UQ
(주)삼화네트웍스,046390,2019/12,UQ
(주)상보,027580,2011/12,UQ
(주)상보,027580,2012/12,UQ
(주)상보,027580,2013/12,UQ
(주)상보,027580,2014/12,UQ
(주)상보,027580,2015/12,UQ
(주)상보,027580,2016/12,UQ
(주)상보,027580,2017/12,UQ
(주)상보,027580,2018/12,UQ
(주)상보,027580,2019/12,UQ
(주)상상인,038540,2011/12,UQ
(주)상상인,038540,2012/12,UQ
(주)상상인,038540,2013/12,UQ
(주)상상인,038540,2014/12,UQ
(주)상상인,038540,2015/12,UQ
(주)상상인,038540,2016/12,UQ
(주)상상인,038540,2017/12,UQ
(주)상상인,038540,2018/12,UQ
(주)상상인,038540,2019/12,UQ
(주)상상인인더스트리,101000,2011/12,UQ
(주)상상인인더스트리,101000,2012/12,UQ
(주)상상인인더스트리,101000,2013/12,UQ
(주)상상인인더스트리,101000,2014/12,UQ
(주)상상인인더스트리,101000,2015/12,UQ
(주)상상인인더스트리,101000,2016/12,UQ
(주)상상인인더스트리,101000,2017/12,UQ
(주)상상인인더스트리,101000,2018/12,UQ
(주)상상인인더스트리,101000,2019/12,UQ
(주)상아프론테크,089980,2011/12,UQ
(주)상아프론테크,089980,2012/12,UQ
(주)상아프론테크,089980,2013/12,UQ
(주)상아프론테크,089980,2014/12,UQ
(주)상아프론테크,089980,2015/12,UQ
(주)상아프론테크,089980,2016/12,UQ
(주)상아프론테크,089980,2017/12,UQ
(주)상아프론테크,089980,2018/12,UQ
(주)상아프론테크,089980,2019/12,UQ
(주)상지카일룸,042940,2011/12,UQ
(주)상지카일룸,042940,2012/12,UQ
(주)상지카일룸,042940,2013/12,UQ
(주)상지카일룸,042940,2014/12,UQ
(주)상지카일룸,042940,2015/12,UQ
(주)상지카일룸,042940,2016/12,UQ
(주)상지카일룸,042940,2017/12,UQ
(주)상지카일룸,042940,2018/12,UQ
(주)상지카일룸,042940,2019/12,UQ
(주)새로닉스,042600,2011/12,UQ
(주)새로닉스,042600,2012/12,UQ
(주)새로닉스,042600,2013/12,UQ
(주)새로닉스,042600,2014/12,UQ
(주)새로닉스,042600,2015/12,UQ
(주)새로닉스,042600,2016/12,UQ
(주)새로닉스,042600,2017/12,UQ
(주)새로닉스,042600,2018/12,UQ
(주)새로닉스,042600,2019/12,UQ
(주)서린바이오사이언스,038070,2011/12,UQ
(주)서린바이오사이언스,038070,2012/12,UQ
(주)서린바이오사이언스,038070,2013/12,UQ
(주)서린바이오사이언스,038070,2014/12,UQ
(주)서린바이오사이언스,038070,2015/12,UQ
(주)서린바이오사이언스,038070,2016/12,UQ
(주)서린바이오사이언스,038070,2017/12,UQ
(주)서린바이오사이언스,038070,2018/12,UQ
(주)서린바이오사이언스,038070,2019/12,UQ
(주)서부티엔디,006730,2011/12,UQ
(주)서부티엔디,006730,2012/12,UQ
(주)서부티엔디,006730,2013/12,UQ
(주)서부티엔디,006730,2014/12,UQ
(주)서부티엔디,006730,2015/12,UQ
(주)서부티엔디,006730,2016/12,UQ
(주)서부티엔디,006730,2017/12,UQ
(주)서부티엔디,006730,2018/12,UQ
(주)서부티엔디,006730,2019/12,UQ
(주)서산,079650,2011/12,UQ
(주)서산,079650,2012/12,UQ
(주)서산,079650,2013/12,UQ
(주)서산,079650,2014/12,UQ
(주)서산,079650,2015/12,UQ
(주)서산,079650,2016/12,UQ
(주)서산,079650,2017/12,UQ
(주)서산,079650,2018/12,UQ
(주)서산,079650,2019/12,UQ
(주)서연,007860,2011/12,UQ
(주)서연,007860,2012/12,UQ
(주)서연,007860,2013/12,UQ
(주)서연,007860,2014/12,UQ
(주)서연,007860,2015/12,UQ
(주)서연,007860,2016/12,UQ
(주)서연,007860,2017/12,UQ
(주)서연,007860,2018/12,UQ
(주)서연,007860,2019/12,UQ
(주)서연이화,200880,2014/12,UQ
(주)서연이화,200880,2015/12,UQ
(주)서연이화,200880,2016/12,UQ
(주)서연이화,200880,2017/12,UQ
(주)서연이화,200880,2018/12,UQ
(주)서연이화,200880,2019/12,UQ
(주)서연탑메탈,019770,2011/12,UQ
(주)서연탑메탈,019770,2012/12,UQ
(주)서연탑메탈,019770,2013/12,UQ
(주)서연탑메탈,019770,2014/12,UQ
(주)서연탑메탈,019770,2015/12,UQ
(주)서연탑메탈,019770,2016/12,UQ
(주)서연탑메탈,019770,2017/12,UQ
(주)서연탑메탈,019770,2018/12,UQ
(주)서연탑메탈,019770,2019/12,UQ
(주)서울리거,043710,2011/12,UQ
(주)서울리거,043710,2012/12,UQ
(주)서울리거,043710,2013/12,UQ
(주)서울리거,043710,2014/12,UQ
(주)서울리거,043710,2015/12,UQ
(주)서울리거,043710,2016/12,UQ
(주)서울리거,043710,2017/12,UQ
(주)서울리거,043710,2018/12,UQ
(주)서울리거,043710,2019/12,UQ
(주)서울옥션,063170,2011/12,UQ
(주)서울옥션,063170,2012/12,UQ
(주)서울옥션,063170,2013/12,UQ
(주)서울옥션,063170,2014/12,UQ
(주)서울옥션,063170,2015/12,UQ
(주)서울옥션,063170,2016/12,UQ
(주)서울옥션,063170,2017/12,UQ
(주)서울옥션,063170,2018/12,UQ
(주)서울옥션,063170,2019/12,UQ
(주)서원,021050,2011/12,UQ
(주)서원,021050,2012/12,UQ
(주)서원,021050,2013/12,UQ
(주)서원,021050,2014/12,UQ
(주)서원,021050,2015/12,UQ
(주)서원,021050,2016/12,UQ
(주)서원,021050,2017/12,UQ
(주)서원,021050,2018/12,UQ
(주)서원,021050,2019/12,UQ
(주)서원인텍,093920,2011/12,UQ
(주)서원인텍,093920,2012/12,UQ
(주)서원인텍,093920,2013/12,UQ
(주)서원인텍,093920,2014/12,UQ
(주)서원인텍,093920,2015/12,UQ
(주)서원인텍,093920,2016/12,UQ
(주)서원인텍,093920,2017/12,UQ
(주)서원인텍,093920,2018/12,UQ
(주)서원인텍,093920,2019/12,UQ
(주)서전기전,189860,2011/12,
(주)서전기전,189860,2012/12,
(주)서전기전,189860,2013/12,
(주)서전기전,189860,2014/12,UQ
(주)서전기전,189860,2015/12,UQ
(주)서전기전,189860,2016/12,UQ
(주)서전기전,189860,2017/12,UQ
(주)서전기전,189860,2018/12,UQ
(주)서전기전,189860,2019/12,UQ
(주)서진시스템,178320,2011/12,
(주)서진시스템,178320,2012/12,
(주)서진시스템,178320,2013/12,
(주)서진시스템,178320,2014/12,
(주)서진시스템,178320,2015/12,UQ
(주)서진시스템,178320,2016/12,UQ
(주)서진시스템,178320,2017/12,UQ
(주)서진시스템,178320,2018/12,UQ
(주)서진시스템,178320,2019/12,UQ
(주)서진오토모티브,122690,2011/12,UQ
(주)서진오토모티브,122690,2012/12,UQ
(주)서진오토모티브,122690,2013/12,UQ
(주)서진오토모티브,122690,2014/12,UQ
(주)서진오토모티브,122690,2015/12,UQ
(주)서진오토모티브,122690,2016/12,UQ
(주)서진오토모티브,122690,2017/12,UQ
(주)서진오토모티브,122690,2018/12,UQ
(주)서진오토모티브,122690,2019/12,UQ
(주)서플러스글로벌,140070,2011/12,
(주)서플러스글로벌,140070,2012/12,
(주)서플러스글로벌,140070,2013/12,
(주)서플러스글로벌,140070,2014/12,
(주)서플러스글로벌,140070,2015/12,UQ
(주)서플러스글로벌,140070,2016/12,UQ
(주)서플러스글로벌,140070,2017/12,UQ
(주)서플러스글로벌,140070,2018/12,UQ
(주)서플러스글로벌,140070,2019/12,UQ
(주)서흥,008490,2011/12,UQ
(주)서흥,008490,2012/12,UQ
(주)서흥,008490,2013/12,UQ
(주)서흥,008490,2014/12,UQ
(주)서흥,008490,2015/12,UQ
(주)서흥,008490,2016/12,UQ
(주)서흥,008490,2017/12,UQ
(주)서흥,008490,2018/12,UQ
(주)서흥,008490,2019/12,UQ
(주)서희건설,035890,2011/12,UQ
(주)서희건설,035890,2012/12,UQ
(주)서희건설,035890,2013/12,UQ
(주)서희건설,035890,2014/12,UQ
(주)서희건설,035890,2015/12,UQ
(주)서희건설,035890,2016/12,UQ
(주)서희건설,035890,2017/12,UQ
(주)서희건설,035890,2018/12,UQ
(주)서희건설,035890,2019/12,UQ
(주)석경에이티,357550,2011/12,
(주)석경에이티,357550,2012/12,
(주)석경에이티,357550,2013/12,
(주)석경에이티,357550,2014/12,
(주)석경에이티,357550,2015/12,
(주)석경에이티,357550,2016/12,
(주)석경에이티,357550,2017/12,
(주)석경에이티,357550,2018/12,
(주)석경에이티,357550,2019/12,UQ
(주)선광,003100,2011/12,UQ
(주)선광,003100,2012/12,UQ
(주)선광,003100,2013/12,UQ
(주)선광,003100,2014/12,UQ
(주)선광,003100,2015/12,UQ
(주)선광,003100,2016/12,UQ
(주)선광,003100,2017/12,UQ
(주)선광,003100,2018/12,UQ
(주)선광,003100,2019/12,UQ
(주)선앤엘,002820,2011/12,UQ
(주)선앤엘,002820,2012/12,UQ
(주)선앤엘,002820,2013/12,UQ
(주)선앤엘,002820,2014/12,UQ
(주)선앤엘,002820,2015/12,UQ
(주)선앤엘,002820,2016/12,UQ
(주)선앤엘,002820,2017/12,UQ
(주)선앤엘,002820,2018/12,UQ
(주)선앤엘,002820,2019/12,UQ
(주)선익시스템,171090,2011/12,
(주)선익시스템,171090,2012/12,UQ
(주)선익시스템,171090,2013/12,UQ
(주)선익시스템,171090,2014/12,UQ
(주)선익시스템,171090,2015/12,UQ
(주)선익시스템,171090,2016/12,UQ
(주)선익시스템,171090,2017/12,UQ
(주)선익시스템,171090,2018/12,UQ
(주)선익시스템,171090,2019/12,UQ
(주)선진,136490,2011/12,UQ
(주)선진,136490,2012/12,UQ
(주)선진,136490,2013/12,UQ
(주)선진,136490,2014/12,UQ
(주)선진,136490,2015/12,UQ
(주)선진,136490,2016/12,UQ
(주)선진,136490,2017/12,UQ
(주)선진,136490,2018/12,UQ
(주)선진,136490,2019/12,UQ
(주)선진지주,014300,2011/12,UQ
(주)성광벤드,014620,2011/12,UQ
(주)성광벤드,014620,2012/12,UQ
(주)성광벤드,014620,2013/12,UQ
(주)성광벤드,014620,2014/12,UQ
(주)성광벤드,014620,2015/12,UQ
(주)성광벤드,014620,2016/12,UQ
(주)성광벤드,014620,2017/12,UQ
(주)성광벤드,014620,2018/12,UQ
(주)성광벤드,014620,2019/12,UQ
(주)성도이엔지,037350,2011/12,UQ
(주)성도이엔지,037350,2012/12,UQ
(주)성도이엔지,037350,2013/12,UQ
(주)성도이엔지,037350,2014/12,UQ
(주)성도이엔지,037350,2015/12,UQ
(주)성도이엔지,037350,2016/12,UQ
(주)성도이엔지,037350,2017/12,UQ
(주)성도이엔지,037350,2018/12,UQ
(주)성도이엔지,037350,2019/12,UQ
(주)성안,011300,2011/12,UQ
(주)성안,011300,2012/12,UQ
(주)성안,011300,2013/12,UQ
(주)성안,011300,2014/12,UQ
(주)성안,011300,2015/12,UQ
(주)성안,011300,2016/12,UQ
(주)성안,011300,2017/12,UQ
(주)성안,011300,2018/12,UQ
(주)성안,011300,2019/12,UQ
(주)성우하이텍,015750,2011/12,UQ
(주)성우하이텍,015750,2012/12,UQ
(주)성우하이텍,015750,2013/12,UQ
(주)성우하이텍,015750,2014/12,UQ
(주)성우하이텍,015750,2015/12,UQ
(주)성우하이텍,015750,2016/12,UQ
(주)성우하이텍,015750,2017/12,UQ
(주)성우하이텍,015750,2018/12,UQ
(주)성우하이텍,015750,2019/12,UQ
(주)성창오토텍,080470,2011/12,UQ
(주)성창오토텍,080470,2012/12,UQ
(주)성창오토텍,080470,2013/12,UQ
(주)성창오토텍,080470,2014/12,UQ
(주)성창오토텍,080470,2015/12,UQ
(주)성창오토텍,080470,2016/12,UQ
(주)성창오토텍,080470,2017/12,UQ
(주)성창오토텍,080470,2018/12,UQ
(주)성창오토텍,080470,2019/12,UQ
(주)세경하이테크,148150,2011/12,
(주)세경하이테크,148150,2012/12,
(주)세경하이테크,148150,2013/12,
(주)세경하이테크,148150,2014/12,
(주)세경하이테크,148150,2015/12,UQ
(주)세경하이테크,148150,2016/12,UQ
(주)세경하이테크,148150,2017/12,UQ
(주)세경하이테크,148150,2018/12,UQ
(주)세경하이테크,148150,2019/12,UQ
(주)세동,053060,2011/12,UQ
(주)세동,053060,2012/12,UQ
(주)세동,053060,2013/12,UQ
(주)세동,053060,2014/12,UQ
(주)세동,053060,2015/12,UQ
(주)세동,053060,2016/12,UQ
(주)세동,053060,2017/12,UQ
(주)세동,053060,2018/12,UQ
(주)세동,053060,2019/12,UQ
(주)세보엠이씨,011560,2011/12,UQ
(주)세보엠이씨,011560,2012/12,UQ
(주)세보엠이씨,011560,2013/12,UQ
(주)세보엠이씨,011560,2014/12,UQ
(주)세보엠이씨,011560,2015/12,UQ
(주)세보엠이씨,011560,2016/12,UQ
(주)세보엠이씨,011560,2017/12,UQ
(주)세보엠이씨,011560,2018/12,UQ
(주)세보엠이씨,011560,2019/12,UQ
(주)세아베스틸지주,001430,2011/12,UQ
(주)세아베스틸지주,001430,2012/12,UQ
(주)세아베스틸지주,001430,2013/12,UQ
(주)세아베스틸지주,001430,2014/12,UQ
(주)세아베스틸지주,001430,2015/12,UQ
(주)세아베스틸지주,001430,2016/12,UQ
(주)세아베스틸지주,001430,2017/12,UQ
(주)세아베스틸지주,001430,2018/12,UQ
(주)세아베스틸지주,001430,2019/12,UQ
(주)세아제강지주,003030,2011/12,UQ
(주)세아제강지주,003030,2012/12,UQ
(주)세아제강지주,003030,2013/12,UQ
(주)세아제강지주,003030,2014/12,UQ
(주)세아제강지주,003030,2015/12,UQ
(주)세아제강지주,003030,2016/12,UQ
(주)세아제강지주,003030,2017/12,UQ
(주)세아제강지주,003030,2018/12,UQ
(주)세아제강지주,003030,2019/12,UQ
(주)세아특수강,019440,2011/12,UQ
(주)세아특수강,019440,2012/12,UQ
(주)세아특수강,019440,2013/12,UQ
(주)세아특수강,019440,2014/12,UQ
(주)세아특수강,019440,2015/12,UQ
(주)세아특수강,019440,2016/12,UQ
(주)세아특수강,019440,2017/12,UQ
(주)세아특수강,019440,2018/12,UQ
(주)세아특수강,019440,2019/12,UQ
(주)세아홀딩스,058650,2011/12,UQ
(주)세아홀딩스,058650,2012/12,UQ
(주)세아홀딩스,058650,2013/12,UQ
(주)세아홀딩스,058650,2014/12,UQ
(주)세아홀딩스,058650,2015/12,UQ
(주)세아홀딩스,058650,2016/12,UQ
(주)세아홀딩스,058650,2017/12,UQ
(주)세아홀딩스,058650,2018/12,UQ
(주)세아홀딩스,058650,2019/12,UQ
(주)세우글로벌,013000,2011/12,UQ
(주)세우글로벌,013000,2012/12,UQ
(주)세우글로벌,013000,2013/12,UQ
(주)세우글로벌,013000,2014/12,UQ
(주)세우글로벌,013000,2015/12,UQ
(주)세우글로벌,013000,2016/12,UQ
(주)세우글로벌,013000,2017/12,UQ
(주)세우글로벌,013000,2018/12,UQ
(주)세우글로벌,013000,2019/12,UQ
(주)세운메디칼,100700,2011/12,UQ
(주)세운메디칼,100700,2012/12,UQ
(주)세운메디칼,100700,2013/12,UQ
(주)세운메디칼,100700,2014/12,UQ
(주)세운메디칼,100700,2015/12,UQ
(주)세운메디칼,100700,2016/12,UQ
(주)세운메디칼,100700,2017/12,UQ
(주)세운메디칼,100700,2018/12,UQ
(주)세운메디칼,100700,2019/12,UQ
(주)세원정공,021820,2011/06,
(주)세원정공,021820,2012/06,UQ
(주)세원정공,021820,2013/06,UQ
(주)세원정공,021820,2014/06,UQ
(주)세원정공,021820,2015/06,UQ
(주)세원정공,021820,2016/06,UQ
(주)세원정공,021820,2017/06,UQ
(주)세원정공,021820,2018/06,UQ
(주)세원정공,021820,2019/06,UQ
(주)세이브존아이앤씨,067830,2011/12,UQ
(주)세이브존아이앤씨,067830,2012/12,UQ
(주)세이브존아이앤씨,067830,2013/12,UQ
(주)세이브존아이앤씨,067830,2014/12,UQ
(주)세이브존아이앤씨,067830,2015/12,UQ
(주)세이브존아이앤씨,067830,2016/12,UQ
(주)세이브존아이앤씨,067830,2017/12,UQ
(주)세이브존아이앤씨,067830,2018/12,UQ
(주)세이브존아이앤씨,067830,2019/12,UQ
(주)세종메디칼,258830,2012/12,
(주)세종메디칼,258830,2013/12,
(주)세종메디칼,258830,2014/12,
(주)세종메디칼,258830,2015/12,
(주)세종메디칼,258830,2016/12,UQ
(주)세종메디칼,258830,2017/12,UQ
(주)세종메디칼,258830,2018/12,UQ
(주)세종메디칼,258830,2019/12,UQ
(주)세중,039310,2011/12,UQ
(주)세중,039310,2012/12,UQ
(주)세중,039310,2013/12,UQ
(주)세중,039310,2014/12,UQ
(주)세중,039310,2015/12,UQ
(주)세중,039310,2016/12,UQ
(주)세중,039310,2017/12,UQ
(주)세중,039310,2018/12,UQ
(주)세중,039310,2019/12,UQ
(주)세진중공업,075580,2011/12,
(주)세진중공업,075580,2012/12,
(주)세진중공업,075580,2013/12,
(주)세진중공업,075580,2014/12,UQ
(주)세진중공업,075580,2015/12,UQ
(주)세진중공업,075580,2016/12,UQ
(주)세진중공업,075580,2017/12,UQ
(주)세진중공업,075580,2018/12,UQ
(주)세진중공업,075580,2019/12,UQ
(주)세진티에스,067770,2011/12,UQ
(주)세진티에스,067770,2012/12,UQ
(주)세진티에스,067770,2013/12,UQ
(주)세진티에스,067770,2014/12,UQ
(주)세진티에스,067770,2015/12,UQ
(주)세진티에스,067770,2016/12,UQ
(주)세진티에스,067770,2017/12,UQ
(주)세진티에스,067770,2018/12,UQ
(주)세진티에스,067770,2019/12,UQ
(주)세코닉스,053450,2011/12,UQ
(주)세코닉스,053450,2012/12,UQ
(주)세코닉스,053450,2013/12,UQ
(주)세코닉스,053450,2014/12,UQ
(주)세코닉스,053450,2015/12,UQ
(주)세코닉스,053450,2016/12,UQ
(주)세코닉스,053450,2017/12,UQ
(주)세코닉스,053450,2018/12,UQ
(주)세코닉스,053450,2019/12,UQ
(주)세토피아,222810,2015/12,UQ
(주)세토피아,222810,2016/12,UQ
(주)세토피아,222810,2017/12,UQ
(주)세토피아,222810,2018/12,UQ
(주)세토피아,222810,2019/12,QU
(주)센트랄모텍,308170,2011/12,
(주)센트랄모텍,308170,2012/12,
(주)센트랄모텍,308170,2013/12,
(주)센트랄모텍,308170,2014/12,
(주)센트랄모텍,308170,2015/12,
(주)센트랄모텍,308170,2016/12,
(주)센트랄모텍,308170,2017/12,UQ
(주)센트랄모텍,308170,2018/12,UQ
(주)센트랄모텍,308170,2019/12,UQ
(주)센트럴인사이트,012600,2011/12,UQ
(주)센트럴인사이트,012600,2012/12,UQ
(주)센트럴인사이트,012600,2013/12,UQ
(주)센트럴인사이트,012600,2014/12,UQ
(주)센트럴인사이트,012600,2015/12,UQ
(주)센트럴인사이트,012600,2016/12,UQ
(주)센트럴인사이트,012600,2017/12,UQ
(주)센트럴인사이트,012600,2018/12,UQ
(주)센트럴인사이트,012600,2019/12,UQ
(주)셀레믹스,331920,2014/12,
(주)셀레믹스,331920,2015/12,
(주)셀레믹스,331920,2016/12,UQ
(주)셀루메드,049180,2011/12,UQ
(주)셀루메드,049180,2012/12,UQ
(주)셀루메드,049180,2013/12,UQ
(주)셀루메드,049180,2014/12,UQ
(주)셀루메드,049180,2015/12,UQ
(주)셀루메드,049180,2016/12,UQ
(주)셀루메드,049180,2017/12,UQ
(주)셀루메드,049180,2018/12,UQ
(주)셀루메드,049180,2019/12,UQ
(주)셀리버리,268600,2015/12,
(주)셀리버리,268600,2016/12,
(주)셀리버리,268600,2017/12,
(주)셀리버리,268600,2018/12,UQ
(주)셀리버리,268600,2019/12,UQ
(주)셀바스에이아이,108860,2011/12,UQ
(주)셀바스에이아이,108860,2012/12,UQ
(주)셀바스에이아이,108860,2013/12,UQ
(주)셀바스에이아이,108860,2014/12,UQ
(주)셀바스에이아이,108860,2015/12,UQ
(주)셀바스에이아이,108860,2016/12,UQ
(주)셀바스에이아이,108860,2017/12,UQ
(주)셀바스에이아이,108860,2018/12,QS
(주)셀바스에이아이,108860,2019/12,UQ
(주)셀바스헬스케어,208370,2014/12,UQ
(주)셀바스헬스케어,208370,2015/12,UQ
(주)셀바스헬스케어,208370,2016/12,UQ
(주)셀바스헬스케어,208370,2017/12,UQ
(주)셀바스헬스케어,208370,2018/12,UQ
(주)셀바스헬스케어,208370,2019/12,UQ
(주)셀트리온,068270,2011/12,UQ
(주)셀트리온,068270,2011/12,UQ
(주)셀트리온,068270,2012/12,UQ
(주)셀트리온,068270,2012/12,UQ
(주)셀트리온,068270,2013/12,UQ
(주)셀트리온,068270,2013/12,UQ
(주)셀트리온,068270,2014/12,UQ
(주)셀트리온,068270,2014/12,UQ
(주)셀트리온,068270,2015/12,UQ
(주)셀트리온,068270,2015/12,UQ
(주)셀트리온,068270,2016/12,UQ
(주)셀트리온,068270,2016/12,UQ
(주)셀트리온,068270,2017/12,UQ
(주)셀트리온,068270,2018/12,UQ
(주)셀트리온,068270,2019/12,UQ
(주)셀트리온제약,068760,2011/12,UQ
(주)셀트리온제약,068760,2012/12,UQ
(주)셀트리온제약,068760,2013/12,UQ
(주)셀트리온제약,068760,2014/12,UQ
(주)셀트리온제약,068760,2015/12,UQ
(주)셀트리온제약,068760,2016/12,UQ
(주)셀트리온제약,068760,2017/12,UQ
(주)셀트리온제약,068760,2018/12,UQ
(주)셀트리온제약,068760,2019/12,UQ
(주)셀트리온헬스케어,091990,2011/12,
(주)셀트리온헬스케어,091990,2012/12,
(주)셀트리온헬스케어,091990,2013/12,
(주)셀트리온헬스케어,091990,2014/12,
(주)셀트리온헬스케어,091990,2015/12,UQ
(주)셀트리온헬스케어,091990,2016/12,UQ
(주)셀트리온헬스케어,091990,2017/12,UQ
(주)셀트리온헬스케어,091990,2018/12,UQ
(주)셀트리온헬스케어,091990,2019/12,UQ
(주)셀피글로벌,068940,2011/12,UQ
(주)셀피글로벌,068940,2012/12,UQ
(주)셀피글로벌,068940,2013/12,UQ
(주)셀피글로벌,068940,2014/12,UQ
(주)셀피글로벌,068940,2015/12,UQ
(주)셀피글로벌,068940,2016/12,UQ
(주)셀피글로벌,068940,2017/12,UQ
(주)셀피글로벌,068940,2018/12,UQ
(주)셀피글로벌,068940,2019/12,UQ
(주)소프트센,032680,2011/09,
(주)소프트센,032680,2012/09,UQ
(주)소프트센,032680,2013/12,UQ
(주)소프트센,032680,2014/12,UQ
(주)소프트센,032680,2015/12,UQ
(주)소프트센,032680,2016/12,UQ
(주)소프트센,032680,2017/12,UQ
(주)소프트센,032680,2018/12,UQ
(주)소프트센,032680,2019/12,UQ
(주)손오공,066910,2011/12,UQ
(주)손오공,066910,2012/12,UQ
(주)손오공,066910,2013/12,UQ
(주)손오공,066910,2014/12,UQ
(주)손오공,066910,2015/12,UQ
(주)손오공,066910,2016/12,UQ
(주)손오공,066910,2017/12,UQ
(주)손오공,066910,2018/12,UQ
(주)손오공,066910,2019/12,UQ
(주)솔고바이오메디칼,043100,2011/12,UQ
(주)솔고바이오메디칼,043100,2012/12,UQ
(주)솔고바이오메디칼,043100,2013/12,UQ
(주)솔고바이오메디칼,043100,2014/12,UQ
(주)솔고바이오메디칼,043100,2015/12,UQ
(주)솔고바이오메디칼,043100,2016/12,UQ
(주)솔고바이오메디칼,043100,2017/12,UQ
(주)솔고바이오메디칼,043100,2018/12,UQ
(주)솔고바이오메디칼,043100,2019/12,UQ
(주)솔루에타,154040,2011/12,
(주)솔루에타,154040,2012/12,UQ
(주)솔루에타,154040,2013/12,UQ
(주)솔루에타,154040,2014/12,UQ
(주)솔루에타,154040,2015/12,UQ
(주)솔루에타,154040,2016/12,UQ
(주)솔루에타,154040,2017/12,UQ
(주)솔루에타,154040,2018/12,UQ
(주)솔루에타,154040,2019/12,UQ
(주)솔루엠,248070,2016/12,UQ
(주)솔루엠,248070,2017/12,UQ
(주)솔루엠,248070,2018/12,UQ
(주)솔루엠,248070,2019/12,UQ
(주)솔본,035610,2011/12,UQ
(주)솔본,035610,2012/12,UQ
(주)솔본,035610,2013/12,UQ
(주)솔본,035610,2014/12,UQ
(주)솔본,035610,2015/12,UQ
(주)솔본,035610,2016/12,UQ
(주)솔본,035610,2017/12,UQ
(주)솔본,035610,2018/12,UQ
(주)솔본,035610,2019/12,UQ
(주)솔트룩스,304100,2013/12,
(주)솔트룩스,304100,2014/12,
(주)솔트룩스,304100,2015/12,
(주)솔트룩스,304100,2016/12,
(주)솔트룩스,304100,2017/12,
(주)솔트룩스,304100,2018/12,UQ
(주)솔트룩스,304100,2019/12,UQ
(주)쇼박스,086980,2011/12,UQ
(주)쇼박스,086980,2012/12,UQ
(주)쇼박스,086980,2013/12,UQ
(주)쇼박스,086980,2014/12,UQ
(주)쇼박스,086980,2015/12,UQ
(주)쇼박스,086980,2016/12,UQ
(주)쇼박스,086980,2017/12,UQ
(주)쇼박스,086980,2018/12,UQ
(주)쇼박스,086980,2019/12,UQ
(주)수산인더스트리,126720,2011/12,UQ
(주)수산인더스트리,126720,2012/12,UQ
(주)수산인더스트리,126720,2013/12,UQ
(주)수산인더스트리,126720,2014/12,UQ
(주)수산인더스트리,126720,2015/12,UQ
(주)수산인더스트리,126720,2016/12,UQ
(주)수산인더스트리,126720,2017/12,UQ
(주)수산인더스트리,126720,2018/12,UQ
(주)수산인더스트리,126720,2019/12,UQ
(주)수산중공업,017550,2011/12,UQ
(주)수산중공업,017550,2012/12,UQ
(주)수산중공업,017550,2013/12,UQ
(주)수산중공업,017550,2014/12,UQ
(주)수산중공업,017550,2015/12,UQ
(주)수산중공업,017550,2016/12,UQ
(주)수산중공업,017550,2017/12,UQ
(주)수산중공업,017550,2018/12,UQ
(주)수산중공업,017550,2019/12,UQ
(주)수성샐바시온,084180,2011/12,UQ
(주)수성샐바시온,084180,2012/12,UQ
(주)수성샐바시온,084180,2013/12,UQ
(주)수성샐바시온,084180,2014/12,UQ
(주)수성샐바시온,084180,2015/12,UQ
(주)수성샐바시온,084180,2016/12,UQ
(주)수성샐바시온,084180,2017/12,UQ
(주)수성샐바시온,084180,2018/12,UQ
(주)수성샐바시온,084180,2019/12,UQ
(주)수젠텍,253840,2014/12,
(주)수젠텍,253840,2015/12,
(주)수젠텍,253840,2016/12,
(주)수젠텍,253840,2017/12,
(주)수젠텍,253840,2018/12,UQ
(주)수젠텍,253840,2019/12,UQ
(주)슈프리마,236200,2015/12,UQ
(주)슈프리마,236200,2016/12,UQ
(주)슈프리마,236200,2017/12,UQ
(주)슈프리마,236200,2018/12,UQ
(주)슈프리마,236200,2019/12,UQ
(주)슈프리마아이디,317770,2017/12,UQ
(주)슈프리마아이디,317770,2018/12,UQ
(주)슈프리마아이디,317770,2019/12,UQ
(주)슈프리마에이치큐,094840,2011/12,UQ
(주)슈프리마에이치큐,094840,2012/12,UQ
(주)슈프리마에이치큐,094840,2013/12,UQ
(주)슈프리마에이치큐,094840,2014/12,UQ
(주)슈프리마에이치큐,094840,2015/12,UQ
(주)슈프리마에이치큐,094840,2016/12,UQ
(주)슈프리마에이치큐,094840,2017/12,UQ
(주)슈프리마에이치큐,094840,2018/12,UQ
(주)슈프리마에이치큐,094840,2019/12,UQ
(주)슈피겐코리아,192440,2011/12,
(주)슈피겐코리아,192440,2012/12,
(주)슈피겐코리아,192440,2013/12,UQ
(주)슈피겐코리아,192440,2014/12,UQ
(주)슈피겐코리아,192440,2015/12,UQ
(주)슈피겐코리아,192440,2016/12,UQ
(주)슈피겐코리아,192440,2017/12,UQ
(주)슈피겐코리아,192440,2018/12,UQ
